clause_id,file_name,paragraph_index,agreement_type,clause_type,matched_keywords,match_count,match_score,confidence,char_len,token_count,clause_text
3d5a6344-1eba-4609-8c54-12851ef31f5f,emp_001.txt,19,service,force_majeure,,0,0.0,low,507,79,"3 (b) “Documentation” will describe in detail and in a completely self-contained manner how the User may access and use the software/service including, but not limited, to the tracker/dashboard to be employed by the agency and any other technology based platform used for all tasks assigned to the Agency such that any reader of the Documentation can access, use and maintain all of the functionalities, maintenance and upgradation of the software tool/service without the need for any further instructions."
fda12112-2d83-4258-8ca8-cc1adf44bf7e,emp_001.txt,20,employment,obligations,shall,1,0.125,low,272,46,"‘Services’ shall mean and include the Services offered by the Agency to the Bank, including but not limited to creative services for offline and digital medium for SBI as more particularly described in Statement of Work annexed to this Agreement as Annexure A and the RFP."
b98efabd-177b-4143-9280-ca475f8f9f27,emp_001.txt,20,service,scope_of_work,services;statement of work,2,0.3333333333333333,medium,272,46,"‘Services’ shall mean and include the Services offered by the Agency to the Bank, including but not limited to creative services for offline and digital medium for SBI as more particularly described in Statement of Work annexed to this Agreement as Annexure A and the RFP."
4bcc43d9-21bf-4ba1-a23f-ab3c31daeeb9,emp_001.txt,21,employment,obligations,shall,1,0.125,low,75,11,“Confidential Information” shall have the meaning set forth in Clause 15.1.
c72492d5-a7d4-4392-a157-93e6008b943c,emp_001.txt,21,employment,confidentiality,confidential,1,0.14285714285714285,low,75,11,“Confidential Information” shall have the meaning set forth in Clause 15.1.
ad0b57e3-9669-441d-b6a7-6986cf500eac,emp_001.txt,22,employment,obligations,shall,1,0.125,low,634,88,"“Intellectual Property Rights” shall mean, on a worldwide basis, any and all: (i) Rights associated with works of authorship, including copyrights & moral rights; (ii) Trademarks; (iii) Trade secret rights; (iv) Patents, designs, algorithms and other industrial property rights; (v) Other intellectual and industrial property rights of every kind and nature, however designated, whether arising by operation of law, contract, license or otherwise; and (vi) Registrations, initial applications, renewals, extensions, continuations, divisions or reissues thereof now or hereafter in force (including any rights in any of the foregoing)."
6e5a0c16-73a0-48fb-bad8-063d6fd2d908,emp_001.txt,22,employment,confidentiality,trade secret,1,0.14285714285714285,low,634,88,"“Intellectual Property Rights” shall mean, on a worldwide basis, any and all: (i) Rights associated with works of authorship, including copyrights & moral rights; (ii) Trademarks; (iii) Trade secret rights; (iv) Patents, designs, algorithms and other industrial property rights; (v) Other intellectual and industrial property rights of every kind and nature, however designated, whether arising by operation of law, contract, license or otherwise; and (vi) Registrations, initial applications, renewals, extensions, continuations, divisions or reissues thereof now or hereafter in force (including any rights in any of the foregoing)."
8e585fbb-1993-4c1e-8ea2-4fa7fc0e0bb7,emp_001.txt,22,nda,intellectual_property,intellectual property,1,0.16666666666666666,low,634,88,"“Intellectual Property Rights” shall mean, on a worldwide basis, any and all: (i) Rights associated with works of authorship, including copyrights & moral rights; (ii) Trademarks; (iii) Trade secret rights; (iv) Patents, designs, algorithms and other industrial property rights; (v) Other intellectual and industrial property rights of every kind and nature, however designated, whether arising by operation of law, contract, license or otherwise; and (vi) Registrations, initial applications, renewals, extensions, continuations, divisions or reissues thereof now or hereafter in force (including any rights in any of the foregoing)."
97d73322-4fc4-4966-9627-91ed75ba3cb9,emp_001.txt,24,employment,obligations,shall,1,0.125,low,51,8,“Territory” shall mean the entire country of India.
c77f580b-c9b4-4339-bd1b-e19b02957a0b,emp_001.txt,26,employment,obligations,shall,1,0.125,low,74,12,“Effective Date” shall mean the date on which this Agreement takes effect.
e05ad1e5-560d-42d7-a81c-5aeff0bd95d9,emp_001.txt,28,employment,obligations,shall,1,0.125,low,350,57,“Service Provider/ Agency/Vendor” shall mean the successful Bidder found eligible as per eligibility criteria set out in the RFP no: CC/M&C/2020-21/06 dated 17.02.2021 whose Bid has been accepted and who has emerged as the Successful Bidder(s) as per the selection criteria set out in the RFP and to whom notification of award has been given by Bank.
30bda1b4-5ffd-4a58-8f9c-e96bff1bdd89,emp_001.txt,28,service,force_majeure,,0,0.0,low,350,57,“Service Provider/ Agency/Vendor” shall mean the successful Bidder found eligible as per eligibility criteria set out in the RFP no: CC/M&C/2020-21/06 dated 17.02.2021 whose Bid has been accepted and who has emerged as the Successful Bidder(s) as per the selection criteria set out in the RFP and to whom notification of award has been given by Bank.
5adf4222-38b8-4164-a127-4e72fd14a69a,emp_001.txt,30,employment,obligations,shall,1,0.125,low,186,27,"“Reports” shall mean the reports, materials, presentations or other communications, written or otherwise, in draft or final form, provided by Service Provider in terms of this Agreement."
d99abbe2-ab66-4a52-a1ff-8db83a1ae77f,emp_001.txt,32,employment,obligations,shall,1,0.125,low,47,8,“Request for Proposal (RFP)” shall mean RFP No.
2a211573-9827-44c3-b775-b09c837a7a7a,emp_001.txt,35,employment,obligations,shall,1,0.125,low,74,9,“Agreement/Contract” shall mean this agreement including all its Annexure.
8a6f0ae5-6fa4-4610-806e-fdeb4ec9aba3,emp_001.txt,40,employment,obligations,shall,1,0.125,low,192,30,"2.4 The provisions of the contents table, headings, clause numbers, italics, bold print and underlining is for ease of reference only and shall not affect the interpretation of this Agreement."
43f7fa63-c682-4074-9dc8-38f8332708a8,emp_001.txt,41,employment,obligations,shall,1,0.125,low,96,15,"2.5 The Schedules, Annexures and Appendices to this Agreement shall form part of this Agreement."
cbfeb17b-0c79-4ff6-a18f-36ad5ea96905,emp_001.txt,43,service,service_levels,,0,0.0,low,297,40,"2.7 A reference to any statute, regulation, rule or other legislative provision includes any amendment to the statutory modification or re-enactment or, legislative provisions substituted for, and any statutory instrument issued under that statute, regulation, rule or other legislative provision."
412b2c07-4a8a-4fb3-8eee-b38a89a92b6d,emp_001.txt,44,employment,notice_period,notice,1,0.1111111111111111,low,131,20,"2.8 Any agreement, notice, consent, approval, disclosure, or communication under or pursuant to this Agreement is to be in writing."
2459dc0c-5ef5-4fc3-bb11-1dc37d493b82,emp_001.txt,45,employment,obligations,shall,1,0.125,low,108,22,5 1.2.9 The terms not defined in this agreement shall be given the same meaning as given to them in the RFP.
6ea3a55a-b95c-4810-a757-d2a663e5f543,emp_001.txt,46,employment,obligations,shall,1,0.125,low,125,20,If no such meaning is given technical words shall be understood in technical sense in accordance with the industry practices.
63badfc7-cf8c-4b51-9b8e-fe260e2c383d,emp_001.txt,47,employment,obligations,shall,1,0.125,low,129,19,"3 Commencement, Term & Change in Terms 1.3.1 This Agreement shall be deemed to have commenced from ______________(Effective Date)"
e2f94655-96ab-40c4-970c-ec6f0b638267,emp_001.txt,48,employment,obligations,shall,1,0.125,low,261,52,"3.2 This Agreement shall be in force for an initial period of one year and may be extended further for a period of one year at a time for up to three years at the sole discretion of the Bank, if the services provided by the Agency, are found to be satisfactory."
c8b6536e-0659-4bd7-b815-57e500dce23a,emp_001.txt,48,employment,probation_period,initial period,1,0.16666666666666666,low,261,52,"3.2 This Agreement shall be in force for an initial period of one year and may be extended further for a period of one year at a time for up to three years at the sole discretion of the Bank, if the services provided by the Agency, are found to be satisfactory."
93b497d0-d004-409c-b014-3252b0b84071,emp_001.txt,48,service,scope_of_work,services,1,0.16666666666666666,low,261,52,"3.2 This Agreement shall be in force for an initial period of one year and may be extended further for a period of one year at a time for up to three years at the sole discretion of the Bank, if the services provided by the Agency, are found to be satisfactory."
e79998f8-89f3-4253-a3fb-50fb0c801924,emp_001.txt,49,employment,termination,termination,1,0.09090909090909091,low,161,24,"Notwithstanding the foregoing, the agreement may be terminated by either Party by notice in writing in accordance with the termination clauses of this Agreement."
c9e7075c-2aa3-4cfa-8b6e-6f21e5a274bf,emp_001.txt,49,employment,notice_period,notice,1,0.1111111111111111,low,161,24,"Notwithstanding the foregoing, the agreement may be terminated by either Party by notice in writing in accordance with the termination clauses of this Agreement."
2f941725-3ea2-4171-b56b-73a064f1cbac,emp_001.txt,50,service,scope_of_work,services,1,0.16666666666666666,low,138,22,"3.3 Either party can propose changes to the scope, nature or time schedule of services being performed under this Service Level Agreement."
971c7bfc-3d58-4670-84c4-8571f911271a,emp_001.txt,50,service,service_levels,service level,1,0.16666666666666666,low,138,22,"3.3 Either party can propose changes to the scope, nature or time schedule of services being performed under this Service Level Agreement."
4c578d93-3e37-4f6e-9eee-619448d88b05,emp_001.txt,51,service,service_levels,service level,1,0.16666666666666666,low,137,21,Such changes can be made only upon mutually accepted terms & conditions maintaining the spirit (Purpose) of this Service Level Agreement.
89a5b6a4-993b-41f6-b130-f4138e7db395,emp_001.txt,53,service,scope_of_work,scope of work;services;statement of work,3,0.5,medium,125,24,SCOPE OF WORK The scope of work is detailed in the Statement of Work annexed below as Annexure A (“Services”) and in the RFP.
72a9a7af-febb-47c8-b8fc-1e4a09e31019,emp_001.txt,54,service,scope_of_work,services,1,0.16666666666666666,low,236,35,"If Client requests Agency to provide services other than or in addition to the Services (“Additional Services”), the parties agree that the Additional Services may be subject to separate terms and conditions, including commercial terms."
d22428a0-53fb-499e-99e7-05a612466322,emp_001.txt,55,employment,obligations,shall,1,0.125,low,249,37,"Where the Additional Services include programmatic trading services, such services shall be treated as services provided by an independent third party from Agency and the provision of such services shall be solely upon separate terms and conditions."
d35a33dc-9be9-48ff-aaf6-6f14fbf78f65,emp_001.txt,55,service,scope_of_work,services,1,0.16666666666666666,low,249,37,"Where the Additional Services include programmatic trading services, such services shall be treated as services provided by an independent third party from Agency and the provision of such services shall be solely upon separate terms and conditions."
684d01e9-afdc-4aff-a186-c009cfbfa880,emp_001.txt,56,service,scope_of_work,services;statement of work,2,0.3333333333333333,medium,113,20,Any Client Affiliate in the Territory may avail Services to from the Agency by entering into a Statement of Work.
af920355-86a0-49b3-925e-655f98d7e12e,emp_001.txt,57,service,scope_of_work,statement of work,1,0.16666666666666666,low,126,23,Each such Statement of Work will be governed by the terms of this Agreement and Client agrees to procure the adherence of each
a9cf6e20-3eb9-41a8-af25-7ac5ffeda478,emp_001.txt,58,employment,obligations,,0,0.0,low,150,25,6 such Affiliate to the terms of this Agreement and the performance of the Client Affiliate of its obligations under the applicable Statement of Work.
093b310b-6497-4a6a-9b6a-3c1f6dbb95b5,emp_001.txt,58,service,scope_of_work,statement of work,1,0.16666666666666666,low,150,25,6 such Affiliate to the terms of this Agreement and the performance of the Client Affiliate of its obligations under the applicable Statement of Work.
77329831-3d6e-465a-997b-41ccb5df1b1d,emp_001.txt,59,employment,obligations,shall,1,0.125,low,200,35,"Solely in relation to Services provided under a Statement of Work to any Client Affiliate, any references to Client in such Statement of Work shall be deemed to be a reference to the Client Affiliate."
6e6843d0-d569-473c-b7a5-406496bd77f7,emp_001.txt,59,service,scope_of_work,services;statement of work,2,0.3333333333333333,medium,200,35,"Solely in relation to Services provided under a Statement of Work to any Client Affiliate, any references to Client in such Statement of Work shall be deemed to be a reference to the Client Affiliate."
e79bb884-eeb5-4c16-98d1-91cc5b38eaae,emp_001.txt,60,employment,obligations,shall,1,0.125,low,491,71,"The Client acknowledges that the performance of Services shall be subject to the rules/guidelines as laid down by the industry bodies like Advertising Agencies Association of India (AAAI), Indian Broadcasting Federation (IBF), Indian Outdoor Advertising Association (IOAA), Indian Newspaper Society (INS), Prasar Bharati – Doordarshan (DD), Internet & Mobile Association of India (IAMAI), All India Radio (AIR) and the rules laid down by the Joint Working Committee of AAAI-IBF and AAAI-INS."
afcfff25-8392-4167-a3f4-810f4dc85216,emp_001.txt,60,service,scope_of_work,services,1,0.16666666666666666,low,491,71,"The Client acknowledges that the performance of Services shall be subject to the rules/guidelines as laid down by the industry bodies like Advertising Agencies Association of India (AAAI), Indian Broadcasting Federation (IBF), Indian Outdoor Advertising Association (IOAA), Indian Newspaper Society (INS), Prasar Bharati – Doordarshan (DD), Internet & Mobile Association of India (IAMAI), All India Radio (AIR) and the rules laid down by the Joint Working Committee of AAAI-IBF and AAAI-INS."
e5266506-a9c3-4bb3-8f82-e749fbc1bab5,emp_001.txt,63,employment,obligations,shall,1,0.125,low,46,9,1 Time shall be the essence of this Agreement.
ee129aa9-8c20-4659-b867-bdfb3a92ab64,emp_001.txt,64,employment,obligations,shall,1,0.125,low,246,41,The agency shall therefore fully abide by various time limits as prescribed for different assignments and the performance of the agency shall be judged as per the adherence to such quality and time parameters as laid down for the respective work.
27112aa1-b05d-45de-8e87-54aa1d13d7a4,emp_001.txt,64,rental,rent_terms,,0,0.0,low,246,41,The agency shall therefore fully abide by various time limits as prescribed for different assignments and the performance of the agency shall be judged as per the adherence to such quality and time parameters as laid down for the respective work.
fab9dbda-ff88-47f2-b05a-8d4144435a14,emp_001.txt,65,employment,obligations,shall,1,0.125,low,132,26,The agency shall align its team as per the working days/time of the client and as and when required in case of exigency of the work.
4a28bb0e-5582-431f-b180-5ffd521daad2,emp_001.txt,67,service,scope_of_work,deliverables,1,0.16666666666666666,low,74,10,3 Correction of Deficiencies in Deliverables (as mentioned in Annexure-A).
fcc97178-412a-44f4-86e7-efa9a4563341,emp_001.txt,68,employment,termination,terminate,1,0.09090909090909091,low,656,100,"If Service provider is unable to correct all Deficiencies preventing Acceptance of a Deliverable for which Service provider is responsible after a reasonable number of repeated efforts, the Bank may at its discretion: a) Allow Service provider to continue its efforts to make corrections; or b) Accept the Deliverable with its Deficiencies and reach agreement with Service provider on an equitable reduction to Service provider’s Charges for developing such Deliverable to reflect the uncorrected Deficiencies; or c) Terminate this Agreement for cause in accordance with Clause 16 except that the Bank is under no obligation to provide Service provider any"
d01ec777-b9a9-4c67-a07f-4a96296e35d0,emp_001.txt,68,employment,obligations,obligation,1,0.125,low,656,100,"If Service provider is unable to correct all Deficiencies preventing Acceptance of a Deliverable for which Service provider is responsible after a reasonable number of repeated efforts, the Bank may at its discretion: a) Allow Service provider to continue its efforts to make corrections; or b) Accept the Deliverable with its Deficiencies and reach agreement with Service provider on an equitable reduction to Service provider’s Charges for developing such Deliverable to reflect the uncorrected Deficiencies; or c) Terminate this Agreement for cause in accordance with Clause 16 except that the Bank is under no obligation to provide Service provider any"
f373fbfd-7a7e-46cd-b1b9-224f01713a5b,emp_001.txt,68,service,payment_terms,charges,1,0.14285714285714285,low,656,100,"If Service provider is unable to correct all Deficiencies preventing Acceptance of a Deliverable for which Service provider is responsible after a reasonable number of repeated efforts, the Bank may at its discretion: a) Allow Service provider to continue its efforts to make corrections; or b) Accept the Deliverable with its Deficiencies and reach agreement with Service provider on an equitable reduction to Service provider’s Charges for developing such Deliverable to reflect the uncorrected Deficiencies; or c) Terminate this Agreement for cause in accordance with Clause 16 except that the Bank is under no obligation to provide Service provider any"
78b3eaa7-def7-4157-bff6-48e2073b7ca9,emp_001.txt,70,rental,maintenance,,0,0.0,low,129,22,"Client may request Agency to cancel or amend any creatives , campaign schedules or work in progress forming part of the Services."
e455b96a-19c5-4d59-96cd-6e77eaf0894a,emp_001.txt,70,service,scope_of_work,services,1,0.16666666666666666,low,129,22,"Client may request Agency to cancel or amend any creatives , campaign schedules or work in progress forming part of the Services."
0bc82dbf-c0a6-4173-be4b-6830397a851a,emp_001.txt,72,employment,obligations,shall,1,0.125,low,85,13,The Service Provider shall identify and document the risk in delivering the services.
9f98a562-d186-4687-8968-70b1dadbb8aa,emp_001.txt,72,service,scope_of_work,services,1,0.16666666666666666,low,85,13,The Service Provider shall identify and document the risk in delivering the services.
43645dc4-db62-4912-8774-58b7f49a4c01,emp_001.txt,73,employment,obligations,shall,1,0.125,low,155,26,"Service Provider shall identify the methodology to monitor and prevent the risk, and shall also document the steps taken to manage the impact of the risks."
32c3f8cc-9b52-4c27-b90e-7d3e35b64db1,emp_001.txt,74,employment,obligations,shall,1,0.125,low,152,23,5 Service Request Service Provider shall dispense the service request in accordance with terms mentioned in Annexure B (TAT Chart) under this agreement.
84074b17-1a37-44fd-9ba3-0f643ad1f4fe,emp_001.txt,78,employment,obligations,shall,1,0.125,low,88,14,7 Service Complaints The service complaint shall be addressed as enclosed in Annexure C.
1b57f32b-1d62-4715-abb2-cc37c14a6be4,emp_001.txt,79,employment,obligations,shall,1,0.125,low,80,13,The complaint shall be acknowledged by the Service Provider in 24 Working Hours.
118c4d1b-ba76-4530-88a6-8e198d568763,emp_001.txt,81,employment,obligations,shall,1,0.125,low,447,69,"Service Provider shall be solely liable & responsible for compliance of applicable Labour Laws in respect of its employee, agents, representatives and sub-Contractors (if allowed) and in particular laws relating to terminal benefits such as Pension, Gratuity, Provident Fund, Bonus or other benefits to which they may be entitled and the laws relating to Contract Labour, Minimum Wages, etc., and the Bank shall have no liability in these regards."
3ec72129-682d-40cc-bad5-c5d5dd28df20,emp_001.txt,81,employment,severance,gratuity,1,0.16666666666666666,low,447,69,"Service Provider shall be solely liable & responsible for compliance of applicable Labour Laws in respect of its employee, agents, representatives and sub-Contractors (if allowed) and in particular laws relating to terminal benefits such as Pension, Gratuity, Provident Fund, Bonus or other benefits to which they may be entitled and the laws relating to Contract Labour, Minimum Wages, etc., and the Bank shall have no liability in these regards."
0c959cd9-f965-49a1-99bf-ee8e683656ff,emp_001.txt,81,service,indemnity,liability,1,0.2,low,447,69,"Service Provider shall be solely liable & responsible for compliance of applicable Labour Laws in respect of its employee, agents, representatives and sub-Contractors (if allowed) and in particular laws relating to terminal benefits such as Pension, Gratuity, Provident Fund, Bonus or other benefits to which they may be entitled and the laws relating to Contract Labour, Minimum Wages, etc., and the Bank shall have no liability in these regards."
c565ca2b-4a71-4569-879a-09b020a2db04,emp_001.txt,82,service,indemnity,indemnify,1,0.2,low,176,28,"Further, the Service Provider would indemnify/make good for the losses to the Bank for non-compliance or any claims against the Bank arising out of any non-compliance as above."
bc81dc10-9e69-4e70-a7b5-2d9c2b5e9411,emp_001.txt,84,service,payment_terms,fees,1,0.14285714285714285,low,86,15,Retainership Fees The agency will be paid retainership fees at the end of every month.
9192fecf-9851-40f6-b7c4-c03d93a53482,emp_001.txt,85,employment,obligations,shall,1,0.125,low,108,17,All the payments shall be subject to deduction of deduction of TDS/any other statutory levies as applicable.
ca9b054e-1d67-4129-ab1e-9251463015e5,emp_001.txt,85,service,payment_terms,,0,0.0,low,108,17,All the payments shall be subject to deduction of deduction of TDS/any other statutory levies as applicable.
27269f75-a654-429c-bd64-be84dd8ac710,emp_001.txt,86,employment,obligations,undertake,1,0.125,low,168,32,The Bank has the sole discretion to pay only for the services they undertake and may choose to discontinue services for any one or all jobs listed in the scope of work.
7f66e3e6-e6f3-44ba-9f97-d000f4db5b7d,emp_001.txt,86,service,scope_of_work,scope of work;services,2,0.3333333333333333,medium,168,32,The Bank has the sole discretion to pay only for the services they undertake and may choose to discontinue services for any one or all jobs listed in the scope of work.
ee17280c-dec5-4f5e-911e-63b485609336,emp_001.txt,87,employment,obligations,shall,1,0.125,low,249,42,"However, this clause shall not apply to those Services that have already been rendered by the Service Provider and payments for the same must be duly made by the Bank based on the agreed timelines, terms and conditions detailed under this Agreement."
152a9a11-cf53-4bb8-be58-565ef94ffb44,emp_001.txt,87,service,scope_of_work,services,1,0.16666666666666666,low,249,42,"However, this clause shall not apply to those Services that have already been rendered by the Service Provider and payments for the same must be duly made by the Bank based on the agreed timelines, terms and conditions detailed under this Agreement."
c6420940-dc20-4263-bc28-c7df7108d03d,emp_001.txt,87,service,payment_terms,,0,0.0,low,249,42,"However, this clause shall not apply to those Services that have already been rendered by the Service Provider and payments for the same must be duly made by the Bank based on the agreed timelines, terms and conditions detailed under this Agreement."
450cb9da-49d6-4f26-aa73-1fea0febfcfa,emp_001.txt,88,employment,obligations,shall,1,0.125,low,134,27,"1 All duties and taxes, if any, which may be levied, shall be borne by the Service Provider and Bank shall not be liable for the same."
5b12cabd-8c1e-4ea8-9d22-e3e5b7363488,emp_001.txt,89,employment,obligations,duty;shall,2,0.25,low,134,20,"All expenses, stamp duty and other charges/expenses in connection with execution of this Agreement shall be borne by Service Provider."
ef042d9d-0df3-4ad3-bf02-86a3f8bc8f7b,emp_001.txt,89,service,payment_terms,charges,1,0.14285714285714285,low,134,20,"All expenses, stamp duty and other charges/expenses in connection with execution of this Agreement shall be borne by Service Provider."
85ed246c-00a9-43b1-b8bf-d4fee1d107b6,emp_001.txt,90,employment,obligations,shall,1,0.125,low,137,21,2 Service Provider shall provide a clear description quantifying the service element and goods element in the invoices generated by them.
7d5471a8-f2d9-4aa1-ae85-e876ff6a7168,emp_001.txt,90,service,payment_terms,,0,0.0,low,137,21,2 Service Provider shall provide a clear description quantifying the service element and goods element in the invoices generated by them.
39c867a5-31ea-4121-9479-f68a7aee9e75,emp_001.txt,91,service,payment_terms,,0,0.0,low,141,22,3 Payments: The Bank will pay properly submitted valid invoices within reasonable period but not exceeding 60 days after its receipt thereof.
5aedc8f8-c95f-477d-8f95-009fd1f341aa,emp_001.txt,92,employment,notice_period,notice,1,0.1111111111111111,low,210,36,"If the Bank defaults and/or delays in making timely payments towards invoices raised by the Agency for a consecutive period of 3 months, the Agency has the right to pause the campaigns without any prior notice."
09d352eb-8234-4622-8b71-3dbb66065380,emp_001.txt,92,rental,maintenance,,0,0.0,low,210,36,"If the Bank defaults and/or delays in making timely payments towards invoices raised by the Agency for a consecutive period of 3 months, the Agency has the right to pause the campaigns without any prior notice."
104adeb1-953f-4c78-8d01-e47e7b149759,emp_001.txt,92,service,payment_terms,,0,0.0,low,210,36,"If the Bank defaults and/or delays in making timely payments towards invoices raised by the Agency for a consecutive period of 3 months, the Agency has the right to pause the campaigns without any prior notice."
70c3608a-1ba5-460d-9566-165100d96cca,emp_001.txt,92,service,force_majeure,,0,0.0,low,210,36,"If the Bank defaults and/or delays in making timely payments towards invoices raised by the Agency for a consecutive period of 3 months, the Agency has the right to pause the campaigns without any prior notice."
1951c806-2ade-4349-8939-6c1599e4e6dd,emp_001.txt,93,employment,obligations,shall,1,0.125,low,200,34,"All payments shall be made in Indian Rupees 4.4 The Agency will submit the invoices complete in all respects, on the last working day of every month for necessary payment of the commission/agency fee."
ab682334-39e0-4513-8056-20fda505e3d9,emp_001.txt,93,service,payment_terms,payment,1,0.14285714285714285,low,200,34,"All payments shall be made in Indian Rupees 4.4 The Agency will submit the invoices complete in all respects, on the last working day of every month for necessary payment of the commission/agency fee."
159bb1fe-c48a-40a7-9c6b-d8359fbc517e,emp_001.txt,94,service,payment_terms,invoice,1,0.14285714285714285,low,91,15,The invoice should be supported with the list of work initiated /complete during the month.
91d41bb0-0836-4b64-997e-f3be2031aa89,emp_001.txt,95,service,payment_terms,remuneration,1,0.14285714285714285,low,70,10,There will be no additional remuneration towards the delayed payments.
0739a03b-1d57-486f-a46a-fbf02c047480,emp_001.txt,95,service,force_majeure,,0,0.0,low,70,10,There will be no additional remuneration towards the delayed payments.
2a85ea24-5215-4acc-9232-803fa38774c7,emp_001.txt,97,service,dispute_resolution,,0,0.0,low,161,26,4.2 A reconciliation sheet pertaining to the bills will be submitted every month as well as all necessary supporting documents for which the bills are submitted.
c3d7b5b7-159a-4766-b2a7-53797fb6821f,emp_001.txt,98,employment,obligations,shall,1,0.125,low,68,12,The Tax component shall be payable as applicable and as per actuals.
6a5fee07-792f-4719-9b61-20eef764969a,emp_001.txt,99,service,payment_terms,charges;payment,2,0.2857142857142857,medium,207,36,9 4.4.3 The Bank may withhold payment of any charges that it disputes in good faith and may set-off penalty amount and any other amount which Service provider owes the Bank against charges payable to Service
