clause_text,count
"INDEMNIFICATION: 5.1 The Contractor shall indemnify, defend, and hold and save harmless, the United Nations, and its officials, agents and employees, from and against all suits, proceedings, claims, demands, losses and liability of any kind or nature brought by any third party against the United Nations, including, but not limited to, all litigation costs and expenses, attorney’s fees, settlement payments and damages, based on, arising from, or relating to: 5.1.1 allegations or claims that the possession of or use by the United Nations of any patented device, any copyrighted material, or any other goods, property or services provided or licensed to the United Nations under the terms of the Contract, in whole or in part, separately or in a combination contemplated by the Contractor’s published specifications therefor, or otherwise specifically approved by the Contractor, constitutes an infringement of any patent, copyright, trademark, or other intellectual property right of any third party; or, 5.1.2 any acts or omissions of the Contractor, or of any subcontractor or anyone directly or indirectly employed by them in the performance of the Contract, which give rise to legal liability to anyone not a party to the Contract, including, without limitation, claims and liability in the nature of a claim for workers’ compensation.",6
"If during the currency of the Contract there shall be an out break of war whether declared or not, in that part of the World which whether financially or otherwise materially affect the execution of the Work, the Service Provider shall unless and until the Contract is terminated under the provisions in this clause continue to use his best endeavour to complete the execution of the Work/Services, provided always that the Employer shall be entitled, at any time after such out break of war to terminate or re-negotiate the Contract by giving notice in writing to the Service Provider and upon such notice being given the Contract shall, save as to the rights of the parties under this clause and to the operation of the clauses entitled settlement of Disputes and Arbitration hereof, be terminated but without prejudice to the right of either party in respect of any antecedent breach thereof.",6
"Service Provider shall be liable for and shall indemnify and keep fully and effectively indemnified on demand the CBRE Indemnified Parties and/or any Replacement Service Provider without any set-off counterclaim or other deductions against any claims, demands, actions, proceedings, settlement and all losses, costs, charges, penalties, awards, expenses and liabilities which it or they incur or may incur (whether on, before or after the expiry or termination of this Agreement and/or the applicable Statement of Work, whether in whole or in part and/or the termination or expiry of all or part of the Services) arising out of or in connection with the employment and/or termination of employment of any person whose employment or claims or liabilities arising out of their employment or its termination transfers to the CBRE Indemnified Parties and/or any Replacement Service Provider.",6
"The Schedule of Rates (i.e., Value of Contract) shall be deemed to include and cover the cost of all royalties and fees for the articles and processes, protected by letters, patent or otherwise incorporated in or used in connection with the Service, also all royalties, rents and other payments in connection with obtaining materials of whatsoever kind for the Service and shall include an indemnity to the Employer which the Service Provider hereby gives against all actions, proceedings, claims, damages, costs and expenses arising from the incorporation in or use in the Service of any such articles, processes or materials, octroi or other municipal or local Board Charges, if levied on materials, equipment or machineries to be brought to site for use for Services shall be borne by the Service Provider.",6
"1 Service Provider shall assume responsibility under all applicable including, Labour Laws for its employees, and also hold the Bank harmless from any direct and actual loss, expense, damage or personal injury, death and any claim for payment of compensation of its employees, salary, retirement benefits, or any other benefits asserted by an employee of the Service Provider, and/or any claim arising out of alleged infringement of intellectual property rights or other proprietary right of any third party arising out of ‘Service Provider’s performance of Services hereunder.",5
"During the warranty period, Service Provider shall, at no cost to CBRE, promptly and satisfactorily replace, correct or repair (as applicable) any Services, material or workmanship found to be defective or otherwise not in conformity with the requirements of this Agreement and promptly remedy any damage resulting therefrom.",5
"03 Termination for Default: If Contractor materially fails to provide the Services in accordance with the period specified or in the manner required under the Contract; or if the Services do not conform to the requirements under the Contract; or if the Contractor becomes insolvent or unable to meet its payment obligations when due, or breaches any material obligation under the Contract, the Purchaser shall give the Contractor a written notice describing the instances of default and giving the Contractor a reasonable opportunity to cure.",5
"2 If the Contractor is rendered unable, wholly or in part, by reason of force majeure to perform its obligations and meet its responsibilities under the Contract, the United Nations shall have the right to suspend or terminate the Contract on the same terms and conditions as are provided for in Article 13, “Termination,” except that the period of notice shall be seven (7) days instead of thirty (30) days.",5
"Government(s) or Public Body which becomes effective after the due date of submission of Bid for this Contract but within the Contractual completion period (including extended period allowed due to reasons attributed to Employer) and which results in increased cost of the jobs/services under the Contract through increased liability of taxes, (other than personnel and Corporate taxes), duties, the Service Provider shall be indemnified for any such increased cost by the Employer subject to the production of documentary proof to the satisfaction of the Employer to the extent which directly is attributable to such introduction of new legislation or change or amendment as mentioned above and adjudication by the competent authority & the courts wherever levy of such taxes / duties are disputed by Employer.",5
"If you're using a form as a contract, or to gather personal (or personal health) info, or for some other purpose with legal implications, we recommend that you do your homework to ensure you are complying with applicable laws and that you consult an attorney before relying on any particular form.",5
"Customer agrees to indemnify, defend and hold TCS and its affiliates, their officers and employees involved in the Services, harmless from any and all claims, actions, damages, liabilities, costs and expenses, including but not limited to reasonable attorney’s fees and expenses, arising out of or resulting from TCS’ compliance with Processing Norms and the Customer’s liability arising out of this Clause shall be outside of the liability cap provided in Clause 7.",5
"02 Termination for Force Majeure: Contractor may terminate this Contract, by not less than ten (10) working days written notice sent to the Purchaser if: (i) as the result of a Force Majeure Event, the Contractor is unable to perform a material portion of the Services for a period of more than thirty (30) days; or (ii) in the event the Contractor reasonably determines it is unable to continue to perform the Services due to a change in applicable law prohibiting it from providing such Services; or (iii) Contractor is required to do so to comply with applicable laws, regulations or professional standards.",5
"2 Indemnification by Customer: If a third party makes a claim against Whatfix that the Customer Content infringes any patent, copyright or trademark, or misappropriates any trade secret, Customer shall defend Whatfix and its directors, officers and employees against the claim at Customer’s expense and Customer shall pay all losses, damages and expenses (including reasonable attorneys’ fees) finally awarded against such parties or agreed to in a written settlement agreement signed by Customer, to the extent arising from the claim.",5
"ESSENTIAL TERMS: The Contractor acknowledges and agrees that each of the provisions in Articles 23 to 28 hereof constitutes an essential term of the Contract and that any breach of any of these provisions shall entitle the United Nations to terminate the Contract or any other contract with the United Nations immediately upon notice to the Contractor, without any liability for termination charges or any other liability of any kind.",5
"Any change order document prepared by the parties shall include, among other items, an estimate of additional charges to Customer, if applicable, for the modified Services, any additional software or other material required to implement the change and any expected impact on the time schedule or service levels under the Schedule 2.",5
"Service Provider will provide the Services as necessary in order to satisfy the Service Levels and in accordance with the Policy and Procedures Manual, the then current CBRE Standards (including CBRE standards, specifications, policies, processes and procedures relating to information technology, data entry, data management, data transmission, data privacy, security and technology, as applicable), applicable Laws, and as directed by CBRE from time to time.",5
"In the event of a termination for Force Majeure, Contractor shall be entitled to be paid for Service properly performed by Contractor prior to the effective date of termination, provided, however, that such payment shall not exceed the total Contract Price after adjustment to account for the price associated with Services not performed.",5
"Service of Notices on Contractors 20 4.4 Occupation and Use of Land 20 4.5 Assignment or Subletting of Contract 20 46 Railway Passes 20 4.7 Carriage of Materials 2 4.8 Representation on Works 21 4.9 Relics, Treasures, Lost and Found 2 4.10 Indemnity By Contractors 2 4.11 Performance Guarantee 21 4.12 Force Majeure Clause 23 4.13 Illegal Gratification 24 4.14 Contractor's Understanding 24 4.15 Commencement of Works.",5
"All obligations and duties under any provisions, which by their nature extend beyond the expiration or termination of this Agreement, including but not limited to warranties, indemnifications, intellectual property (including protection of proprietary information) shall survive the expiration or other termination of this Agreement of which these provisions are made a part.",5
"If the Customer Materials supplied by Customer or uploaded by Customer on TCS Application System are found to infringe the intellectual property rights of any party or is in violation of any law or regulation, then Customer shall defend TCS and its directors, officers and employees from and against any such suit ,claim , proceeding and indemnify and hold TCS harmless against all judgment, damages, costs, fine, penalty and expenses (including, reasonable attorney fees).This clause shall survive the termination of this Agreement.",5
"TABLE OF CONTENT ECTION – IV PAYMENT, INSURANCE AND TAXES 4.1 Deduction from the Contract price 4.2 Schedule of rates and payments 4.3 Procedure for Billing of Services 4.4 Notice of claims for additional payments 4.5 Insurance 4.6 Taxes and Duties 4.7 Income tax 4.8 Statutory variations 4.9 Damages to Property of any person and third party SECTION – V LAWS, HEALTH, SAFETY & ENVIRONMENT 5.1 Labour Laws 5.2 Safety regulations 5.3 First aid and industrial injuries 5.4 General rules 5.5 Care in handling inflammable gas 5.6 Preservation of place 5.7 Environment SECTION – VI DISPUTE RESOLUTION AND ARBITRATION 6.1 Dispute resolution 6.2 Arbitration 6.3 Jurisdiction 6.4 Continuance of The Contract",5
"If Service Provider is in Default in the performance of the Services or breaches any of its covenants, agreements or obligations under this Agreement or any Statement of Work, and such Default is not corrected within five (5) days of receipt of written notice from CBRE (unless such Default cannot be cured with the payment of a sum of money and otherwise cannot reasonably be cured within such five (5) day period, in which event Service Provider shall have an additional ten (10) days to cure such Default, provided such cure is promptly, continuously and diligently pursued), CBRE may in its discretion thereafter immediately terminate this Agreement and/or any such Statement of Work, either in whole or in part with respect to one or more of the Facilities, by written notice to Service Provider.",5
"If this contract provides for payment of a lump sum for all services or by task and termination occurs before completion of the work or any defined task which according to the performance schedule was commenced before the notice of termination, the fee for services performed shall be based on an amount mutually agreed to by the Water Authority and Contractor for the portion of work completed in conformance with this contract before the date of termination.",5
"5 The Service Provider shall indemnify and keep fully and effectively indemnified the Bank against all costs, claims, damages, demands, expenses and liabilities of whatsoever nature arising out of or in connection with all claims of infringement of trade mark, patent, copyright, industrial design or any other intellectual property rights of any third party arising from the Services or use of software or any other product under this Agreement",5
"47.5 The Contractor shall not infinge any Intellectual Property Rights of any third party in supplying the Services and the Contractor shal, during and after the Contract Period, indemnity and keep indemnified and hold the Raways harmless ffom and against al actions, suits, claims, demands, losses, charges, damages, casts and expenses and other liabities which the Railways may suffer or incur as @ result of or in connection with any breach of this clause,",5
"Purchaser may terminate this Contract for Force Majeure, by not less than ten (10) working days written notice sent to the Contractor if: (i) as the result of a Force Majeure Event, the Contractor is unable to perform a material portion of the Services for a period of more than thirty (30) days; or (ii) in the event Purchaser is required to do so to comply with applicable laws, regulations or professional standards.",5
"GENERAL INDEMNITY 8.1 Service provider agrees and hereby keeps the Bank indemnified against all direct and actual claims, actions, loss, damages, costs, expenses, charges, including reasonable legal expenses (Attorney, Advocates fees included) which the Bank may suffer or incur directly on account of any misuse of data /information or deficiency in Services or breach on any obligations mentioned in clause 6 herein, including without limitation of confidentiality obligations, from any acts of Commission / omission on the part of employees, agents, representatives or Sub-Contractors of Service Provider.",5
"3 Service provide shall, at their own expenses without any limitation, defend and indemnify the Bank against all third party claims or infringement of Intellectual Property Right, including Patent, trademark, copyright, trade secret or industrial design rights arising from use of the technology / software / products or any part thereof in India or abroad, for software developed as part of this engagement.",5
"The invoice shall be accompanied by a separate confidential invoice support statement that briefly describes each item of work performed, the identity of the person who performed the work, the time of performance if payment is on an hourly basis, and itemized reimbursable expenses.] Payments are subject to a final audit upon completion of services or other termination of this contract.",5
"Each Party agrees that it will, unless otherwise directed by the other Party, continue performing its obligations under the Agreement while any dispute is being resolved; provided that this provision will not operate or be construed as extending the Term or prohibiting or delaying a Party’s exercise of any right it may have to terminate the Term as to all or any part of the Services.",4
"Each party shall bear the cost of preparing and presenting its case, and the cost of arbitration, including fees and expenses of the arbitrators, shall be shared equally by the Parties unless the award otherwise provides.",4
"In the event of any failure or delay by the Railway, to hand over the Contractor possession ‘ofthe site necessary forthe execution of the services, or to give the necessary notice to ‘commence the services, orto provide the necessary drawings or instructions or any other delay caused by the Railway due to any other cause whatsoever, then such failure or delay shall in no way affect or viiate the contractor alter the character thereot or entile the contractor to damages or compensation therefore, but in any such case, the Raiway ‘may grant such extension or extensions of the completion date as may be considered reasonable.",4
Customer further warrants that the said Customer Material provided by Customer or uploaded by the Customer on TCS Application System shall not infringe any intellectual property rights or proprietary rights of any party.,4
"Customer shall not remove or alter TCS’s and/or its licensors’ Logo, Trademark, Copyright notice and other proprietary markings or notice on all copies of the TCS Application System or any part thereof including the documentation.",4
"Customer shall retain all of TCS’s and/or its licensors’ Logo, Trademark, Copyright notice and other proprietary markings or notice on the TCS Application System.",4
"Nothing in this Agreement shall limit or exclude the liability of the Service Provider, CBRE or any CBRE Indemnified Party for: (a) death or personal injury caused by its negligence, or the negligence of its personnel, agents or subcontractors; (b) fraud or fraudulent misrepresentation; or (c) any other liability which cannot be limited or excluded by applicable law.",4
"Contractor shall not be allowed, and expressly waives, payment for profit on Services that were not performed as of the termination date.",4
"If the Legislature fails to appropriate or allot the necessary funds, or the Board fails to allocate the necessary funds, then University will issue written notice to Contractor and University may terminate this Agreement without further duty or obligation hereunder.",4
"Once it is saved as a PDF file, you can attach the file to the Square Invoice to send to your customer using the “Add Attachment” button under “More Options” in the invoice.",4
"If sufficient funds are not appropriated or allocated for payment under this Agreement for any future fiscal period, the City will not be obligated to continue the Agreement after the end of the current fiscal period, and this Agreement will automatically terminate upon the completion of all remaining Services for which funds are allocated.",4
"return to Customer all confidential and proprietary information of Customer; (ii) if a third party software license is obtained specifically for the Customer under this Agreement and allows Customer to use such software after termination of this Agreement (as specifically identified in Schedule 2), then TCS shall transfer such third party software to Customer on an ‘AS IS’ basis.",4
"If at any time, during the continuance ofthis contact, the performance in whole or in part by either pariy of any obigation under this contract shal be prevented or delayed by ‘reason of any war, hostity, acts of public enemy, cil commotion, sabotage, serous lose or damage by fire, explosions, epidemics, strikes, lockouts or acts of God (hereinafter, referred to events) provided, notice ofthe happening of any such event is given by ether party to the other within 7 days from the date of occurrence thereof, nether party shall by reason of such event, be entitled to terminate this contract nor shal either party have any claim for damages against the other in respect of such.",4
"In the event of termination or expiry of this Agreement, (A) Customer shall (i) forthwith cease to access and/ or use any of TCS Application Systems and Services Environment; (ii) return to TCS any of TCS confidential and proprietary information and material in its possession; and (iii)",4
"Further, Service Provider does not have any authority to execute any contracts or agreements for or on behalf of CBRE or Client and is not granted any right or authority to assume or create any obligation or liability or to make any representation, covenant, agreement or warranty, express or implied, on CBRE’s or Client’s behalf or to bind CBRE or Client in any manner.",4
"Upon termination of this SaaS Agreement and upon subsequent written request by the disclosing party, the receiving party of tangible Confidential Information shall immediately return such information or destroy such information and provide written certification of such destruction, provided that the receiving party may permit its legal counsel to retain one archival copy of such information in the event of a subsequent dispute between the parties.",4
"Each party shall bear the cost of preparing and presenting its case, and the cost of arbitration, including fees and expenses of the arbitrators, shall be shared equally by the parties, unless the award otherwise provides.",4
"termination for convenience by the Purchaser, Contractor shall be entitled to be paid for Services properly performed by Contractor prior to the effective date of termination, provided, however, that such payment shall not exceed the total Contract Price after adjustment to account for the price associated with Services not performed.",4
"Intellectual Property The Parties acknowledge that the Client shall hold all rights proprietary in any work product resulting from the Consulting Services including, but not limited to, copyright and patents.",4
"In the event unit rates for extra services so executed are not available as per Contract, payments may either be released on day work basis for which daily/hourly rates for workmen and hourly rates for equipment rental shall apply, or on the unit rate for Services executed shall be derived by interpolation/ extrapolation of unit rates already existing in the Contract.",4
"them may be liable in connection with the provision of the Services; (b) violation of any intellectual property rights of third parties or of Purchaser, including without limitation rights relating to patents, trademarks, copyrights, or trade secrets, by Contractor, Subcontractors, anyone employed directly or indirectly by any of them, or anyone for whose acts any of them may be liable; or (c) compensation claims covered by Contractor's Workers' Compensation insurance.",4
Clauses 9 (Indemnity) and 10 (Settlement of Disputes) shall survive the termination of this Agreement.,4
"Force Majeure Events shall not be deemed to include: (i) any event which is caused by the negligence or intentional action of a Party or such Party's Personnel or agents; (ii) any event which a diligent Party could reasonably have been expected to both: (A) take into account at the time this Contract was entered into; and (B) avoid or overcome in the carrying out of its obligations hereunder; or (iii) the insufficiency of funds, inability to make any payment required under this Contract, or any economic conditions, including but not limited to inflation, price escalations, or labor availability.",4
"Notwithstanding anything contained in this Agreement to the contrary, upon the expiration or termination of this Agreement, if the use of the Deliverables or Services is impaired or they cannot be fully utilized, serviced or repaired by CBRE or Client without the use of the Service Provider Pre-existing Intellectual Property, Service Provider will grant to CBRE and Client an unrestricted, perpetual, royalty-free, fully paid-up, non- exclusive, world-wide, irrevocable license to use such Service Provider Pre-existing Intellectual Property so that CBRE and Client may continue to receive the benefit of the Deliverables and Services.",4
"If the Service Provider shall dissolve or become bankrupt or insolvent or cause or suffer any receiver to be appointed of his business of any assets thereof compound with his Creditors, or being a corporation commence to be wound up, not being a member's voluntary winding up for the purpose of amalgamation or reconstruction, or carry on its business under a Receiver for the benefits of its Creditors any of them, Employer shall be at liberty to terminate the Contract forthwith upon coming to know of the happening of any such event as aforesaid by notice in writing to the Service Provider or to give the Receiver or Liquidator or other person, the option of carrying out the Contract subject to his providing a guarantee up to an amount to be agreed upon by the Employer for due and faithful performance of the Contract.",4
"Post performance of Services under this Agreement, the Service Provider shall cooperate with CBRE and provide any information that may be reasonably requested by CBRE in connection with claiming such credit of input tax under the Applicable Laws such as tax invoice or debit note issued by the Service Provider or such other taxpaying document(s) as may be required as proof of payment of applicable Taxes by the Service Provider.",4
"FORCE MAJEURE; OTHER CHANGES IN CONDITIONS: 12.1 In the event of and as soon as possible after the occurrence of any cause constituting force majeure, the affected Party shall give notice and full particulars in writing to the other Party, of such occurrence or cause if the affected Party is thereby rendered unable, wholly or in part, to perform its obligations and meet its responsibilities under the Contract.",4
Keep in mind that the Agreement and this Statement of Work will be used to resolve any disputes.,4
"If this Agreement is terminated prior to the listing and trading of the Rights Equity Shares, it shall be the duty of the Agency to extend all such support as may be required by the Company or their newly appointed service provider towards taking over duties and responsibilities as the service provider to the Company.",4
"In case of breach or alleged breach of any provision of law, regulations or order of any court or regulatory or statutory authority or of any of the terms and conditions mentioned in the Agreement or breach of any intellectual property of a third party, the Agency shall, at its own cost and expense, indemnify, defend and hold the Company and its Affiliates, directors, management, employees free and harmless from and against any and all losses, liabilities, claims, damages, actions, costs and expenses, including attorney’s fees and court costs arising out of such breach.",4
"If the service provider does not commence the work in the manner described in the contract document or if at any time in the opinion of the Warden in-charge/Warden, the service provider: a) fails to carry out the works in conformity with the contract documents; or b) violate any of the statutory provisions including but not restricted to the Minimum Wages Act, ESI Act and EPF Act ; or c) fails to carry out the works in accordance with the contract schedule; or d) substantially suspends the work without authority from the Warden in-charge/Warden; or e) fails to carry out and execute the works to the satisfaction of the Warden-in-charge/Warden; or f) fails to facilitate procurement of sufficient/suitable raw material or things; or g) commits or suffers, or permits any other breach of kind or observes or persists in any of the above mentioned breaches of the contract, after a notice in writing being given to the service provider by the Warden in-charge/Warden requiring such breach to be remedied; or h) if the service provider abandons the works — then, in any of the such cases, the Institute shall have the power to enter upon the premises and take possession thereof and of the material and stock thereon and to rescind the contract, and to carry on with the work by his agents, workmen and the supervisors as the Institute in its absolute discretion may think proper to employ without making payment to the service provider for the said material other than such as may be certified in writing by the Warden in- charge/Warden to be reasonable, then the amount of such excess as certified by the Warden in-charge/Warden shall be deducted from any money which may be due for work done by the service provider and be",4
"For breach or violation of this provision, the Water Authority shall have the right to terminate this contract without liability, or, in its discretion, to deduct from the contract price or consideration, or otherwise recover, the full amount of such fee, commission, percentage, brokerage fees, gift, or contingent fee.",4
"Contractor shall not be allowed, and expressly waives, payment for profit on Services which were not performed as of the termination date.",4
"Notwithstanding the foregoing, and in addition to any other termination right CBRE may have under the Agreement or this Statement of Work, CBRE may terminate the Statement of Work in whole or in part for cause if: (i) Service Provider materially breaches its obligations with respect to the provision of Transition Services under the Statement of Work and fails to cure such breach within fifteen (15) days after its receipt of notice; (ii) Service Provider fails to meet a Critical Milestone by the applicable date set out in the Transition Plan and Service Provider fails to cure such failure within fifteen (15) days after its receipt of notice.",4
"Consultant warrants and represents that the Services and all work provided under this Agreement will not infringe, individually or collectively, any patent, copyright, trade secret, or other proprietary right of any third party; and Consultant has no reason to believe that any patent, copyright, trade secret, or other proprietary right of any third party may be infringed by Consultant’s provision of the Services and any work under this Agreement.",4
Payment for services performed will be processed within thirty (30) days of receipt and approval of invoice in accordance with Exhibit B.,4
"In connection with such use, Customer specifically agrees that: (i) Trial Cloud Services, Beta Cloud Services and other Preview Services are provided “AS-IS” and without support; (ii) Any security, compliance, service level, and privacy commitments stated in this Agreement are not applicable to Trial Cloud Services, Beta Cloud Services or other Preview Services; (iii) HCL may change or discontinue Trial Cloud Services, Beta Cloud Services or other Preview Services at any time and makes no commitment to make them generally available; (iv) Beta Cloud Services are Confidential Information of HCL; (v) Beta Cloud Services are experimental, provided for testing purposes only, and may not be used in production; and (vi) Customer will comply with testing guidelines that HCL provides and will make reasonable efforts to provide feedback.",4
"none Performance or delay in performance, and works! services under the contract shal be fesumed as soon as practicable after such event has come to an end or ceased to ex land the decision of the Manager as to whether the works! services have been so fesumed or not shall be final and conclusive, PROVIDED FURTHER thal if the Performance in whole or in part of any obligation under this contract is prevented or Selayed by reason of any such event fora period exceeding 120 days, either party may at its option terminate the contract by giving notice tothe other party",4
"If the Bank defaults and/or delays in making timely payments towards invoices raised by the Agency for a consecutive period of 3 months, the Agency has the right to pause the campaigns without any prior notice.",4
"1 your performance does not improve, on expiry of this period, @ notice for rmination of the above contract shall be issued fo you under which your contract shall stand rescinded and the services under this contract wil be carried out independently without your participation and your Performance Guarantee shall also be encashed/forteted and consequences which may please be noted.",4
"1 Obligation to cooperate From time to time, CBRE may request that the Parties work together to identify ways to achieve reductions in the cost of service delivery and corresponding reductions in the Charges to be paid by CBRE by modifying or reducing the nature or scope of the Services, the applicable Service Levels or other contract requirements.",4
Contractor acknowledges this Agreement may be terminated and payment withheld if this certification is inaccurate.,4
"In addition, the United Nations shall not be liable to pay the Contractor except for those goods delivered and services provided to the United Nations in accordance with the requirements of the Contract, but only if such goods or services were ordered, requested or otherwise provided prior to the Contractor’s receipt of notice of termination from the United Nations or prior to the Contractor’s tendering of notice of termination to the United Nations.",4
"11 Cessation of Railway's Liability: The Railway shall not be liable to the Contractor for any matter arising out of or in connection withthe contract of the execution ‘ofthe works/ services unless the Contractor shall ave made a claim in wing in resper thereof before the issue of the Completion Cerificate for service / Maintenance Certiea {for works contemplated in service, as the case may be under this clause,",4
"Except in the event of termination for cause, Consultant shall be entitled to payment for Services performed to the satisfaction of Cornell prior to termination, if any, and explicitly waives any right to additional or other amounts of any kind, including based on quantum meruit or other similar theory.",4
"Customer may terminate a Cloud Service on one month's notice: i) at the written recommendation of a government or regulatory agency following a change in either applicable law or the Cloud Services; ii) if HCL's modification to the computing environment used to provide the Cloud Service causes Customer to be noncompliant with applicable laws; or iii) if HCL notifies Customer of a modification that has a material adverse effect on Customer's use of the Cloud Service, provided that HCL will have 90 days to work with Customer to minimize such effect.",4
