clause_id,file_name,paragraph_index,agreement_type,clause_type,matched_keywords,match_count,match_score,confidence,char_len,token_count,clause_text
8b5fcc3a-5b7b-4adb-af21-751e6a4a0dab,rental_commercial_001.txt,27,service,payment_terms,charges,1,0.14285714285714285,low,171,33,"LATE CHARGES AND FAILED CHEQUES If Lease amount is paid after the fifth day of the month, then the Lease amount will be paid along with late charges of [.] per each month."
bff9b6ff-9a48-4592-9c54-19734f04329b,rental_commercial_001.txt,28,service,payment_terms,charges,1,0.14285714285714285,low,118,22,"If any cheque given by Lessee remains unclear due to any reason, then the Lessee will pay return cheque charges of Rs."
5ca38638-a6e6-4344-9ba6-803e8b6d9c93,rental_commercial_001.txt,31,employment,obligations,shall,1,0.125,low,113,19,"SECURITY DEPOSITS Upon the execution of this Agreement, the Lessee shall pay the Lessor a security deposit of Rs."
d71aad4f-ca93-4ab0-a6b2-9ab1dd1fe12e,rental_commercial_001.txt,31,rental,security_deposit,security deposit,1,0.2,low,113,19,"SECURITY DEPOSITS Upon the execution of this Agreement, the Lessee shall pay the Lessor a security deposit of Rs."
2131c11a-cb03-479a-88af-b58bfa33c49e,rental_commercial_001.txt,32,employment,obligations,,0,0.0,low,160,30,[.]/- (Rupees [.] only) to be held as security for the payment of Lease amount and the due compliance by the Lessee of all of its obligations in this Agreement.
904f1315-afc2-49b6-b63c-a8f1b45f654c,rental_commercial_001.txt,32,service,payment_terms,payment,1,0.14285714285714285,low,160,30,[.]/- (Rupees [.] only) to be held as security for the payment of Lease amount and the due compliance by the Lessee of all of its obligations in this Agreement.
9e74e7e5-97fe-4037-8a54-9ac207b12c20,rental_commercial_001.txt,33,employment,obligations,shall,1,0.125,low,192,32,The total of the security deposits with observance to the terms and conditions of this agreement shall be refunded to the Lessee within 10 days after the premises have been completely vacated.
09959d2f-78fd-4aac-9a10-53880d48cc90,rental_commercial_001.txt,33,rental,security_deposit,security deposit,1,0.2,low,192,32,The total of the security deposits with observance to the terms and conditions of this agreement shall be refunded to the Lessee within 10 days after the premises have been completely vacated.
539de5fe-b052-42ef-915b-2e9673393cb6,rental_commercial_001.txt,33,rental,termination,,0,0.0,low,192,32,The total of the security deposits with observance to the terms and conditions of this agreement shall be refunded to the Lessee within 10 days after the premises have been completely vacated.
325dddde-23b0-459c-afdc-6f3ae7fdc863,rental_commercial_001.txt,34,rental,security_deposit,security deposit,1,0.2,low,260,44,"2 Lessor may deduct any amount necessary from the security deposit, and ask for further payment from the Lessee of any amount necessary if such amount exceeds the value of the security deposit, to cover the Lessee’s default in any/some/all of the following: a."
d8e00c9d-244a-4ac8-a72d-dbabc6397f65,rental_commercial_001.txt,34,service,payment_terms,payment,1,0.14285714285714285,low,260,44,"2 Lessor may deduct any amount necessary from the security deposit, and ask for further payment from the Lessee of any amount necessary if such amount exceeds the value of the security deposit, to cover the Lessee’s default in any/some/all of the following: a."
6313e2cb-71ad-4da4-a1cd-e817b9ed942d,rental_commercial_001.txt,38,rental,maintenance,repair,1,0.125,low,111,19,"cost for repair of damages to premises and/or common areas exclusive of expected ordinary wear and tear, and e."
2be1b559-7085-4a14-9cb3-844e51d4f3f8,rental_commercial_001.txt,40,employment,obligations,shall,1,0.125,low,93,16,A written accounting of said charges shall be presented to Lessee within 10 days of move-out.
4626ed72-a0ef-4e52-8635-9355680df073,rental_commercial_001.txt,40,service,payment_terms,charges,1,0.14285714285714285,low,93,16,A written accounting of said charges shall be presented to Lessee within 10 days of move-out.
136ee7d7-7d96-43a2-a5f4-d83f1be08cad,rental_commercial_001.txt,41,employment,obligations,shall,1,0.125,low,126,22,If the costs are over and above the deposits the Lessee shall immediately pay said additional costs for damages to the Lessor.
88a6d040-4d02-46ca-a6db-08339561aa19,rental_commercial_001.txt,45,rental,rent_terms,lease amount,1,0.16666666666666666,low,87,16,The Lessee do not have to pay any Lease amount until actual possession of the premises.
9ec5ce71-62ed-4e09-bb58-c67f929a4490,rental_commercial_001.txt,46,employment,termination,terminate,1,0.09090909090909091,low,167,27,"If Lessor is unable to deliver possession within 5 days after the agreed commencement date, the Lessee may terminate this Agreement by giving written notice to Lessor."
82c4c186-92c0-4ec5-8fa6-4e8f22221bae,rental_commercial_001.txt,46,employment,notice_period,notice;written notice,2,0.2222222222222222,low,167,27,"If Lessor is unable to deliver possession within 5 days after the agreed commencement date, the Lessee may terminate this Agreement by giving written notice to Lessor."
50cd5272-4fe6-4103-b246-f460fecb6fa5,rental_commercial_001.txt,47,rental,security_deposit,security deposit,1,0.2,low,60,10,The Lessor must refund all money and security deposits paid.
9abdfbaf-7297-4335-9478-8846f5f4a78e,rental_commercial_001.txt,48,employment,obligations,obligation;shall,2,0.25,low,156,29,The failure of Lessee to take possession of the premises on the said date shall not relieve them of their obligation to pay Lease amount on the agreed date.
e406296f-c209-45d1-9f95-c1125cf84628,rental_commercial_001.txt,48,rental,rent_terms,lease amount,1,0.16666666666666666,low,156,29,The failure of Lessee to take possession of the premises on the said date shall not relieve them of their obligation to pay Lease amount on the agreed date.
dc9457e2-027b-43ae-b514-fb86e03581fa,rental_commercial_001.txt,50,employment,obligations,shall,1,0.125,low,198,34,"INSPECTION OF THE PREMISES Before the delivery of residency by the Lessee, the Lessor and the Lessee shall inspect the premises and shall record any existing damages to the premises on a check list."
7cf7b075-fdc6-4af6-94c8-bedd0e9a3b2c,rental_commercial_001.txt,52,employment,obligations,shall,1,0.125,low,98,17,Both parties shall receive copies of the Document which should be duly signed by both the parties.
128efbda-d217-4bf1-b386-e353f737e750,rental_commercial_001.txt,53,employment,termination,termination,1,0.09090909090909091,low,171,30,"At the termination of the agreement and before possession is restored to the Lessor, the Lessor shall inform the Lessee of his right to be present at the final inspection."
f06c8599-ca7e-4a7f-9a18-39aaef2c597e,rental_commercial_001.txt,53,employment,obligations,shall,1,0.125,low,171,30,"At the termination of the agreement and before possession is restored to the Lessor, the Lessor shall inform the Lessee of his right to be present at the final inspection."
5c5b07db-a638-4e79-a587-419ee7b00d1d,rental_commercial_001.txt,54,employment,termination,termination,1,0.09090909090909091,low,148,26,"3 The Lessor shall notify the Lessor of the time and date of the inspection, which must be within seventy-two hours of the termination of occupancy."
c700db5e-c03e-42c8-b5c4-5064b5054cbd,rental_commercial_001.txt,54,employment,obligations,shall,1,0.125,low,148,26,"3 The Lessor shall notify the Lessor of the time and date of the inspection, which must be within seventy-two hours of the termination of occupancy."
2b790744-cd63-410c-8611-cfd4ec89528b,rental_commercial_001.txt,54,rental,property_usage,occupancy,1,0.16666666666666666,low,148,26,"3 The Lessor shall notify the Lessor of the time and date of the inspection, which must be within seventy-two hours of the termination of occupancy."
f716d489-cc69-4089-ad92-a76bbb0501e3,rental_commercial_001.txt,57,employment,obligations,,0,0.0,low,226,37,"The Lessee hereby undertakes to not to sublet, assign or transfer the said Leased premises whole or any part thereof to any other person or concern in any manner whatsoever, without obtaining written consent from the landlord."
c3a265d3-e7c9-4d07-b7ab-637725fdd9bd,rental_commercial_001.txt,57,rental,property_usage,sublet,1,0.16666666666666666,low,226,37,"The Lessee hereby undertakes to not to sublet, assign or transfer the said Leased premises whole or any part thereof to any other person or concern in any manner whatsoever, without obtaining written consent from the landlord."
11f25b62-794e-43d6-93e7-574deeb97b51,rental_commercial_001.txt,59,employment,obligations,shall,1,0.125,low,88,15,The accommodation under the lease shall be used as the registered office of the Company.
44e3775e-5e0b-4955-82b5-8307cd4ef7a6,rental_commercial_001.txt,61,employment,obligations,shall,1,0.125,low,163,28,The Lessee shall not make any material addition or alteration to the accommodation under the lease as let out without the previous consent of the owner in writing.
c5373624-e11b-4dbb-b45c-75ebf9e90c7b,rental_commercial_001.txt,63,employment,obligations,shall,1,0.125,low,163,34,The Lessee shall not to do or cause to be done anything in or upon the demised Premises which is or may grow to be a source or nuisance or annoyance to the Lessor.
8ebab07a-23ad-435d-9901-fc3efc367d63,rental_commercial_001.txt,65,service,payment_terms,charges,1,0.14285714285714285,low,171,27,"The Lessee agrees to indemnify and hold harmless the Lessor for all its business activities including but not limited to statutory dues, municipal taxes and other charges."
22ade890-7c1c-4c7a-8fd8-e788714c0ada,rental_commercial_001.txt,65,service,indemnity,hold harmless;indemnify,2,0.4,medium,171,27,"The Lessee agrees to indemnify and hold harmless the Lessor for all its business activities including but not limited to statutory dues, municipal taxes and other charges."
ae230381-252d-499f-a2df-eb62c00bb163,rental_commercial_001.txt,67,employment,obligations,shall,1,0.125,low,319,56,"The lessee shall not bring or cause to be brought into or store at the Demised Premises or any part thereof any hazardous goods articles of combustible or inflammable mature, except in small quantities for normal uses as permitted by law nor carry out any activity which is illegal in nature and not permissible by law."
a990181a-af1c-45f3-b757-a3683b1f8d99,rental_commercial_001.txt,69,employment,obligations,shall,1,0.125,low,136,26,The Lessee shall keep the premises let out to them in good condition and shall carry out all minor repairs at his own cost and expenses.
b1b89410-2cf0-47be-bbed-d969b65d24d2,rental_commercial_001.txt,69,rental,maintenance,,0,0.0,low,136,26,The Lessee shall keep the premises let out to them in good condition and shall carry out all minor repairs at his own cost and expenses.
1ed73a83-9c27-4eb4-9d48-9e5ff43108c6,rental_commercial_001.txt,71,employment,obligations,shall,1,0.125,low,197,31,"The Lessee however, shall have the right to locate such fixtures and or fittings and wooden temporary partition or structure as shall be required to execute partitions, chambers, office rooms, etc."
cb4d14d4-63e7-4d80-801c-79c5e4d2575b,rental_commercial_001.txt,72,rental,maintenance,repair,1,0.125,low,219,38,"However, the Lessee agrees to vacate the property in the same condition he received it in, carrying out repair work to cover up any alterations, permissible under this clause, made by him during the period of the lease."
f58aabc1-b92b-4706-a199-542fdcc82dcb,rental_commercial_001.txt,72,rental,termination,vacate,1,0.16666666666666666,low,219,38,"However, the Lessee agrees to vacate the property in the same condition he received it in, carrying out repair work to cover up any alterations, permissible under this clause, made by him during the period of the lease."
3f7f6415-734d-4c36-a756-d4c69afe05fa,rental_commercial_001.txt,76,employment,obligations,shall,1,0.125,low,187,32,The Lessor shall have the right to enter and inspect the premises as per their convenience during reasonable hours of business and the Lessee agrees to create no impediments for the same.
8131e73f-918d-4665-b03e-0153bf6d9cce,rental_commercial_001.txt,80,employment,termination,terminate,1,0.09090909090909091,low,181,29,"MISCELLANEOUS Notwithstanding any other provision of this agreement, the Lessor shall have the right to terminate this agreement at any point of time during the period of the lease."
1b0975c5-c20b-407e-bf6e-930b0e78b0c3,rental_commercial_001.txt,80,employment,obligations,shall,1,0.125,low,181,29,"MISCELLANEOUS Notwithstanding any other provision of this agreement, the Lessor shall have the right to terminate this agreement at any point of time during the period of the lease."
50416d5d-3b05-460f-808d-d850c936cdd9,rental_commercial_001.txt,82,employment,obligations,shall,1,0.125,low,175,33,"The provisions of this Agreement shall be governed by the Laws in force in the Union of India, and any dispute arising from this Agreement shall be subject to the laws of [.]."
4a3a0da4-a62e-488d-b248-d7ddff071dba,rental_commercial_001.txt,82,service,dispute_resolution,dispute,1,0.16666666666666666,low,175,33,"The provisions of this Agreement shall be governed by the Laws in force in the Union of India, and any dispute arising from this Agreement shall be subject to the laws of [.]."
3e22eed2-79e7-4099-b375-fdd4d90556b4,rental_commercial_001.txt,84,employment,obligations,shall,1,0.125,low,123,23,The Courts in [.] shall have sole jurisdiction to entertain disputes arising from / out of / as a result of this Agreement.
e1e0fb64-fb81-48e5-8730-3885c680ea15,rental_commercial_001.txt,84,service,dispute_resolution,,0,0.0,low,123,23,The Courts in [.] shall have sole jurisdiction to entertain disputes arising from / out of / as a result of this Agreement.
a037f986-46aa-4ffb-bf4d-683c0e889ede,rental_commercial_001.txt,84,service,governing_law,jurisdiction,1,0.2,low,123,23,The Courts in [.] shall have sole jurisdiction to entertain disputes arising from / out of / as a result of this Agreement.
dc077023-dba3-4666-aa02-9ca48cd44e16,rental_commercial_001.txt,86,employment,obligations,shall,1,0.125,low,72,12,The Parties hereto agree that this Agreement shall be Registered in [.].
d42880de-887c-4eb9-ac2d-90343c775d7b,rental_commercial_001.txt,90,employment,termination,termination,1,0.09090909090909091,low,139,24,TERMINATION The agreement may be terminated by either party by issuing a notice thirty days prior to the agreed expiry of the Lease period.
79e5a951-6c8b-44ab-bf39-089aacb7d10e,rental_commercial_001.txt,90,employment,notice_period,days prior;notice,2,0.2222222222222222,low,139,24,TERMINATION The agreement may be terminated by either party by issuing a notice thirty days prior to the agreed expiry of the Lease period.
c57645b8-5a9a-495f-b859-3e2e92b4ef1b,rental_commercial_001.txt,91,employment,notice_period,notice,1,0.1111111111111111,low,83,15,"Where laws require ""just cause"", such just cause shall be so stated on said notice."
db0f8ebb-e6d7-407b-9643-e8b084346fa2,rental_commercial_001.txt,91,employment,obligations,shall,1,0.125,low,83,15,"Where laws require ""just cause"", such just cause shall be so stated on said notice."
1a03b42e-4f60-48fb-97e3-197fb5a6a49f,rental_commercial_001.txt,92,rental,termination,,0,0.0,low,192,34,The Premises will be deemed vacated only after all areas including storage are vacated by the Lessee and the property provided by the Lessor for the Lessee and the keys returned to the Lessor.
60270c39-a1f0-4c78-a42b-11ae1f45edda,rental_commercial_001.txt,93,rental,termination,vacate,1,0.16666666666666666,low,172,31,If the Lessee does not vacate within 4 weeks the Lessee is liable to pay the Lessor additionally to cover the damages caused due to the owner’s loss of prospective tenants.
fe7c6829-714e-4e8d-967e-07a57b36dfb2,rental_commercial_001.txt,96,employment,termination,termination,1,0.09090909090909091,low,157,31,"In the event of termination, a written notice must be served by the Lessee or the Lessor to the other at least thirty days prior to the end of the agreement."
7ae5c75c-c2c0-4d62-b402-8a607762a51c,rental_commercial_001.txt,96,employment,notice_period,days prior;notice;written notice,3,0.3333333333333333,medium,157,31,"In the event of termination, a written notice must be served by the Lessee or the Lessor to the other at least thirty days prior to the end of the agreement."
4482de51-6bb5-47f1-9d46-6bad3cd84e38,rental_commercial_001.txt,97,employment,obligations,,0,0.0,low,137,23,"If the Lessee decides to continue, he will pay the monthly rental or decided otherwise and fulfil all other obligations in the agreement."
fce9613d-3bf0-436a-815f-fa74ac9d066f,rental_commercial_001.txt,97,rental,rent_terms,monthly rent,1,0.16666666666666666,low,137,23,"If the Lessee decides to continue, he will pay the monthly rental or decided otherwise and fulfil all other obligations in the agreement."
191c8709-a560-477a-8a3f-6def007b71b4,rental_commercial_001.txt,99,employment,notice_period,notice,1,0.1111111111111111,low,219,38,CHANGE OF TERMS 5 The terms and conditions of this agreement are subject to future change by the Lessor after the expiry of the Lease Period after issuing a thirty-day notice stating such change delivered to the Lessee.
ec53e700-645d-421a-828d-200e85c47c3e,rental_commercial_001.txt,100,employment,notice_period,notice,1,0.1111111111111111,low,89,18,All changes made will be as per the governing law in existence at the time of the Notice.
e3b098b8-610d-4e93-8378-9aca1baf7328,rental_commercial_001.txt,102,employment,obligations,shall,1,0.125,low,248,38,SEVERABILITY Each paragraph of this lease agreement shall be and remain separate from and independent of and severable from all and any other paragraphs herein except where otherwise expressly indicated or indicated by the context of the agreement.
faee53d6-f243-4fcd-bafe-7f730bc9b317,rental_commercial_001.txt,103,employment,obligations,shall,1,0.125,low,154,27,The decision or declaration that one or more of the paragraphs are null and void shall have no effect on the remaining paragraphs of this lease agreement.
23c6b2dd-a619-4937-8cdb-56ff7204bb27,rental_commercial_001.txt,107,service,warranties,,0,0.0,low,139,23,"Neither Lessor nor Lessee have made any promises or representations, other than those set forth in this Agreement and those implied by law."
9fed9349-626a-45f3-a4f2-49d4bcb76ea5,rental_commercial_001.txt,108,employment,termination,termination,1,0.09090909090909091,low,204,35,The failure of Lessee or their guests or invitees to comply with any term of this Agreement is grounds for termination of the agreement with appropriate notice to Lessee and procedures as required by law.
89cc94a1-06f5-4de4-ba57-44e0c30c939e,rental_commercial_001.txt,108,employment,notice_period,notice,1,0.1111111111111111,low,204,35,The failure of Lessee or their guests or invitees to comply with any term of this Agreement is grounds for termination of the agreement with appropriate notice to Lessee and procedures as required by law.
9ae0abe5-8931-4d77-92d2-7fe89a4aafe3,rental_commercial_002.txt,0,employment,obligations,shall,1,0.125,low,682,105,"Commercial Property Rental Agreement THIS INDENTURE of lease is made at [City] this [Day, Month] of [Year], between [Lessor Name], Son of [Lessor’s Father Name] resident of [Address Line 1, Address Line 2, City, State, Pin Code], (hereinafter called “the Lessor”, which expression shall, unless repugnant to the context and meaning include his heirs, successors, administrators and assigns) of the ONE PART and [Lessee Name], Son of [Lessee’s Father Name] resident of [Address Line 1, Address Line 2, City, State, Pin Code], (hereinafter called “the Lessee”, which expression shall, unless repugnant to the context and meaning, include its successors and assigns) of the OTHER PART."
e4809ade-0aae-4061-b28b-3e4e9c312016,rental_commercial_002.txt,0,rental,rent_terms,,0,0.0,low,682,105,"Commercial Property Rental Agreement THIS INDENTURE of lease is made at [City] this [Day, Month] of [Year], between [Lessor Name], Son of [Lessor’s Father Name] resident of [Address Line 1, Address Line 2, City, State, Pin Code], (hereinafter called “the Lessor”, which expression shall, unless repugnant to the context and meaning include his heirs, successors, administrators and assigns) of the ONE PART and [Lessee Name], Son of [Lessee’s Father Name] resident of [Address Line 1, Address Line 2, City, State, Pin Code], (hereinafter called “the Lessee”, which expression shall, unless repugnant to the context and meaning, include its successors and assigns) of the OTHER PART."
95586ff6-54a4-4a52-a602-2cdad406edc9,rental_commercial_002.txt,4,rental,rent_terms,monthly rent;rent,2,0.3333333333333333,medium,1090,172,"In pursuance of the said agreement and in consideration of the rent hereby reserved and of the covenants, conditions and stipulations hereinafter contained and on the Lessee’s part to be paid, observed and performed, THE LESSOR HEREBY DEMISES UNTO THE LESSEE ALL THAT the building situated at [Lease Property Address, Address Line 1, Address Line 2, City, State, Pin Code] and hereinafter called as the demised premises, TOGETHER WITH ALL the fixtures and fitting therein, TOGETHER WITH the electrical installations and together with the right for the Leesse, its employees, servants, agents, customers and persons authorized by the lessor to use the entrances, doorways, entrance hall, staircases, landings and passages in the demised premises for the purpose of ingress thereto, TO HOLD the demised premises unto the Lessee for the period of [Lease Term in Months or Years] only commencing from the [Lease Deed Start Date] and determined on [Lease Deed Signing Date] but determinable earlier as hereinafter provided PAYING therefor unto the Lessor during the said term monthly rent of Rs."
f68f0cd0-b3f1-44e0-8136-c60b32bd1d94,rental_commercial_002.txt,5,rental,rent_terms,lease amount,1,0.16666666666666666,low,120,20,[Lease Amount per Month] payable by the [Date of Monthly Payment] of each succeeding calendar month to which it relates.
05b0ab69-9064-4fa7-bf77-37133b1b5d56,rental_commercial_002.txt,5,service,payment_terms,payment,1,0.14285714285714285,low,120,20,[Lease Amount per Month] payable by the [Date of Monthly Payment] of each succeeding calendar month to which it relates.
5d869e0f-22f6-4e39-ac78-5db17e772a42,rental_commercial_002.txt,8,rental,rent_terms,rent,1,0.16666666666666666,low,69,14,To pay the rent as aforesaid on the days and in the manner aforesaid.
607e886a-cbf3-475d-b8e6-67bd49cf4b7e,rental_commercial_002.txt,10,rental,maintenance,electricity bill,1,0.125,low,197,29,"To pay the electricity bills for the electricity consumed for lighting the demised premises and for operation of air conditioners, fans, computers and electrical appliances in the demised premises."
38f73220-6b80-4a19-a035-8cf56f0f0954,rental_commercial_002.txt,22,rental,maintenance,,0,0.0,low,340,56,"To permit the Lessor, his servants, employees or agents duly authorized by him to enter into and upon the demised premises at all reasonable times for viewing the condition of the demised premises or doing such works or things as may be requisite or necessary for any repairs, alterations, servicing or improvements to the demised premises."
baffd76f-799c-46a4-9ee5-789e5da9ad76,rental_commercial_002.txt,24,employment,termination,,0,0.0,low,371,65,"To hand over the peaceful possession of the demised premises at the end or the sooner determination of the said term together with all the Lessors fixtures and fittings in as good condition as received, fair wear and tear, damage by fire, acts of God, riots or other civil unrest, war, enemy action and/or other cause not within the control of the Lessee, being excepted."
2f6f2758-10b1-4b8e-ae1b-edda40e21fbf,rental_commercial_002.txt,24,service,force_majeure,war,1,0.16666666666666666,low,371,65,"To hand over the peaceful possession of the demised premises at the end or the sooner determination of the said term together with all the Lessors fixtures and fittings in as good condition as received, fair wear and tear, damage by fire, acts of God, riots or other civil unrest, war, enemy action and/or other cause not within the control of the Lessee, being excepted."
0c3550c6-0e0c-41c9-bd86-9121ea146311,rental_commercial_002.txt,30,employment,obligations,shall,1,0.125,low,185,34,To insure and keep the demised premises insured against loss or damages by fire with an insurance company approved in writing by the Lessor for an amount which shall not be less than 3.
d0eaa432-f8db-43ce-993a-38fb2a3d4452,rental_commercial_002.txt,32,employment,obligations,shall,1,0.125,low,449,73,"That on the Lessee paying the rent on the due dates thereof and in the manner herein provided and observing and performing the convents, conditions and stipulations herein contained and on his part to be observed and performed, shall peaceably and quietly hold, possess and enjoy the demised premises during the term without any interruption, disturbance, claim and demand by the Lessor or any person lawfully claiming under or trust for the Lessor."
e66a0f38-4cb2-4367-8ea2-8b4bfbd08d1f,rental_commercial_002.txt,32,rental,rent_terms,rent,1,0.16666666666666666,low,449,73,"That on the Lessee paying the rent on the due dates thereof and in the manner herein provided and observing and performing the convents, conditions and stipulations herein contained and on his part to be observed and performed, shall peaceably and quietly hold, possess and enjoy the demised premises during the term without any interruption, disturbance, claim and demand by the Lessor or any person lawfully claiming under or trust for the Lessor."
75e1365c-d6df-435c-a62a-2f5cbd787acf,rental_commercial_002.txt,34,rental,maintenance,repair,1,0.125,low,118,19,"To keep the interior, exterior of the demised premises, the drainage thereof in good and tenable repair and condition."
e5f42b18-5168-48bc-bd0f-8fc02d8d375a,rental_commercial_002.txt,40,employment,notice_period,notice,1,0.1111111111111111,low,685,123,"It is hereby agreed and declared that these presents are on the express condition, that if the rent or any part thereof payable in respect of the demised premises shall be in arrears for a period of [two months] or by if the Lessee shall omit to perform or observe any covenants or conditions on the Lessee’s part herein contained, the Lessor may re-enter upon the demised premises provided that the Lessor has served a notice to the Lessee and a period of [one month] has elapsed after the issue of such notice, the Lessee does not pay the rent or does not perform or observe the covenant or condition and thereupon this demise and all rights of the Lessee hereunder shall determined."
13559821-3835-4153-990f-abeebccb68b1,rental_commercial_002.txt,40,employment,obligations,shall,1,0.125,low,685,123,"It is hereby agreed and declared that these presents are on the express condition, that if the rent or any part thereof payable in respect of the demised premises shall be in arrears for a period of [two months] or by if the Lessee shall omit to perform or observe any covenants or conditions on the Lessee’s part herein contained, the Lessor may re-enter upon the demised premises provided that the Lessor has served a notice to the Lessee and a period of [one month] has elapsed after the issue of such notice, the Lessee does not pay the rent or does not perform or observe the covenant or condition and thereupon this demise and all rights of the Lessee hereunder shall determined."
820fe5bc-0645-4f09-b79a-628c1028da06,rental_commercial_002.txt,40,rental,rent_terms,rent,1,0.16666666666666666,low,685,123,"It is hereby agreed and declared that these presents are on the express condition, that if the rent or any part thereof payable in respect of the demised premises shall be in arrears for a period of [two months] or by if the Lessee shall omit to perform or observe any covenants or conditions on the Lessee’s part herein contained, the Lessor may re-enter upon the demised premises provided that the Lessor has served a notice to the Lessee and a period of [one month] has elapsed after the issue of such notice, the Lessee does not pay the rent or does not perform or observe the covenant or condition and thereupon this demise and all rights of the Lessee hereunder shall determined."
71fbd65c-9084-48b1-ab43-1e065557036c,rental_commercial_002.txt,42,employment,obligations,shall,1,0.125,low,47,8,This Lease Deed shall be executed in duplicate.
06c83214-9136-4e07-9434-160b5073def1,rental_commercial_002.txt,43,employment,obligations,shall,1,0.125,low,77,14,The original shall be retained by the Lessor and the duplicate by the Lessee.
7f370c21-f364-46d5-8b64-b8aa5763b264,rental_commercial_002.txt,45,employment,obligations,shall,1,0.125,low,178,31,The marginal notes and the catch lines hereto are meant only for convenience of references and shall not in any way be taken into account in the interpretation of there presents.
22fd368e-a2b1-4f1e-99c0-ce64a8b442fb,rental_commercial_002.txt,47,employment,termination,,0,0.0,low,463,75,"The lessee shall be entitled to erect fittings, fixtures, wooden partitions, cabins or make any such additions or alterations, as may be necessary for its use by the Lessee; provided that the lessee shall remove the said fittings, fixtures, wooden partitions, cabins, additions or alterations and restore the demised premises to the Lessor on the expiry of the term of sooner determination of the lease in the same condition as existed before making such changes."
a8c70ca2-732e-4b5b-aa22-2ab7aeb6a7f7,rental_commercial_002.txt,47,employment,obligations,shall,1,0.125,low,463,75,"The lessee shall be entitled to erect fittings, fixtures, wooden partitions, cabins or make any such additions or alterations, as may be necessary for its use by the Lessee; provided that the lessee shall remove the said fittings, fixtures, wooden partitions, cabins, additions or alterations and restore the demised premises to the Lessor on the expiry of the term of sooner determination of the lease in the same condition as existed before making such changes."
