clause_text,count
"Notwithstanding anything, herein before contained if there shall have been in the opinion of the Lessor / First party any breach by the Lessee / Second Party or by the person claiming through or under him of any of the Covenants or conditions herein before contained and on his part to be observed and performed in particular without prejudice to the generality of the sub- clause, if the Lessee / Second Party transfers, relinquishes, mortgages or assigns any part of the demised premises less than the whole or transfers, relinquishes, mortgages or assigns the whole of the demised premises without the previous consent in writing of the Lessor / First Party as herein before provided subject to the exception in Clause 2(j) or if the Lessee / Second Party fails to commence and complete the building in the time and manner herein before provided or if the amounts due to the Lessor / First Party as rent hereby reserved or any part of the premium as stipulated in clause I or service charge and special maintenance charge as stipulated in Clause 2(c) shall be in arrear and any other unpaid for a period of 90 days after the same shall have been demanded by the Lessor / First Party or if the Lessee / Second Party or the persons in whom the terms hereby created shall be vested, shall be adjudged insolvent or if this Land Lease Agreement is determined as herein before specified, it shall be lawful for the Lessor / First Party subject to the provisions of this lease deed (without prejudice to any other right of action of the Lessor / First Party in respect of any breach of this Land Lease Agreement) to re-enter without taking recourse to a court of law upon the demised premises or any part thereof in name of whole and thereupon this demise shall absolutely CEASE and determined and the money paid by the Lessee / Second Party by virtue of these presents shall stand forfeited to the Lessor / First Party without prejudice to right of the Lessor / First Party to recover from the Lessee / Second Party all money that may be payable by the Lessee / Second Party hereunder with interest thereon at 18% per annum and the Lessee / Second Party shall not be entitled to any compensation whatsoever.",4
"At the termination of the agreement and before possession is restored to the Lessor, the Lessor shall inform the Lessee of his right to be present at the final inspection.",4
"If the Lessor fails to carry out such repairs including periodical whitewashing and painting, the Lessee may call upon the Lessor in writing to do the same within one month from the date of receipt of such request and if the Lessor fails to carry out the same within that time, the Lessee shall be at liberty to get it done and adjust the amount spent or expended or such repairs, etc., with interest _______ % per annum towards the rent payable to the Lessor or the Lessee shall have the right to recover the same from the Lessor.",4
"Where laws require ""just cause"", such just cause shall be so stated on said notice.",4
"Upon such surrender of the said land by the Allottee and after receiving possession of the Said Land by the Corporation, the Corporation shall refund the Lease Premium to the Allottee without interest after deducting, a portion of Lease Premium paid, as per norms of the Corporation and realization of outstanding dues of the Corporation, if any, towards User’s Charges, Lease Rent and other charges, if any, and without prejudice to any other right or rights of the Corporation.",4
The Lessee shall keep the premises let out to them in good condition and shall carry out all minor repairs at his own cost and expenses.,4
The Corporation shall have the right to revise and increase the yearly Lease Rent or Yearly/Quarterly Maintenance/Service/User’s Charges hereby reserved and in that respect the decision of the Corporation shall be final and binding upon the Allottee.,4
The Lease amount shall be calculated from the [.]of every month to [.] of the subsequent month.,4
"Page #13 REPRESENTATIONS AND WARRANTIES OF KSIIDC _ 80.24 ng KSIIDC hereby represents and warns o BIAL a8 flows: AR LESS ttn sews te 6) KSUDC is diy incorpormted and vail exting unde the er oF (&) KSHIDC has fall power to catry on is business and to enter into, legally bind ite by, snd peeform its obligations under, tis Lease Deeds (© This Lease Deed has been duly authorised, executed, and delivered by KSIIDC after {ling ll egal formalices and constitute its legal, valid and binding obligation; (@) All actions, conditions and things required by the laws of India and Karnataka to be taken, fullled and done in onder to enable KSIIDC lawfully to lense the Adaltional Land Jn accordance with this Lease Deed have been taken, flied and done (© The execution, delivery and performance of this Lease Deed does not constinate violation of @) any staut, judgement, order, decree or regulation or rule of any court, governmental authority of abitrator of competent jurisdiction applicable or relating to KSHIDG, its asses or its businesses, and (@) KSIIDCs Memorandum oF Association, charter or other documents or any indennite, contract or agreement t0 ‘which iis a party ox by which i rts property shall be bounds, es of (There are no outstanding judgments against KSIIDC and, to the knowledge of KSHDC, ‘0 action, chim, suit oF proceeding is pening of threatened against KSIIDC before any court, govemmental authority or arbitrator of competent jurisdiction that could reasonably be expected to affect the ability of KSIIDC to perform its obligations under this Lease Deed (@ KSIIDC is notin default under any agreement to which its party or by which it o its propery shall be Bound, o in any material default of any obligation, which could have a ‘material and adverse effect onthe ability of KSIIDC to peeform is obligations under this Lease Deeds (0) KSHIDC is not aware ofthe dsposal of any effluents and / or Hazardous Materials on the Additional Land and is not awate of any ther breach of any Eavionmental Laws in respect of the Additional Land; and @ The Additional Land hereby agreed to be leased to BIAL is fee feom all Encumbrances snd encroachments vacant and isin possession of KSIIDC.",4
"NOTWITHSTANDING anything herein contained , in the event of the Allottee’s failing to remove all structures, sheds, plants, machineries and equipments within 30 (thirty) days from the date of termination or sooner determination of the Agreement as aforesaid, all such structures, sheds, plants, machineries and equipments constructed or lying on the Said Land shall vest upon the Corporation free from any liability for payment or any compensation in respect thereof and the Corporation shall be entitled to deal with the said Land together with all structures, sheds, plants, machineries and equipments in such manner as they think fit and proper as full owner thereof.",4
And the Lessee hereby declares that the premises in question shall only be used for the purposes of business of the company and agrees that any other use of the property not authorized in advance in writing by the Lessor shall entitle the Lessor to unilaterally terminate this Agreement.,4
TERMINATION The agreement may be terminated by either party by issuing a notice thirty days prior to the agreed expiry of the Lease period.,4
"SECURITY DEPOSITS Upon the execution of this Agreement, the Lessee shall pay the Lessor a security deposit of Rs.",4
"conservancy charges and special maintenance charges and all damages and other dues accruing to the Lessor / First Party and to remove the materials from the demised premises within three months to the determination of the Lessor / First Party and in case of failure on the part Lessee / Second Party to do so, the building and erection standing on the demised premises and all materials there of shall vest in the Lessor / First Party and Lessee / Second Party shall then have no right to claim for the refund of any money paid by him to the Lessor / First Party unto that time or to claim any compensation for the structure and material put up by him on the demised premises.",4
A written accounting of said charges shall be presented to Lessee within 10 days of move-out.,4
"That in the event of the Lessee committing consecutive default in payment of rent hereby reserved or committing breach of any terms and conditions of this Agreement of lease, the Lessor shall terminate the tenancy of the Lessee, irrespective of the remaining period of lease stipulated in this lease Agreement.",4
"THE CORPORATION DOTH HEREBY COVENANT WITH THE ALLOTTEE AS FOLLOWS: (i) The Allottee shall possess and enjoy the Said Land, during its tenure, without any interruption by or on behalf of the Corporation so long as it will pay the Lease Rent, Land Revenue, Maintenance / Service Charges or other charges/impositions payable hereunder regularly and duly observe and perform the several covenants, conditions and agreements herein contained and on its part to be observed and performed.",4
"Any, notice required to be served hereunder shall be deemed to have been sufficiently served on the Lessee / Second Party if served by Registered Acknowledgement Due Post and signed by an officer of the Lessor / First Party and the services shall be deemed to have been made at the time of which the registered letter would in the ordinary course be delivered even though returned un-served on account of the refusal by the Lessee / Second Party or otherwise howsoever.",3
"If the Lessor fails to take legal recourse to remove such intrusions, trespass or encroachments within one month from the date of receipt of such Notice from the Lessee, the Lessee shall be at liberty to take legal action against the violators and recover the cost / expenses incurred for such removal out of the rent payable to the Lessor or from any other monies payable to the Lessor.” 13.",3
"FULL DISCLOSURE: The Tenants signing this Rental Contract hereby state that all questions about this Rental Agreement have been answered, that they fully understand all the provisions of the agreement and the obligations and responsibilities of each party, as spelled out herein.",3
This lease for purposes of payment of rent and period of lease shall be deemed to have commenced from ___________ 2.,3
"If the arrears of rent are paid or the lessee comply with or carry out the covenants and conditions or stipulations, within fifteen days from the service of such notice, then the lessor shall not be entitled to take possession of the said premises.",3
"If the Allottee fails to commence the commercial production within the said period of 36 months or the extended period, the Corporation shall resume the Said Land making payment to the Allottee after deducting a portion of the consideration amount of allotment without any interest and on realization of outstanding dues, if any, and this Agreement shall be terminated without prejudice to any right of the Corporation.",3
"IAL hereby repeesents and warrants to KSHDC as follows: a ee wlth (@ BLALis duyncoporned and vy eng under elas gen ——/2-—_ fe sap () BIAL has full power to cary on its business and to enter into, legally bid itself by, and perfor its obligations under, this Lease Deed: (© This Lease Deed has been duly authorised, executed, and delivered by BIAL after falling al legal formalities and constirtes its legal, valid and binding obligation; (@) The execution, delivers, and performance of this Lease Deed, does aot constiute a violation of @) any statute, judgement, order, decree or eegulation of rule of say court governmental authority or atbitator of competent jurisdiction applicable or relating 0 BIAL, its assets or its businesses, and @) BIAL’s Memorandum or Amicles of Association o¢ other documents or any indenture, contractor agreement to which iti « party or by which it or its property shall be bound; © There ae n0 oustanding jugements against BIAL ois shareholder, and, to the Jnowledge of BIAL, 20 action, cin, suitor proceoting is pending or threatened against BIAL oF shareholders before any cour, governmental athoriy of arbitator of competent jaricton that could reasonably be expected to affect he ability of BIAL co perform its obligations under this Lease Deed and (9) BIAL is notin default under any agreement to which itis pasty ot by which it of its property shall be bound, oF in any mateial default of any obligation, which could have a ‘material and adverse effect on the ability of BIAL.",3
"The term Financing Agreements shall not include the State Support Agreement, or any other agreement by ot wader which GoK agrees o advance the financial support © BIALs, “Hazardous Materials” means any natural or asfcial substance, whether in a solid, semi-solid, liga, gaseous oF vaporous form, which alone or in combination with other substances is capable of causing harm t health o safety the Environment or 2 nuisance to any person inclding without limitation waste, “Initial Phase” shall have the same meaning a in the State Support Agreement, “Lease” refer tothe lease / sub lease granted under Clause 2.1; “Lesise Rene” shall have the meaning assigned tit ia Clause $15 “Lenders” means the banks, Goancial institutions, NBFC and similar bodies to whom debe is owed under the Financing Agreements for financing (which shall for these pusposcs inchide any refinancing) the Initial Phase and any Expansion; Page 4 “Master Plan’ shall have the meaning given tit in the State Support Agreement “Outgoings” shall mean all propery taxes, land revenues, levies, cesses and other payments /ducs in respect ofthe Additional Land “Party” shall mean either KSIDC of BIAL, and “Parties” shall mean KSHDC and BAL: vate Promoters” means Siemens Project Ventuees Gmabli, Flaghafen Ziexich AG and Lassen & Toubeo Limited, and such other party as may from time to time be agreed pursuant (0 the ‘Shareholders Agecement “Project” means the design, financing, construction ‘operation, management and development ofthe Airports completion, commissioning, maintenance, “Purposes” shall have the meaning assigned in Cause 4; “SSA Excluded Area” means that portion of the Additional Land containing those Non- Aiport, Activites not being taken over by GoK pursuant to Clauses 43.",3
"However, the said period can be further extended as mutually agreed between the parties subject to an increase of ____% in monthly rent on each subsequent renewal at the last rent paid otherwise the premises shall be vacated by the Lessee after the expiry of the said lease period.",3
"3 The Lessor shall notify the Lessor of the time and date of the inspection, which must be within seventy-two hours of the termination of occupancy.",3
Any dispute or difference arising between the Parties hereto in any of the matters under this Lease Agreement or interpretation or implementation of any of the terms and conditions herein shall be subject to the jurisdiction of the Court at _________________.,3
"The Lessee shall be at liberty to pay the above tax, rate or cess or other levy including penalties, if any, charged thereon in case of default or delay by the Lessor and adjust the amount so paid together, with interest and other incidental expenses from out of rents in respect of the `said premises' becoming due immediately after the said payment or demand reimbursement of all such amounts, costs, expenses, etc., with interest @ ________ % per annum from the date of such payments until realisation by the Lessee.",3
"It is hereby agreed and declared that these presents are on the express condition, that if the rent or any part thereof payable in respect of the demised premises shall be in arrears for a period of [two months] or by if the Lessee shall omit to perform or observe any covenants or conditions on the Lessee’s part herein contained, the Lessor may re-enter upon the demised premises provided that the Lessor has served a notice to the Lessee and a period of [one month] has elapsed after the issue of such notice, the Lessee does not pay the rent or does not perform or observe the covenant or condition and thereupon this demise and all rights of the Lessee hereunder shall determined.",3
"That the Lessor may recover any late payment charges on account of delay in payments of rent, utility bills, maintenance charges and any other payments to be made by the Lessee @ 2% interest per month calculated for each day delay on a pro-rata basis.",3
"That while taking action to recover the dues, in the event of default in repayment of loan or any other dispute between the Bank /Financial Institution and Lessee, the Bank /Financial Institution shall have no authority or right upon the demised land itself.",3
"That the Lessor has given the said property on rent and the Lessee has taken the same on rent at a monthly rent of Rs._________ (Rupees______________________________) excluding electricity, water and common area/ society maintenance charges.",3
"That in the event of the Lessee’s failure and /or default to pay dues timely to the AIDC Limited, the Corporation may resort to legal recourse and/ or resume back the possession in terms of the Lease Agreement and the Lessee shall be bound to vacate the premises within(----- -------------) months of the notice by removing plant & machineries, goods whatsoever installed and / or stored in the premises and remaining hypothecated to the Bank to enable the AIDC Limited to take vacant possession otherwise the AIDC Limited will remove all such installation and /or goods and dispose it off at the Lessee’s account with due notice.",3
"That in case if, the Lessee fails to vacate and give the physical vacant possession of the said rented property within the said stipulated period, then the Lessee shall pay the damages @ Rs ________/- per day till the possession is given by the Lessee to the Lessor.",3
"That in addition to the compensation mentioned above, the Lessee shall pay the actual electricity, shared maintenance, water bills for the period of the agreement directly to the authorities concerned.",3
The Allottee shall be bound to unite with a recognized association/ body corporate that may be entrusted with the work of maintenance of road/ infrastructure/estate of the Corporation and to pay the requisite fees/charges.,3
"In the event of the Lessor failing to carry out the repairs on receiving notice from the Lessee, the Lessee shall undertake the necessary repairs and the Lessor will be liable to immediately reimburse costs incurred by the Lessee.",3
"The Lessor / First Party shall reserves the right to enhance the rate of Development Charges, if the compensation payable under an award is enhanced by any Competent Court subsequently or there is escalation in the cost of development of the area otherwise.",3
Non-payment of the Lease Rent for two @) consceutve years shall be deemed to be a material breach of this Lease Deed for the purposes of Clause 81.,3
"The Allottee shall not assign the lease interests or part with possession in any way of the Said Land and/or structures thereon except with the Corporation’s written permission as per prevailing policy of the Corporation and subject to the payment of the assignment charges, Annual Lease Rent and outstanding Users’ Charges as may be fixed by the Corporation from time to time.",3
Provided further and always the right of re-entry and determination of the lease as herein before provided shall not be exercised if the industry at the demised premises which has been financed by the State Government or Bank / Financial Institutions as defined in the Public Financial Institutions Act or Scheduled Bank and the said financing body or bodies remedy the breach within a period of 90 days from the date of notice issued or served by the Lessor / First Party on the said financing institutions or institutions regarding said breach or breaches.,3
"The Lessor shall notify the Lessor of the time and date of the inspection, which must be within seventy-two hours of the termination of occupancy.",3
The Lessee shall pay common area/ society maintenance charges directly to the Apartment Association/ Facility Management Company.,3
"The Lessee shall be at liberty to vacate the ""Said Premises or part thereof"" at any time during the period of lease on giving ________ month/s notice.",3
"In the event of failure on the part of the Lessor to refund the said deposit amount to the Lessee as aforesaid, the Lessee shall be entitled to continue to use and occupy the said premises without payment of any rent until the Lessor refunds the said amount (without prejudice to the Lessee`s rights and remedies in law to recover the deposit).",3
"(xv) Any dispute pertaining to this agreement and issues relating to allotment of land that requires judicial settlement, shall be sole and exclusive jurisdiction of competent courts in Kolkata only.",3
To pay the yearly/quarterly maintenance/service charges for maintenance/running of the services provided by the Corporation to the Allottee at the rate to be determined subsequently till the Municipalities/Notified Authorities/other organizations of the State Government or any other entrusted private body take over the responsibilities of the maintenance of the services rendered by the Corporation.,3
"To pay/reimburse the said yearly rent as per Schedule ‘B’ or at such revised rate of rent, land revenue, cess as assessed/claimed by the Corporation/Govt./ concerned authority time to time in respect of the allotted land to the Corporation in the manner herein provided for payment thereof with or without any demand (default shall carry with it an interest @14% per annum).",3
"‘TERM & TERMINATION, Unless this Lease Deed is terminated prematurely in accondance with the provisions hereof, this Lease Deed shall have a term, which will run concurrent with the term of the Concession Agreement (the “Term”)- Accordingly, upon the fll tem expiration of the Concession Agreement (including any renewed term there under), this Lease Deed shall terminate automatically “This Lease Deed may be terminated eatlir by mutual agrement between the Pati in writing.",3
"(vi) In case the Allottee uses or attempts to use Said Land and/or structures thereon or any portion thereof without the consent in writing of the Corporation for any purpose other than setting up an industrial unit for ‘…………………………….’, it shall be lawful for the Corporation after giving 60 days notice in writing to the Allottee to be sent by registered post with acknowledgement due at the latest address of the Allottee as per available record to re-enter upon the Said Land and premises or any part thereof in the name of the whole and thereupon this Agreement shall cease and stand terminated, without prejudice to any other rights of the Corporation.",3
"(ii) The Allottee shall pay and reimburse to the Corporation such other or further amount as may be spent by the Corporation towards land acquisition along with interest, development or other works of the area in which the said land is situated for the benefit of the Allottee and other occupiers of the area together with charges and expenses incidental and ancillary thereto on demand or demands made by or on behalf of the Corporation, as occasion would arise within 30 days from the date on which such demand or demands will be made.",3
"“The Lessor / First party reserve the right to revise the rate of Service charges and Special Maintenance Charges from time to time and the decision of the Lessor / First party shall be final, conclusive and binding on the Lessee / Second party and it shall not be questioned in any court of law or otherwise.” d.",3
"That the Lessee / Second party will bear, pay and discharge all Service Charges, Special Maintenance Charges, Road Maintenance Charges, Street Lighting Charges, Arboricultural Charges and other Ancillary Services, required for the upkeep of IIDC/ IGC/ Park/ ........................",3
"Without prejudice to the Corporation’s right to terminate the Agreement in case of default in payment to the Corporation’s dues by the Allottee within the stipulated period, the Allottee shall be liable to pay interest at the rate as determined by the Corporation time to time from the due date to the actual date of payment.",3
"With respect to the remaining pordon ofthe Additional Land in BLAL's possesion: (@ from the date of such surrender, BIAL shal pay the Leave Rent only for that portion of the Additonal Land that coatiaues to remain in its possession, on a pro-rated basis; and Page # 8 eqrearaeze 37 “4 43 sa (2) KSIIDC shal ensue hat BIAL ha the ight of accn ocean fac accvs 10 wh portion: and Poth aa a (© this Lease Deed shall continue on the same terms and conditigns.",3
"That the Lessee shall not sublet, assign or part with the possession of the aforesaid rented property in whole or in part, under any circumstances.",3
All changes made will be as per the governing law in existence at the time of the Notice.,3
To pay the yearly/quarterly maintenance/service charges for maintenance/ running of the services provided by the Corporation to the Allottee at the applicable rate or rate to be determined subsequently till the Municipalities/ Notified Authorities/other organizations of the State Government take over the responsibilities of the maintenance of the services developed by the Corporation.,3
"Upon the determination of the commercial tems, BIAL shall pay to KSIIDC any Lease Rent arreaes for the CA Excloded Arc, calculated from the date of surrender of the Additional Land.",3
"While setting the ‘commercial terms s0 as 10 enable the continuance of the Lease in respect of the SSA Excluded Are, the Parties shall beat in mind the then prevailing policies/guidelines of Gok Page #7 3s 36 that are applicable for simile activites as ate being undertaken on the SSA Excluded Area Upon te determination of te commercial te IAL hl pay © KSIIDC any Lease Rent arrears for the SSA Excluded Area, calulated from the date of surrender of the ‘cata $ ‘Land.",3
"This deposit money minus any necessary charges for missing/dead light bulbs, repairs, cleaning, etc., will then be returned to Tenant with a written explanation of deductions, within 60 days after they have vacated the property.",3
(Rupees ................................) only towards the Annual Ground Rent calculated @ Rs.,2
……./- (Rupees ………………………) only as Annual Lease Rent for use of the said land for the initial period of first 20 years @ Rs.,2
"“This Lease Deed may be terminated forthwith by KSIIDC in the event BIAL receives {insurance monis in accondance with Clause 8.6 ofthe State Support Agreement, subject ‘0 ‘the rights of the Lenders and GoK as coinsured, but chooses not to apply such proceeds ‘cowards the epaiing ebullding or reconstruction ofthe Agport.",2
"‘The Paris shall use their respective reasonable endeavors to sete any dispute difference aim, question or controversy berween the Parties asing out of in connection with or in elation to this Lease Deed (“Dispute”) amicably between themselves through negotiation.",2
"UTILITIES: Resident will be responsible for payment of all utilities, telephone, gas, or other bills incurred during their residency.",2
(xiv) Any notice required to be given to the Allottee hereunder may be served on the Allottee by sending the same through the Registered Post with Acknowledgement Due addressed to the Allottee at the last known address recorded with the Corporation and shall be deemed to have been duly served on the Allottee at the time at which such registered letter would in the ordinary course be delivered to the addressee.,2
