file_name,paragraph_index,agreement_type,clause_type,clause_text
rental_commercial_001.txt,72,rental,maintenance,"However, the Lessee agrees to
vacate the property in the same condition he received it in, carrying out repair
work to cover up any alterations, permissible under this clause, made by him
during the period of the lease."
rental_commercial_001.txt,72,rental,termination,"However, the Lessee agrees to
vacate the property in the same condition he received it in, carrying out repair
work to cover up any alterations, permissible under this clause, made by him
during the period of the lease."
rental_commercial_001.txt,76,employment,obligations,"The Lessor shall have the right to enter and inspect the premises as per their
convenience during reasonable hours of business and the Lessee agrees to create
no impediments for the same."
rental_commercial_001.txt,80,employment,termination,"MISCELLANEOUS
Notwithstanding any other provision of this agreement, the Lessor shall have the
right to terminate this agreement at any point of time during the period of the lease."
rental_commercial_001.txt,80,employment,obligations,"MISCELLANEOUS
Notwithstanding any other provision of this agreement, the Lessor shall have the
right to terminate this agreement at any point of time during the period of the lease."
rental_commercial_001.txt,82,employment,obligations,"The provisions of this Agreement shall be governed by the Laws in force in
the Union of India, and any dispute arising from this Agreement shall be
subject to the laws of [.]."
rental_commercial_001.txt,82,service,dispute_resolution,"The provisions of this Agreement shall be governed by the Laws in force in
the Union of India, and any dispute arising from this Agreement shall be
subject to the laws of [.]."
rental_commercial_001.txt,84,employment,obligations,"The Courts in [.] shall have sole jurisdiction to entertain disputes arising
from / out of / as a result of this Agreement."
rental_commercial_001.txt,84,service,dispute_resolution,"The Courts in [.] shall have sole jurisdiction to entertain disputes arising
from / out of / as a result of this Agreement."
rental_commercial_001.txt,84,service,governing_law,"The Courts in [.] shall have sole jurisdiction to entertain disputes arising
from / out of / as a result of this Agreement."
rental_commercial_001.txt,86,employment,obligations,The Parties hereto agree that this Agreement shall be Registered in [.].
rental_commercial_001.txt,90,employment,termination,"TERMINATION
The agreement may be terminated by either party by issuing a notice thirty days
prior to the agreed expiry of the Lease period."
rental_commercial_001.txt,90,employment,notice_period,"TERMINATION
The agreement may be terminated by either party by issuing a notice thirty days
prior to the agreed expiry of the Lease period."
rental_commercial_001.txt,90,rental,termination,"TERMINATION
The agreement may be terminated by either party by issuing a notice thirty days
prior to the agreed expiry of the Lease period."
rental_commercial_001.txt,91,employment,notice_period,"Where laws require ""just cause"", such
just cause shall be so stated on said notice."
rental_commercial_001.txt,91,employment,obligations,"Where laws require ""just cause"", such
just cause shall be so stated on said notice."
rental_commercial_001.txt,92,rental,termination,"The Premises will be deemed vacated only
after all areas including storage are vacated by the Lessee and the property provided
by the Lessor for the Lessee and the keys returned to the Lessor."
rental_commercial_001.txt,93,rental,termination,"If the Lessee does
not vacate within 4 weeks the Lessee is liable to pay the Lessor additionally to cover
the damages caused due to the owner’s loss of prospective tenants."
rental_commercial_001.txt,96,employment,termination,"In the event of termination, a written notice must be
served by the Lessee or the Lessor to the other at least thirty days prior to the end of
the agreement."
rental_commercial_001.txt,96,employment,notice_period,"In the event of termination, a written notice must be
served by the Lessee or the Lessor to the other at least thirty days prior to the end of
the agreement."
rental_commercial_001.txt,96,rental,termination,"In the event of termination, a written notice must be
served by the Lessee or the Lessor to the other at least thirty days prior to the end of
the agreement."
rental_commercial_001.txt,97,employment,obligations,"If the Lessee decides to continue, he will pay the monthly rental or
decided otherwise and fulfil all other obligations in the agreement."
rental_commercial_001.txt,97,rental,rent_terms,"If the Lessee decides to continue, he will pay the monthly rental or
decided otherwise and fulfil all other obligations in the agreement."
rental_commercial_001.txt,99,employment,notice_period,"CHANGE OF TERMS
5
The terms and conditions of this agreement are subject to future change by the
Lessor after the expiry of the Lease Period after issuing a thirty-day notice stating
such change delivered to the Lessee."
rental_commercial_001.txt,100,employment,notice_period,"All changes made will be as per the governing
law in existence at the time of the Notice."
rental_commercial_001.txt,102,employment,obligations,"SEVERABILITY
Each paragraph of this lease agreement shall be and remain separate from and
independent of and severable from all and any other paragraphs herein except where
otherwise expressly indicated or indicated by the context of the agreement."
rental_commercial_001.txt,103,employment,obligations,"The
decision or declaration that one or more of the paragraphs are null and void shall
have no effect on the remaining paragraphs of this lease agreement."
rental_commercial_001.txt,107,service,warranties,"Neither Lessor nor Lessee have made any promises or representations, other than
those set forth in this Agreement and those implied by law."
rental_commercial_001.txt,108,employment,termination,"The failure of Lessee or
their guests or invitees to comply with any term of this Agreement is grounds for
termination of the agreement with appropriate notice to Lessee and procedures as
required by law."
rental_commercial_001.txt,108,employment,notice_period,"The failure of Lessee or
their guests or invitees to comply with any term of this Agreement is grounds for
termination of the agreement with appropriate notice to Lessee and procedures as
required by law."
rental_commercial_001.txt,108,rental,termination,"The failure of Lessee or
their guests or invitees to comply with any term of this Agreement is grounds for
termination of the agreement with appropriate notice to Lessee and procedures as
required by law."
rental_commercial_002.txt,0,employment,obligations,"Commercial Property Rental Agreement
THIS INDENTURE of lease is made at [City] this [Day, Month] of [Year], between
[Lessor Name], Son of [Lessor’s Father Name] resident of [Address Line 1, Address
Line 2, City, State, Pin Code],  (hereinafter called “the Lessor”, which expression shall,
unless repugnant to the context and meaning include his heirs, successors,
administrators and assigns) of the ONE PART and [Lessee Name], Son of [Lessee’s
Father Name] resident of [Address Line 1, Address Line 2, City, State, Pin Code],
(hereinafter called “the Lessee”, which expression shall, unless repugnant to the
context and meaning, include its successors and assigns) of the OTHER PART."
rental_commercial_002.txt,0,rental,rent_terms,"Commercial Property Rental Agreement
THIS INDENTURE of lease is made at [City] this [Day, Month] of [Year], between
[Lessor Name], Son of [Lessor’s Father Name] resident of [Address Line 1, Address
Line 2, City, State, Pin Code],  (hereinafter called “the Lessor”, which expression shall,
unless repugnant to the context and meaning include his heirs, successors,
administrators and assigns) of the ONE PART and [Lessee Name], Son of [Lessee’s
Father Name] resident of [Address Line 1, Address Line 2, City, State, Pin Code],
(hereinafter called “the Lessee”, which expression shall, unless repugnant to the
context and meaning, include its successors and assigns) of the OTHER PART."
rental_commercial_002.txt,4,rental,rent_terms,"In pursuance of the said agreement and in consideration of the rent hereby
reserved and of the covenants, conditions and stipulations hereinafter contained
and on the Lessee’s part to be paid, observed and performed, THE LESSOR
HEREBY DEMISES UNTO THE LESSEE ALL THAT the building situated at [Lease
Property Address, Address Line 1, Address Line 2, City, State, Pin Code] and
hereinafter called as the demised premises, TOGETHER WITH ALL the fixtures
and fitting therein, TOGETHER WITH the electrical installations and together with
the right for the Leesse, its employees, servants, agents, customers and persons
authorized by the lessor to use the entrances, doorways, entrance hall, staircases,
landings and passages in the demised premises for the purpose of ingress thereto,
TO HOLD the demised premises unto the Lessee for the period of [Lease Term in
Months or Years] only commencing from the [Lease Deed Start Date] and
determined on [Lease Deed Signing Date] but determinable earlier as hereinafter
provided PAYING therefor unto the Lessor during the said term monthly rent of
Rs."
rental_commercial_002.txt,5,rental,rent_terms,"[Lease Amount per Month] payable by the [Date of Monthly Payment] of each
succeeding calendar month to which it relates."
rental_commercial_002.txt,5,service,payment_terms,"[Lease Amount per Month] payable by the [Date of Monthly Payment] of each
succeeding calendar month to which it relates."
rental_commercial_002.txt,8,rental,rent_terms,To pay the rent as aforesaid on the days and in the manner aforesaid.
rental_commercial_002.txt,10,rental,maintenance,"To pay the electricity bills for the electricity consumed for lighting the
demised premises and for operation of air conditioners, fans, computers
and electrical appliances in the demised premises."
rental_commercial_002.txt,22,rental,maintenance,"To permit the Lessor, his servants, employees or agents duly authorized by
him to enter into and upon the demised premises at all reasonable  times
for viewing the condition of the demised premises or doing such works or
things as may be requisite or necessary for any repairs, alterations,
servicing or improvements to the demised premises."
rental_commercial_002.txt,24,employment,termination,"To hand over the peaceful possession of the demised premises at the end
or the sooner determination of the said term together with all the Lessors
fixtures and fittings in as good condition as received, fair wear and tear,
damage by fire, acts of God, riots or other civil unrest, war, enemy action
and/or other cause not within the control of the Lessee, being excepted."
rental_commercial_002.txt,24,rental,termination,"To hand over the peaceful possession of the demised premises at the end
or the sooner determination of the said term together with all the Lessors
fixtures and fittings in as good condition as received, fair wear and tear,
damage by fire, acts of God, riots or other civil unrest, war, enemy action
and/or other cause not within the control of the Lessee, being excepted."
rental_commercial_002.txt,24,service,force_majeure,"To hand over the peaceful possession of the demised premises at the end
or the sooner determination of the said term together with all the Lessors
fixtures and fittings in as good condition as received, fair wear and tear,
damage by fire, acts of God, riots or other civil unrest, war, enemy action
and/or other cause not within the control of the Lessee, being excepted."
rental_commercial_002.txt,30,employment,obligations,"To insure and keep the demised premises insured against loss or damages
by fire with an insurance company approved in writing by the Lessor for
an amount which shall not be less than
3."
rental_commercial_002.txt,32,employment,obligations,"That on the Lessee paying the rent on the due dates thereof and in the
manner herein provided and observing and performing the convents,
conditions and stipulations herein contained and on his part to be
observed and performed, shall peaceably and quietly hold, possess and
enjoy the demised premises during the term without any interruption,
disturbance, claim and demand by the Lessor or any person lawfully
claiming under or trust for the Lessor."
rental_commercial_002.txt,32,rental,rent_terms,"That on the Lessee paying the rent on the due dates thereof and in the
manner herein provided and observing and performing the convents,
conditions and stipulations herein contained and on his part to be
observed and performed, shall peaceably and quietly hold, possess and
enjoy the demised premises during the term without any interruption,
disturbance, claim and demand by the Lessor or any person lawfully
claiming under or trust for the Lessor."
rental_commercial_002.txt,34,rental,maintenance,"To keep the interior, exterior of the demised premises, the drainage
thereof in good and tenable repair and condition."
rental_commercial_002.txt,40,employment,notice_period,"It is hereby agreed and declared that these presents are on the express condition,
that if the rent or any part thereof payable in respect of the demised premises shall
be in arrears for a period of [two months] or by if the Lessee shall omit to perform
or observe any covenants or conditions on the Lessee’s part herein contained, the
Lessor may re-enter upon the demised premises provided that the Lessor has
served a notice to the Lessee and a period of [one month] has elapsed after the
issue of such notice, the Lessee does not pay the rent or does not perform or
observe the covenant or condition and thereupon this demise and all rights of the
Lessee hereunder shall determined."
rental_commercial_002.txt,40,employment,obligations,"It is hereby agreed and declared that these presents are on the express condition,
that if the rent or any part thereof payable in respect of the demised premises shall
be in arrears for a period of [two months] or by if the Lessee shall omit to perform
or observe any covenants or conditions on the Lessee’s part herein contained, the
Lessor may re-enter upon the demised premises provided that the Lessor has
served a notice to the Lessee and a period of [one month] has elapsed after the
issue of such notice, the Lessee does not pay the rent or does not perform or
observe the covenant or condition and thereupon this demise and all rights of the
Lessee hereunder shall determined."
rental_commercial_002.txt,40,rental,rent_terms,"It is hereby agreed and declared that these presents are on the express condition,
that if the rent or any part thereof payable in respect of the demised premises shall
be in arrears for a period of [two months] or by if the Lessee shall omit to perform
or observe any covenants or conditions on the Lessee’s part herein contained, the
Lessor may re-enter upon the demised premises provided that the Lessor has
served a notice to the Lessee and a period of [one month] has elapsed after the
issue of such notice, the Lessee does not pay the rent or does not perform or
observe the covenant or condition and thereupon this demise and all rights of the
Lessee hereunder shall determined."
rental_commercial_002.txt,42,employment,obligations,This Lease Deed shall be executed in duplicate.
rental_commercial_002.txt,43,employment,obligations,"The original shall be retained by
the Lessor and the duplicate by the Lessee."
rental_commercial_002.txt,45,employment,obligations,"The marginal notes and the catch lines hereto are meant only for convenience of
references and shall not in any way be taken into account in the interpretation of
there presents."
rental_commercial_002.txt,47,employment,termination,"The lessee shall be entitled to erect fittings, fixtures, wooden partitions,
cabins or make any such additions or alterations, as may be necessary for
its use by the Lessee; provided that the lessee shall remove the said fittings,
fixtures, wooden partitions, cabins, additions or alterations and restore the
demised premises to the Lessor on the expiry of the term of sooner
determination of the lease in the same condition as existed before making
such changes."
rental_commercial_002.txt,47,employment,obligations,"The lessee shall be entitled to erect fittings, fixtures, wooden partitions,
cabins or make any such additions or alterations, as may be necessary for
its use by the Lessee; provided that the lessee shall remove the said fittings,
fixtures, wooden partitions, cabins, additions or alterations and restore the
demised premises to the Lessor on the expiry of the term of sooner
determination of the lease in the same condition as existed before making
such changes."
rental_commercial_002.txt,47,rental,termination,"The lessee shall be entitled to erect fittings, fixtures, wooden partitions,
cabins or make any such additions or alterations, as may be necessary for
its use by the Lessee; provided that the lessee shall remove the said fittings,
fixtures, wooden partitions, cabins, additions or alterations and restore the
demised premises to the Lessor on the expiry of the term of sooner
determination of the lease in the same condition as existed before making
such changes."
rental_commercial_002.txt,49,employment,notice_period,"If the lessor fails to pay the taxes, charges, assessments payable by him, or
fails to carry out the necessary repairs and other work which he has to
carry out as provided herein, the Lessee may after [one month] notice in
writing, pay, discharge and carry out the same at its own cost and the
Lessee may set off the same from the rent payable to the Lessor under
these presents."
rental_commercial_002.txt,49,rental,rent_terms,"If the lessor fails to pay the taxes, charges, assessments payable by him, or
fails to carry out the necessary repairs and other work which he has to
carry out as provided herein, the Lessee may after [one month] notice in
writing, pay, discharge and carry out the same at its own cost and the
Lessee may set off the same from the rent payable to the Lessor under
these presents."
rental_commercial_002.txt,49,rental,maintenance,"If the lessor fails to pay the taxes, charges, assessments payable by him, or
fails to carry out the necessary repairs and other work which he has to
carry out as provided herein, the Lessee may after [one month] notice in
writing, pay, discharge and carry out the same at its own cost and the
Lessee may set off the same from the rent payable to the Lessor under
these presents."
rental_commercial_002.txt,49,service,payment_terms,"If the lessor fails to pay the taxes, charges, assessments payable by him, or
fails to carry out the necessary repairs and other work which he has to
carry out as provided herein, the Lessee may after [one month] notice in
writing, pay, discharge and carry out the same at its own cost and the
Lessee may set off the same from the rent payable to the Lessor under
these presents."
rental_commercial_003.txt,3,employment,obligations,"[.], aged [.] residing at [.], (herein after referred to as the “LESSOR”), which terms or expression shall unless repugnant to the subject or context mean and include his legal heirs, executors, successors, administrators, legal representatives and assigns of the FIRST PART;
AND
Mr."
rental_commercial_003.txt,5,employment,obligations,"[.], aged [.] residing at [.], (hereinafter referred to as the “LESSEE”), which terms or expression shall unless repugnant to the subject or context mean and include his legal heirs, executors, successors, administrators, legal representatives and assigns of the SECOND PART."
rental_commercial_003.txt,11,employment,obligations,"NOW IT IS HEREBY MUTUALLY AGREED BY AND BETWEEN THE PARTIES HERETO AS FOLLOWS:
The Term of Lease shall be for a fixed period of 11 Months which shall commence from the effective date."
rental_commercial_003.txt,14,rental,security_deposit,The security deposit for the demised premises is fixed as Rs.
rental_commercial_003.txt,15,employment,termination,"[.](Rupees [.] only) which is repayable at the termination of this agreement, without interest."
rental_commercial_003.txt,15,rental,termination,"[.](Rupees [.] only) which is repayable at the termination of this agreement, without interest."
rental_commercial_003.txt,16,employment,obligations,The Lease amount shall be calculated from the [.]of every month to [.] of the subsequent month.
rental_commercial_003.txt,16,rental,rent_terms,The Lease amount shall be calculated from the [.]of every month to [.] of the subsequent month.
rental_commercial_003.txt,17,employment,obligations,"This Lease agreement shall be according to English calendar month, and the Tenant shall pay the above said Lease amount for every month in advance on or before the [.] of every month through Cash/Cheque/ECS/Bank Transfer to the Owner."
rental_commercial_003.txt,17,rental,rent_terms,"This Lease agreement shall be according to English calendar month, and the Tenant shall pay the above said Lease amount for every month in advance on or before the [.] of every month through Cash/Cheque/ECS/Bank Transfer to the Owner."
rental_commercial_003.txt,19,employment,termination,And the Lessee hereby declares that the premises in question shall only be used for the purposes of business of the company and agrees that any other use of the property not authorized in advance in writing by the Lessor shall entitle the Lessor to unilaterally terminate this Agreement.
rental_commercial_003.txt,19,employment,obligations,And the Lessee hereby declares that the premises in question shall only be used for the purposes of business of the company and agrees that any other use of the property not authorized in advance in writing by the Lessor shall entitle the Lessor to unilaterally terminate this Agreement.
rental_commercial_003.txt,20,rental,rent_terms,"LATE CHARGES AND FAILED CHEQUES
If Lease amount is paid after the fifth day of the month, then the Lease amount will be paid along with late charges of  [.] per each month."
rental_commercial_003.txt,20,service,payment_terms,"LATE CHARGES AND FAILED CHEQUES
If Lease amount is paid after the fifth day of the month, then the Lease amount will be paid along with late charges of  [.] per each month."
rental_commercial_003.txt,21,service,payment_terms,"If any cheque given by Lessee remains unclear due to any reason, then the Lessee will pay return cheque charges of Rs."
rental_commercial_003.txt,23,employment,obligations,"SECURITY DEPOSITS
Upon the execution of this Agreement, the Lessee shall pay the Lessor a security deposit of Rs."
rental_commercial_003.txt,23,rental,security_deposit,"SECURITY DEPOSITS
Upon the execution of this Agreement, the Lessee shall pay the Lessor a security deposit of Rs."
rental_commercial_003.txt,24,employment,obligations,[.]/- (Rupees [.] only) to be held as security for the payment of Lease amount and the due compliance by the Lessee of all of its obligations in this Agreement.
rental_commercial_003.txt,24,rental,rent_terms,[.]/- (Rupees [.] only) to be held as security for the payment of Lease amount and the due compliance by the Lessee of all of its obligations in this Agreement.
rental_commercial_003.txt,24,service,payment_terms,[.]/- (Rupees [.] only) to be held as security for the payment of Lease amount and the due compliance by the Lessee of all of its obligations in this Agreement.
rental_commercial_003.txt,25,employment,obligations,The total of the security deposits with observance to the terms and conditions of this agreement shall be refunded to the Lessee within 10 days after the premises have been completely vacated.
rental_commercial_003.txt,25,rental,security_deposit,The total of the security deposits with observance to the terms and conditions of this agreement shall be refunded to the Lessee within 10 days after the premises have been completely vacated.
rental_commercial_003.txt,25,rental,termination,The total of the security deposits with observance to the terms and conditions of this agreement shall be refunded to the Lessee within 10 days after the premises have been completely vacated.
rental_commercial_003.txt,26,rental,security_deposit,"Lessor may deduct any amount necessary from the security deposit, and ask for further payment from the Lessee of any amount necessary if such amount exceeds the value of the security deposit, to cover the Lessee’s default in any/some/all of the following:
a."
rental_commercial_003.txt,26,service,payment_terms,"Lessor may deduct any amount necessary from the security deposit, and ask for further payment from the Lessee of any amount necessary if such amount exceeds the value of the security deposit, to cover the Lessee’s default in any/some/all of the following:
a."
rental_commercial_003.txt,27,rental,rent_terms,"any unpaid Lease amount,
b."
rental_commercial_003.txt,30,rental,maintenance,"cost for repair of damages to premises and/or common areas exclusive of expected ordinary wear and tear, and
e."
rental_commercial_003.txt,32,employment,obligations,A written accounting of said charges shall be presented to Lessee within 10 days of move-out.
rental_commercial_003.txt,32,service,payment_terms,A written accounting of said charges shall be presented to Lessee within 10 days of move-out.
rental_commercial_003.txt,33,employment,obligations,If the costs are over and above the deposits the Lessee shall immediately pay said additional costs for damages to the Lessor.
rental_commercial_003.txt,36,rental,rent_terms,The Lessee do not have to pay any Lease amount until actual possession of the premises.
rental_commercial_003.txt,37,employment,termination,"If Lessor is unable to deliver possession within 5 days after the agreed commencement date, the Lessee may terminate this Agreement by giving written notice to Lessor."
rental_commercial_003.txt,37,employment,notice_period,"If Lessor is unable to deliver possession within 5 days after the agreed commencement date, the Lessee may terminate this Agreement by giving written notice to Lessor."
rental_commercial_003.txt,38,rental,security_deposit,The Lessor must refund all money and security deposits paid.
rental_commercial_003.txt,39,employment,obligations,The failure of Lessee to take possession of the premises on the said date shall not relieve them of their obligation to pay Lease amount on the agreed date.
rental_commercial_003.txt,39,rental,rent_terms,The failure of Lessee to take possession of the premises on the said date shall not relieve them of their obligation to pay Lease amount on the agreed date.
rental_commercial_003.txt,40,employment,obligations,"INSPECTION OF THE PREMISES
Before the delivery of residency by the Lessee, the Lessor and the Lessee shall inspect the premises and shall record any existing damages to the premises on a check list."
rental_commercial_003.txt,42,employment,obligations,Both parties shall receive copies of the Document which should be duly signed by both the parties.
rental_commercial_003.txt,43,employment,termination,"At the termination of the agreement and before possession is restored to the Lessor, the Lessor shall inform the Lessee of his right to be present at the final inspection."
rental_commercial_003.txt,43,employment,obligations,"At the termination of the agreement and before possession is restored to the Lessor, the Lessor shall inform the Lessee of his right to be present at the final inspection."
