file_name,txt_path,text
TABLE OF CONTENTS 
 
TOPIC 
PAGE No 
Table of Contents 
2 
List of Abbreviations used 
 
7 
Forward 
8 
Executive Summary 
10 
Flow Chart 
14 
Category-A 
15 
Chapter 1- General Provisions, Requirement and Responsibility  
 Scope 
 Authority 
 Responsibility of Management & employees 
16 
Chapter 2 – Security Organization and Personnel Security  
 Company Chief Security Officer (CCSO) 
 Cyber Information Security Officer (CISO) 
 Security Staff 
 Responsibilities and duties of CCSO 
 Reporting procedures 
 Personnel Security 
18 
Chapter 3 – Security of Premises and Physical Security Measures 
 Physical Security Measures 
 Layout of Premises 
 Reception Office & Visitors 
 Material Gate 
 Watch Tower 
 Setting up of Plant Security Council 
 Identity Badges, Entry Passes for personnel /vehicle and Parking of 
Vehicles. 
 Key of the organization 
 Late sitting in Office  
 Photography 
 Carriage of weapons 
 Carriage of liquor 
 Security measures for Sensitive / Secure/ storage areas for classified 
equipment 
 Building Security 
 Emergency response/contingency plan 
23 
Chapter 4 -  Material Security 
 Incoming & Outgoing Material 
 Inward Material Register 
31 

3 
 
 Material Gate Pass Register 
 Material Gate Pass 
 Description of Material Gate Pass 
 Authority 
 Secret Documents 
 Material brought out on cash purchase basis 
 Transportation of Explosive & other classified materials 
Chapter 5 – Handling of Documents & Equipments 
 Security classification of Documents & Equipments 
 Aims & objectives of Document Security 
 Classification of Documents & Equipments 
 Guidelines on Classifications  
 Marking of Classified Documents& Equipments 
 Accounting of Classified Documents and Equipments 
 List of Documents, Checks & Annual accounting 
 Care& Custody of Classified Documents and Equipments and 
responsibility of holders 
 Emergency Procedures 
 Disclosure 
 Downgrading, Disposal & Destruction of  Classified Documents and 
Equipments 
35 
Chapter 6 – Communication Security  
 Telephone 
 Cell or Mobile Phones /Data Cards /Voice Modems 
 Fax Communications 
52 
Chapter 7 -  Computer and Cyber Security (Information Systems Security) 
 General  
 ISO 27001  
 Common Requirements 
 Enterprise Resource Planning 
 Physical and software security 
 Acquisition of Computer hardware and software 
 Miscellaneous aspects 
 Guidelines for computer users and operators 
 Instructions on use of Internet within classified area / zone 
55 
Chapter 8 – Subcontracting 
 General 
 Engagement of Consultants/Advisers 
 Audit Recommendations 
71 
Chapter 9 -  International Security  
 General 
 Import of equipment 
72 

4 
 
 
 Warning to Consignees 
 Movement 
 Handing and Taking Over 
 
Chapter 10 – Visits and Meetings  
 Visits of foreign national(s) 
 Meetings 
 Request from ILDC to attend classified meetings 
74 
Chapter 11 – Training  
 General 
 Security briefing 
 Refresher Training  
 Security training of Vendors/Contractors and Casual Labourers 
 Training of project work Trainees 
77 
Chapter 12 – Miscellaneous  
 Publicity and Photography 
 Trials and Demonstration 
 Rejects and Salvage 
 Disaster Management 
 Internal Security Audit 
 Action on Completion of Audit 
 Penalty for Non Compliance 
 External Security Audit 
 Penalty for Non-compliance of security guidelines by ILDC 
 Alternate Power Source 
 Investigations of compromising emanations 
 Retention of Classified Documents Generated Under In-house R&D 
Efforts 
 Classified Waste Management 
 Waste Management 
 Compliance Statement 
79 
Category –B  
83 
Chapter 1- General Provisions, Requirement and Responsibility  
 Scope 
 Authority 
 Responsibility of Management & employees. 
84 
Chapter 2 – Security Organization and Personnel Security  
 Security  Head 
 Responsibilities and duties of Security Head 
 Action to be taken when breach of security occurs 
 Reporting procedures 
 Personnel Security 
85 

5 
 
 
 
 
 Verification of Character & Antecedents 
Chapter 3– Security of Premises and Physical Security Measures 
 Physical Security Measures 
 Perimetric, Access Control & Security Personnel 
 Labour passes 
 Token Labouer 
 Vehicle Stickers 
 Visitors 
 Keys Management 
 Photography 
87 
Chapter 4 -  Material Security 
 Incoming & outgoing material gate pass 
 Inward Material register 
 Material Gate pass Register 
 Description of Material Gate Pass 
 
88 
Chapter 5 – Document and Equipment Security  
 Security classification of Documents & Equipments 
 Guidelines on Classifications  
 Care& Custody of Classified Documents and Equipments and 
responsibility of holders 
 Downgrading, Disposal & Destruction of  Classified Documents and 
Equipments 
90 
Chapter 6 – Communication Security  
 Cell or Mobile Phones 
 Telephones 
 Fax Communications 
91 
Chapter 7 -  Computer Security 
 General  
 Security for Personal Computers, Laptops, Desktops etc. 
 Network Security 
 Application Protection 
 Data Leakage Prevention 
 Guidelines for computer users and operators 
 Instructions on use of Internet within classified area / zone 
92 
Chapter 8 – Subcontracting 
 General 
 Termination/ Banning of Subcontract 
 Penalty for Non-compliance of security guidelines by ILDC.  
 Imports of Equipments/Materials 
102 
Chapter 9 – Visits and Meetings  
 Visits of foreign national 
104 

6 
 
 
 
Category –C 
105 
Chapter 1- General Provisions, Requirement and Responsibility  
 Scope 
 Authority 
 Responsibility of Management & employees. 
106 
Chapter 2 – Security Organization and Personnel Security  
 Security  Head 
 Responsibilities and duties of Security Head 
 Action to be taken when breach of security occurs 
 Reporting procedures 
 Personnel Security 
 Verification of Character & Antecedents 
107 
Chapter 3 – Security of Premises and Physical Security Measures 
 Physical Security Measures 
 Perimetric, Access Control & Security Personnel 
 Token Labourer 
 Keys Management 
108 
Chapter 4 -  Material Security 
 Incoming & outgoing material gate pass 
 Inward Material register 
 Material Gate pass Register 
109 
Chapter 5 – Document and Material Security  
 Classification of documents 
 Guidelines on Classifications  
 Care & Custody of Documents & Materials  
110 
Chapter 6 – Communication Security  
 Telephones 
 Fax Communications 
111 
Chapter 7 -  Computer Security 
 General  
 Cyber Information Security Officer 
 Security for Personal Computers, Laptops, Desktops etc. 
 Application Protection 
 Data Leakage Prevention 
111 
Chapter 8 – Subcontracting 
 General 
 Termination/ Banning of Subcontract 
 Penalty for Non-compliance of security guidelines by ILDC.   
117 
Chapter 9 – Visits and Meetings  
 Visits of foreign national 
118 
Quarterly Report Format 
119 

List of abbreviations 
 
A.1  
ANPR 
Automatic Number Plate Recognition  
A.2  
CCSO 
Company Chief Security Officer 
A.3  
CCTV 
Closed Circuit TV 
A.4  
CEO 
Chief Executive Officer 
A.5  
CERT-IN 
Computer Emergency Response Team - India 
A.6  
CISF 
Central Industrial Security Force 
A.7  
CMD 
Chairman and Managing Director 
A.8  
CONFD 
Confidential 
A.9  
COTS 
Commercial Of The Shelf 
A.10 CPMF 
Central Para Military Force 
A.11 CrPC 
Criminal Proceeding Code 
A.12 CSA 
Competent Security Authority 
A.13 CISO 
Cyber Information Security Officer 
A.14 DDP 
Department of Defence Production 
A.15 DFMD 
Door Framed Metal Detector  
A.16 DGR 
Director General of Resettlement 
A.17 DIPP 
Department of Industrial Policy and Promotion 
A.18 DPSU 
Defense Public Sector Undertaking 
A.19 DSA 
Designated Security Agency 
A.20 DSC 
Defence Security Corps 
A.21 GSM 
Global System Monitoring  
A.22 HQ 
Head Quarters 
A.23 IB 
Intelligence Bureau 
A.24 ID 
Identification Card 
A.25 IDR 
Industries Development & Regulations Act 
A.26 ILDC 
Indian Licensed Defense Company 
A.27 IPC 
Indian Penal Code 
A.28 IPS 
Internet Protocol Security 
A.29 IR&D 
In-house Research and Development 
A.30 LAN 
Local Area Network 
A.31 MFO 
Multi Facility Organization 
A.32 MHA 
Ministry of Home Affairs 
A.33 MOD 
Ministry of Defense 
A.34 NCIIPC 
National Critical Information Infrastructure Protection Center 
A.35 NSA 
National Security Authority 
A.36 OEM 
Original Equipment Manufacturer  
A.37 OFB 
Ordnance Factory Board  
A.38 OSA 
Official Secrets Act 
A.39 PC 
Personal Computer 
A.40 PSARA 
Private Security Agencies (Regulations) Act, 2005 
A.41 QA 
Quality Assurance 
A.42 RAX 
Rural Automatic Exchange 
A.43 RESTD 
Restricted 
A.44 TOP SEC 
Top Secret 
A.45 WAN 
Wide Area Network 

 
 
FOREWORD 
 
 
The Security Manual for private companies involved in the production of defence 
products is  issued in pursuance of para 12 of the Press Note No.2(2002 series) issued by the 
Department of Industrial Policy & Promotion (DIPP), Ministry of Commerce and Industry, 
Government of India. Presently, licensed defence companies are required to put in place 
adequate safety and security procedures once licence is granted and production 
commences and this would be subject to verifications by authorized Government agencies.  
 
2. 
The Industrial Licence is issued by DIPP, in terms of the Rule 15(2) of the Registration 
and Licensing of Industries Undertaking Rules framed under Industries (Development & 
Regulation) Act 1951.  The Industrial Licence contains a Footnote to the effect that detailed 
instructions issued by the Ministry of Defence (Department of Defence Production) from 
time to time in regard to conditions stipulated in the Industrial Licence in terms of Para 12 & 
15 of the Press Note 2 (2002 series) on adequate safety and security procedures to be put in 
place by the licensee and on sale of defence items produced under the industrial licence 
shall also be followed by the licensee for strict compliance.  This Security Manual therefore, 
is issued for compliance by licensed defence companies in the private sector as a part of the 
licensing conditions prescribed in the Industrial License. 
 
3. 
This Security Manual prescribes minimum standards of security and other safeguards 
required to be put in place by the licensee in the interest of national safety and security.  
Specific attention in this regard is also drawn to the Official Secrets Act 1923, particularly 
Section 2(a) thereof which defines “prohibited place”.  All units/ offices/ areas of licensed 
defence industries in the private sector dealing with any classified information/ document/ 
material are also “prohibited places” in terms of the provisions of the Official Secrets Act, 
1923. 
 
4. 
Indian Licensed Defence Companies can also have additional security safeguards over 
and above those prescribed in this Manual, specific to their requirements as considered 
necessary.  The Government (MoD, IB, MHA, etc) may also prescribe additional safeguards, 
if required, in any particular case and such safeguards would also be required to be followed 
by the company.  Any violation/ non-adherence to any such instructions would be liable for 
action under the relevant Act/ Rule/ Guidelines. 
 
5. 
The companies would be required to follow this Security Manual whenever they 
undertake the manufacturing of any Defence item for which they have been issued 
Industrial Licence.  The security instructions relating to the category to which the Defence 
product belongs, would be applicable in such case. 
 
6. 
Defence products would be categorized in three categories such as A, B & C, as 
illustrated below.  Category A would involve products which require highest level of 

9 
 
security, category B would involve a medium level of security and category C would require 
a minimum level of security.  If any company is involved in the manufacturing of the 
Defence products which lie in more than one category, then either the company should 
clearly segregate the areas of operation/ manufacturing for different categories of products 
and apply the related security instructions or if the areas of operation/ manufacture are not 
possible to be segregated, the security instructions applicable to the higher level of security 
would be applied. 
 
Category - A : 
The products involved in this category would be highly classified and 
sensitive from the security angle and the manufacturing of these items would require the 
highest level of security.   The illustrative examples of products under this category are   
explosives, propellants, propulsion, aircrafts, warships, battle tanks, radars, weapons, 
software and various types of charges.   
 
Category - B 
: 
This category would include semi-finished products, sub-assemblies, 
sub-systems of main weapons/ equipments/ platforms and some finished products of lesser 
degree of sensitivity.  The illustrative examples of products under this category are wing 
assemblies/ structural assemblies/ barrel assemblies/ turret/ avionics etc. 
 
Category - C 
: 
This category would include products which do not involve use of any 
classified/ secret information and are very generic in nature.  The products in this category 
would normally be not specifically designed or modified for military use and therefore 
would require only a very minimal level of security.  The illustrative examples of products 
under this category are sub-assembly components, sheet metal parts, all other C class items 
& consumables. 
 
7. 
The companies which have already been issued licence for manufacturing defence 
items and have already started manufacturing defence items, will have to put in place the 
necessary Security Systems as prescribed in the manual within a period of 1 year from the 
date of Notification of this manual.   
 
8. 
Immediately after this Security Manual comes into force, IB/ MHA would undertake 
the first security audit of all the licensed private companies in the Defence sector and based 
on the experience/ feedback of IB/ MHA, the Security Manual may be revised, if required.  
The Security Manual may be revised every two years after consultation with the MHA, IB, 
Armed Forces, Industry, etc. 
 
9. 
Category of security required for a particular company will be specified along with the 
comments of DDP on IL applications received from DIPP.  For existing licence holders, they 
will be addressed separately about the applicable category.  DDP will also put the list of 
defence products category wise on its website.  
 
****** 
 

10 
 
EXECUTIVE SUMMARY 
Introduction 
 
 
This Security Manual provides the security architecture that needs to be put in place 
by the Indian defence companies in the private sector before undertaking the 
manufacturing of Defence products for which they have been issued industrial licence under 
IDR Act.  The level of security will depend upon the category of the product, the company 
intends to manufacture.  Under all circumstances, the companies with whom any classified 
information is shared by the Government as a part of the procurement contract or 
otherwise would come under the purview of Official Secrets Act, 1923. 
 
Responsibilities of ILDC 
 
 
The Indian Licensed Defence Company (ILDC) is required to give an undertaking 
before commencing production of defence products that it shall comply with the provisions 
of the Security Manual.  Simultaneously, the ILDC shall take steps to create the security 
mechanism and apparatus in its production/manufacturing facility(ies) fully meeting the 
security standards prescribed in this Security Manual in order to safeguard the security of 
the Government classified information shared with ILDC as well as materials and end 
products in all phases of production activity till the end products are finally 
delivered/handed over to the authorized agency.  In summary, the responsibilities of the 
ILDC, inter alia, mainly entail the following:- 
 
Security Organization & Personnel Security 
 
 Appointment of an Indian citizen as the Company Chief Security Officer (CCSO) who 
will be responsible for implementing the security architecture in the company as 
detailed in this Security Manual; 
 
 Thorough verification of character and antecedents of all persons before joining and 
periodic security check of various personnel employed including all levels of 
management;  
 
 Briefing all employees on security do’s/don’ts as part of induction programme and 
obtaining a written undertaking from them at the time of joining that they have read 
and understood the contents of this Security Manual.  Their attention may also be 
drawn in particular to the Official Secrets Act, 1923 which extends to the whole of 
India and applies to servants of the Government and to citizens of India outside 
India. 
 
 Reporting to the nearest Police Station and the concerned desk in the Industrial 
Security Branch of the Intelligence Bureau  for any information with regard to actual, 
possible or probable espionage, sabotage, terrorism or subversion activities in its 
location; 

11 
 
 Reporting to the nearest Police Station and  the concerned desk in the Industrial 
Security Branch of the Intelligence Bureau, for any adverse information about any 
employee(s) that has come to notice; 
 
 Submission of the following Reports to the Industrial Security Branch of IB:- 
- 
Any loss/recovery of arms, ammunition, explosives, accidents, incidents 
immediately on its occurrence and the same to be reflected in quarterly report. 
- 
Foreign national  visit  to non-sensitive area shall be reported to MoD after the 
visit within fifteen days and the same to be reflected in quarterly report. 
- 
Quarterly report on the visits of foreign business visitors, Fire, accidents, 
incidents, Action Taken Report on the visits of IB and other agencies nominated 
by MHA for external security audit and internal security audit. (format enclosed).   
Document Security 
 
 Ensuring safe custody of classified documents and material and maintaining a 
security system to prevent their unauthorised removal from the facility; 
 Developing procedures for safeguarding classified material in emergency situations; 
 
Communication, Computer and Cyber Security 
 
 Appointment /nomination  of an Indian citizen as Cyber Information Security Officer 
(CISO) who would, inter alia, be responsible to undertake activities like 
development, implementation and evaluation of the facility Information System(IS) 
program, safeguard computer storage media, software, sensitive and proprietary 
data and prevent threats to computer and cyber security. 
 The CISO function may be accomplished by one senior officer  with adequate 
computer knowledge in addition to his / her job. 
 The CISO would report directly to Senior most management of the Company. 
 
 The ILDCs in  Category A & B  shall get an annual Cyber Security Audit conducted. 
This Cyber Security Audit shall be undertaken by a Third Party, from the list of 
certified Cyber Security Auditors as published by Computer Emergency Response 
Team – India) CERT-In, on their web site. In case of Cat-C ILDCs, as and when the 
ILDC is dealing with classified information, similar audit is to be carried out. 
 
 Audit reports shall be submitted to NCIIP or to IB, depending on whether the ILDC is 
classified as being part of National Critical Information Infrastructure. 
 
 A compliance report regarding rectification / addressal of flaws / vulnerabilities 
detected and reported in the Cyber Security Audit shall be rectified within the 
shortest possible time and a quarterly report submitted within three months as to 
progress on the matter, till such time as all audit findings are satisfactorily 
addressed. 
 
 

12 
 
Security of Premises and Physical Security Measures 
 
 Institute 
Physical 
security 
measures 
through 
deployment 
of 
security 
personnel/guards for security of premises, perimeter wall, proper access control , 
maintaining round the clock surveillance, monitoring through CCTVs and intruder 
alarm system. 
 Equipping  Entry and Exit gates with DFMDs and HHMDs and manual I-Card checking 
facility and deploying adequate number of security personnel for frisking and 
baggage screening of employees moving in and out of the plant / facility. 
 Patrolling in and around the Vital Points including night patrolling by guards and dog 
squads, if required. 
 Providing under carriage trolley mirrors to check the vehicles. 
 Setting up a Control Centre with monitoring and recording for 90 days with replaying 
facility for monitoring all visitors’ activities within the plant/facility.  The Control 
Room should be manned round the clock with standby arrangements in place. 
 Personnel leaving employment should be relieved only after  handing over 
passwords, email or security access pass etc. 
 Ensure that the vehicles for transportation of explosive materials/finished products 
are escorted by the armed guards. 
Visit of foreign nationals 
 
 Reporting the details of the visit of the foreign nationals permitted with the approval 
of Govt of India /CEOs/Head of the organization, indicating the purpose, duration 
and site/place of the visit, to the nearest office of the IB within two days of the visit. 
 
Disaster Management Plan 
 
 Drawing up an elaborate disaster management plan to safeguard the plan/facility 
from major catastrophic incidents and carrying out frequent rehearsals to ensure 
effectiveness of the plan in the event of any disaster. 
 
Security Audit and compliance to security audit observations 
 
 MoD will be nodal agency for implementation and review of manual. IB/MHA would  
be responsible for security audit and enforcement of manual. 
 Initially IB would conduct audit of all the ILDCs and based on the experience and 
feedback MoD would review the manual, if required. 
 A panel of officers would be drawn from OFB, DPSUs, SHQ who can be nominated as 
the member of the security audit team of IB/MHA.  
 
 Action would be taken against the companies for non-adherence to the manual or 
any other instructions issued by DDP/DIPP under the relevant Rules/Act. 

13 
 
 All ILDCs shall submit a self certification and compliance report committing this to 
the internal security audit, to the DIP Division in the Department of Defence 
Production /MOD and IB. 
 Carrying out internal security audit at least  twice a year including that of Head Office 
in case of multi-facility organization to ascertain the level of compliance of security 
instructions and procedures contained in this Security Manual.  
 Providing all the requisite assistance to the IB for carrying out external security audit 
MHA/IB shall also be at liberty to visit any ILDC for a random security system 
assessment. 
 Ensuring strict compliance to the security audit observations and monitor the timely 
implementation of corrective/preventive actions and its effectiveness. 
 
Waste Management 
 
 Devise comprehensive guidelines for waste management and components rejected 
during the QA evaluation and periodically reviewing the guidelines depending upon 
the work being executed at the plant. 
Miscellaneous 
 Reporting the incidents of breach of security involving loss of any type to Ministry of 
Defence  and IB immediately on their occurrence. 
 
 It must be noted that the onus is on the licensed companies to strictly adhere to and 
comply with the provisions of this Security Manual in letter and spirit. Respective 
CEO/Head of the organization; consequences of non-compliance will depend upon 
the severity of the security breach and violations, which may lead to cancellation of 
the Industrial license and imposition of penalty prescribed under the statutory 
provisions of the Industrial (Development & Regulation) Act, 1951. The ILDCs are 
further liable for action against them in the event of any breach of security resulting 
into compromising the national security and national interest under  Official Secret 
Act, 1923. 
 
 Returning all classified information and materials in its possession to the Ministry of 
Defence immediately in case of cancellation / suspension of industrial licence, 
completion of projects/procurement, pre-mature closure of the unit.   
 
 The manual may be reviewed thoroughly by MoD once in two years for necessary 
up-dation, if required. 
 
****** 

FLOW DIAGRAM ON REPORTING AND COMPLAINCE 
 
 
Report on Fire accidents & 
other incidents / accidents 
to IB 
(Quarterly) 
Action taken report to 
IB 
(Quarterly) 
Report on Visit of 
foreign business 
visitors 
(Quarterly) 
Report to MHA on list of 
employees cleared from 
security angle 
(Quarterly) 
Internal Inspection Reports 
of Manufacturing Facilities  
(Half -Yearly) 
Report to IB/MHA/DDP on 
compliance with 
observations of Internal 
and External Audit 
(Quarterly) 
Report on 
Loss/recovery/unearthed 
Arms & Ammunition an d 
Explosives 
(Quarterly ) 
 
Self certification on 
compliance to internal 
Security Audit 
(31st March of every year) 
Undertaking to 
MHA/MOD/DIPP 
to comply with 
provisions of 
Security  Manual 
(immediately) 
Post issue of 
Industrial Licence
Annual Cyber 
Security Audit 
for Cat-A & B. 
Cat-C  in case 
of 
classified 
information, if 
any. 

15 
 
 
 
SECURITY MANUAL 
FOR 
 
CATEGORY-A 
 
INDIAN LICENSED DEFENCE 
INDUSTRIES 
 
 
 

16 
 
CHAPTER – I 
General Provisions, Requirements and Responsibility 
 
1.1 
Scope.      
 
1.1.1 The Manual is applicable to all Indian companies engaged in the production 
of defence products and issued Industrial License by the Dept of Industrial 
Policy & Promotion. 
 
1.1.2 This Manual applies to and shall be used by all ILDCs to safeguard 
Government classified information and materials released to an ILDC, 
including, but not limited to, such information released during all phases of 
the contracting, licensing and grant process,  bidding, negotiation, award, 
performance, and termination, or any product, assembly or component 
arising out of such classified information. 
 
1.1.3 When an ILDC is executing a Govt Project, dealing with classified information, 
material, document, it will be the responsibility of CEO, who in consultation 
with CCSO will earmark the areas as classified/sensitive, depending upon the 
nature of work being carried out in such areas/zone. 
 
1.2 
Authority:  
 
1.2.1 The implementation of the manual is the overall responsibility of the Chief 
Executive Officer (CEO) / Head of ILDCs. 
 
1.2.2 The IB is the designated agency for inspecting and auditing ILDCs who require 
or will require access to, or will store classified information and materials 
covered by this Manual.  
 
1.3 
Responsibility of the Management and Employees.  
 
1.3.1 It is the direct responsibility of every employee of the company to safeguard 
the security of all classified information and materials to which he has access 
in course of his duties or which he comes in possession in any other way.  
 
1.3.2 It is the duty of each employee of the company to immediately bring to the 
notice of his superior officer or the Company Chief Security Officer (CCSO), 
any breach of security regulations in general and/or in particular, any 
compromise on classified information or materials, either deliberately or 
inadvertently. 

17 
 
 
1.3.3 Every employee in the supervisory level is required to ensure, by frequent 
surprise checks, visits to office rooms and other places where his 
subordinates work or which they frequent and by all other means in his 
power, that the instructions laid down for the conduct of business and 
maintenance of security in company are fully understood and complied with 
by all of them. It will also be his duty to bring immediately to the notice of his 
superior officer, or to the officers responsible for security in his department, 
any instance of breach of security regulations by any member of the staff 
working under him or in that department, or of any misconduct, of such a 
nature as would give rise to doubts about  the staff member’s integrity/ 
reliability from the security point of view. 
 
1.3.4 Whenever a new employee joins the company and/or the department, the 
superior officer of the employee will ensure that the new incumbent has read 
and understood the contents of the manual and shall take an undertaking in 
writing to this effect.  

18 
 
CHAPTER – 2 
Security Organization and Personnel Security 
 
2.1 
Company Chief Security Officer (CCSO). Each ILDC or its multi location units shall 
appoint an Indian Citizen as the CCSO, the CCSO should be an ex-Army/CPMF/Police 
Officer who would ensure that security measures necessary for implementing 
applicable provisions of this Manual are in place and the manual is being 
implemented in the true spirit of the intention. Persons of Indian Origin and Non-
Resident Indians shall be excluded from such appointments. The CCSO will be 
responsible for framing internal security policies, Internal Audit, Training, Review and 
up-dation of Security procedures, Up-gradation of Security Equipment etc., Liaison 
with other Departments / Organizations, Civil and Law Enforcement Authorities and 
Intelligence Agencies of Centre and State, etc.  The CCSO may be assisted by 
additional staff  based on requirement and size of the company and should report 
directly to CEO or Executive Head of the Company. 
 
 
2.1.1   Cyber Information Security Officer (CISO):Each ILDC shall appoint/ 
nominate a Cyber Information Security Officer( CISO). The CISO function may be 
accomplished by one senior officer  with adequate computer knowledge in addition 
to his / her job. The CISO will be responsible for framing and implementing a suitable 
Cyber Security policy, conduct of cyber security audit and cyber security training for 
the organization etc. He shall also be responsible for incident management, 
identification of the organizations Critical Information Infrastructure assets and 
