file_name,paragraph_index,agreement_type,clause_type,clause_text
nda_01.txt,28,nda,nda_exclusions,"NON-DISCLOSURE AGREEMENT (NDA) 
For purposes of this Undertaking and any documents relating to or purportedly 
executed 
in 
connection 
with the 
TDF 
Scheme, the 
term 
“Confidential 
Information” shall be read to mean, with respect to either party, any and all 
information in written, representational, electronic, verbal or other form relating 
directly or indirectly to the present or potential business, operation or financial 
condition of or relating to the Parties, excluding any such information which (i) is 
known to the public (through no act or omission of the receiving party in 
violation of this Agreement); (ii) is lawfully acquired by the receiving party from 
an independent source having no obligation to maintain the confidentiality of 
such information; (iii) was known to the receiving party prior to its disclosure 
under this ; (iv) was or is independently developed by the receiving party 
without breach of this Agreement; or (v) is required to be disclosed by 
governmental or judicial order, in which case the party so required shall give the 
other party prompt written notice, where possible, and use reasonable efforts to 
ensure that such disclosure is accorded confidential treatment and also to enable 
such other party to seek a protective order or other appropriate remedy at such 
other party’s sole costs."
nda_01.txt,28,service,warranties,"NON-DISCLOSURE AGREEMENT (NDA) 
For purposes of this Undertaking and any documents relating to or purportedly 
executed 
in 
connection 
with the 
TDF 
Scheme, the 
term 
“Confidential 
Information” shall be read to mean, with respect to either party, any and all 
information in written, representational, electronic, verbal or other form relating 
directly or indirectly to the present or potential business, operation or financial 
condition of or relating to the Parties, excluding any such information which (i) is 
known to the public (through no act or omission of the receiving party in 
violation of this Agreement); (ii) is lawfully acquired by the receiving party from 
an independent source having no obligation to maintain the confidentiality of 
such information; (iii) was known to the receiving party prior to its disclosure 
under this ; (iv) was or is independently developed by the receiving party 
without breach of this Agreement; or (v) is required to be disclosed by 
governmental or judicial order, in which case the party so required shall give the 
other party prompt written notice, where possible, and use reasonable efforts to 
ensure that such disclosure is accorded confidential treatment and also to enable 
such other party to seek a protective order or other appropriate remedy at such 
other party’s sole costs."
nda_01.txt,30,employment,obligations,"I/we __________________________________[Name, 
Designation] the authorized representative 
of 
_______________________________________  [Organisation, Address]  I have read the 
policy and understand that any Confidential Information that I/we will 
learn about DRDO-DTDF or information about any third party, as a result of 
being 
a 
part 
of 
the 
application 
process 
of 
a 
project 
with 
Technology Development Fund, DRDO shall be protected, during the Term 
of this Agreement and thereafter, through non-disclosure."
nda_01.txt,30,employment,confidentiality,"I/we __________________________________[Name, 
Designation] the authorized representative 
of 
_______________________________________  [Organisation, Address]  I have read the 
policy and understand that any Confidential Information that I/we will 
learn about DRDO-DTDF or information about any third party, as a result of 
being 
a 
part 
of 
the 
application 
process 
of 
a 
project 
with 
Technology Development Fund, DRDO shall be protected, during the Term 
of this Agreement and thereafter, through non-disclosure."
nda_01.txt,30,nda,confidentiality,"I/we __________________________________[Name, 
Designation] the authorized representative 
of 
_______________________________________  [Organisation, Address]  I have read the 
policy and understand that any Confidential Information that I/we will 
learn about DRDO-DTDF or information about any third party, as a result of 
being 
a 
part 
of 
the 
application 
process 
of 
a 
project 
with 
Technology Development Fund, DRDO shall be protected, during the Term 
of this Agreement and thereafter, through non-disclosure."
nda_01.txt,31,employment,confidentiality,"The disclosure, 
distribution, electronic transmission or copying of such Confidential 
Information is prohibited and punishable by law."
nda_01.txt,31,nda,confidentiality,"The disclosure, 
distribution, electronic transmission or copying of such Confidential 
Information is prohibited and punishable by law."
nda_01.txt,32,employment,confidentiality,"Any employee, personnel, 
vendor, or any other person, who discloses confidential information will be 
subject to disciplinary action, even if the Industry/ Individual does not 
actually benefit from the disclosure of such information."
nda_01.txt,32,nda,confidentiality,"Any employee, personnel, 
vendor, or any other person, who discloses confidential information will be 
subject to disciplinary action, even if the Industry/ Individual does not 
actually benefit from the disclosure of such information."
nda_01.txt,34,employment,obligations,"For the sake of clarity, it is reiterated that all affiliates of the recipient party 
and all directors, officers, employees, agents and representatives of a 
recipient party or its affiliates shall be included within the definition of the 
term “recipient party” for purposes of this Agreement and shall be bound 
by the terms and conditions of this Agreement."
nda_01.txt,35,employment,obligations,"The recipient party shall be 
responsible for any breaches of this Agreement by any of its affiliates and"
nda_01.txt,39,employment,notice_period,"In the event that either party is requested or required (by oral questions, 
interrogations, 
requests 
for 
information 
or documents 
in 
legal 
proceedings, civil investigations or other similar process or by any law, rule 
or regulation of any governmental agency or regulatory authority) to 
disclose any of the Confidential Information, such party shall provide the 
other party with prompt written notice of any such request or requirement 
so that such other party may seek appropriate remedy and/or waive 
compliance with the provisions of this Agreement."
nda_01.txt,39,employment,obligations,"In the event that either party is requested or required (by oral questions, 
interrogations, 
requests 
for 
information 
or documents 
in 
legal 
proceedings, civil investigations or other similar process or by any law, rule 
or regulation of any governmental agency or regulatory authority) to 
disclose any of the Confidential Information, such party shall provide the 
other party with prompt written notice of any such request or requirement 
so that such other party may seek appropriate remedy and/or waive 
compliance with the provisions of this Agreement."
nda_01.txt,39,employment,confidentiality,"In the event that either party is requested or required (by oral questions, 
interrogations, 
requests 
for 
information 
or documents 
in 
legal 
proceedings, civil investigations or other similar process or by any law, rule 
or regulation of any governmental agency or regulatory authority) to 
disclose any of the Confidential Information, such party shall provide the 
other party with prompt written notice of any such request or requirement 
so that such other party may seek appropriate remedy and/or waive 
compliance with the provisions of this Agreement."
nda_01.txt,39,nda,confidentiality,"In the event that either party is requested or required (by oral questions, 
interrogations, 
requests 
for 
information 
or documents 
in 
legal 
proceedings, civil investigations or other similar process or by any law, rule 
or regulation of any governmental agency or regulatory authority) to 
disclose any of the Confidential Information, such party shall provide the 
other party with prompt written notice of any such request or requirement 
so that such other party may seek appropriate remedy and/or waive 
compliance with the provisions of this Agreement."
nda_01.txt,40,employment,obligations,"If, in the absence of a 
protective order or other remedy or the receipt of a waiver, and if one party 
is nonetheless, legally compelled to disclose Confidential Information, such 
party may, without liability hereunder, disclose to such court or tribunal 
only that portion of the Confidential Information which such counsel 
advises it is legally required to be disclosed, provided that such party shall 
use its best efforts to preserve the confidentiality of the Confidential 
Information, including, without limitation, by cooperating with the other 
party to obtain an appropriate remedy or other reliable assurance that 
confidential treatment will be afforded the Confidential Information by 
such tribunal."
nda_01.txt,40,employment,leave_policy,"If, in the absence of a 
protective order or other remedy or the receipt of a waiver, and if one party 
is nonetheless, legally compelled to disclose Confidential Information, such 
party may, without liability hereunder, disclose to such court or tribunal 
only that portion of the Confidential Information which such counsel 
advises it is legally required to be disclosed, provided that such party shall 
use its best efforts to preserve the confidentiality of the Confidential 
Information, including, without limitation, by cooperating with the other 
party to obtain an appropriate remedy or other reliable assurance that 
confidential treatment will be afforded the Confidential Information by 
such tribunal."
nda_01.txt,40,employment,confidentiality,"If, in the absence of a 
protective order or other remedy or the receipt of a waiver, and if one party 
is nonetheless, legally compelled to disclose Confidential Information, such 
party may, without liability hereunder, disclose to such court or tribunal 
only that portion of the Confidential Information which such counsel 
advises it is legally required to be disclosed, provided that such party shall 
use its best efforts to preserve the confidentiality of the Confidential 
Information, including, without limitation, by cooperating with the other 
party to obtain an appropriate remedy or other reliable assurance that 
confidential treatment will be afforded the Confidential Information by 
such tribunal."
nda_01.txt,40,nda,confidentiality,"If, in the absence of a 
protective order or other remedy or the receipt of a waiver, and if one party 
is nonetheless, legally compelled to disclose Confidential Information, such 
party may, without liability hereunder, disclose to such court or tribunal 
only that portion of the Confidential Information which such counsel 
advises it is legally required to be disclosed, provided that such party shall 
use its best efforts to preserve the confidentiality of the Confidential 
Information, including, without limitation, by cooperating with the other 
party to obtain an appropriate remedy or other reliable assurance that 
confidential treatment will be afforded the Confidential Information by 
such tribunal."
nda_01.txt,40,service,warranties,"If, in the absence of a 
protective order or other remedy or the receipt of a waiver, and if one party 
is nonetheless, legally compelled to disclose Confidential Information, such 
party may, without liability hereunder, disclose to such court or tribunal 
only that portion of the Confidential Information which such counsel 
advises it is legally required to be disclosed, provided that such party shall 
use its best efforts to preserve the confidentiality of the Confidential 
Information, including, without limitation, by cooperating with the other 
party to obtain an appropriate remedy or other reliable assurance that 
confidential treatment will be afforded the Confidential Information by 
such tribunal."
nda_01.txt,40,service,indemnity,"If, in the absence of a 
protective order or other remedy or the receipt of a waiver, and if one party 
is nonetheless, legally compelled to disclose Confidential Information, such 
party may, without liability hereunder, disclose to such court or tribunal 
only that portion of the Confidential Information which such counsel 
advises it is legally required to be disclosed, provided that such party shall 
use its best efforts to preserve the confidentiality of the Confidential 
Information, including, without limitation, by cooperating with the other 
party to obtain an appropriate remedy or other reliable assurance that 
confidential treatment will be afforded the Confidential Information by 
such tribunal."
nda_01.txt,42,employment,obligations,"All information provided by I/we in the Undertaking shall be true and 
correct in all respects as of the date of this Undertaking, and (save in the 
cases of any special circumstances for which I/we shall intimate TDF at the 
earliest) shall remain true and correct from the date of this Undertaking to 
such date that the project under the Scheme is completed and the product 
and related documentation delivered in accordance with the terms agreed 
upon."
nda_01.txt,43,employment,obligations,"Notwithstanding anything in this undertaking, each clause and 
information provided shall be read to be severable"
nda_02.txt,6,employment,obligations,"7 
Forward 
8 
Executive Summary 
10 
Flow Chart 
14 
Category-A 
15 
Chapter 1- General Provisions, Requirement and Responsibility  
 Scope 
 Authority 
 Responsibility of Management & employees 
16 
Chapter 2 – Security Organization and Personnel Security  
 Company Chief Security Officer (CCSO) 
 Cyber Information Security Officer (CISO) 
 Security Staff 
 Responsibilities and duties of CCSO 
 Reporting procedures 
 Personnel Security 
18 
Chapter 3 – Security of Premises and Physical Security Measures 
 Physical Security Measures 
 Layout of Premises 
 Reception Office & Visitors 
 Material Gate 
 Watch Tower 
 Setting up of Plant Security Council 
 Identity Badges, Entry Passes for personnel /vehicle and Parking of 
Vehicles."
nda_02.txt,6,service,scope_of_work,"7 
Forward 
8 
Executive Summary 
10 
Flow Chart 
14 
Category-A 
15 
Chapter 1- General Provisions, Requirement and Responsibility  
 Scope 
 Authority 
 Responsibility of Management & employees 
16 
Chapter 2 – Security Organization and Personnel Security  
 Company Chief Security Officer (CCSO) 
 Cyber Information Security Officer (CISO) 
 Security Staff 
 Responsibilities and duties of CCSO 
 Reporting procedures 
 Personnel Security 
18 
Chapter 3 – Security of Premises and Physical Security Measures 
 Physical Security Measures 
 Layout of Premises 
 Reception Office & Visitors 
 Material Gate 
 Watch Tower 
 Setting up of Plant Security Council 
 Identity Badges, Entry Passes for personnel /vehicle and Parking of 
Vehicles."
nda_02.txt,6,service,force_majeure,"7 
Forward 
8 
Executive Summary 
10 
Flow Chart 
14 
Category-A 
15 
Chapter 1- General Provisions, Requirement and Responsibility  
 Scope 
 Authority 
 Responsibility of Management & employees 
16 
Chapter 2 – Security Organization and Personnel Security  
 Company Chief Security Officer (CCSO) 
 Cyber Information Security Officer (CISO) 
 Security Staff 
 Responsibilities and duties of CCSO 
 Reporting procedures 
 Personnel Security 
18 
Chapter 3 – Security of Premises and Physical Security Measures 
 Physical Security Measures 
 Layout of Premises 
 Reception Office & Visitors 
 Material Gate 
 Watch Tower 
 Setting up of Plant Security Council 
 Identity Badges, Entry Passes for personnel /vehicle and Parking of 
Vehicles."
nda_02.txt,7,service,force_majeure," Key of the organization 
 Late sitting in Office  
 Photography 
 Carriage of weapons 
 Carriage of liquor 
 Security measures for Sensitive / Secure/ storage areas for classified 
equipment 
 Building Security 
 Emergency response/contingency plan 
23 
Chapter 4 -  Material Security 
 Incoming & Outgoing Material 
 Inward Material Register 
31"
nda_02.txt,9,employment,obligations," Material Gate Pass Register 
 Material Gate Pass 
 Description of Material Gate Pass 
 Authority 
 Secret Documents 
 Material brought out on cash purchase basis 
 Transportation of Explosive & other classified materials 
Chapter 5 – Handling of Documents & Equipments 
 Security classification of Documents & Equipments 
 Aims & objectives of Document Security 
 Classification of Documents & Equipments 
 Guidelines on Classifications  
 Marking of Classified Documents& Equipments 
 Accounting of Classified Documents and Equipments 
 List of Documents, Checks & Annual accounting 
 Care& Custody of Classified Documents and Equipments and 
responsibility of holders 
 Emergency Procedures 
 Disclosure 
 Downgrading, Disposal & Destruction of  Classified Documents and 
Equipments 
35 
Chapter 6 – Communication Security  
 Telephone 
 Cell or Mobile Phones /Data Cards /Voice Modems 
 Fax Communications 
52 
Chapter 7 -  Computer and Cyber Security (Information Systems Security) 
 General  
 ISO 27001  
 Common Requirements 
 Enterprise Resource Planning 
 Physical and software security 
 Acquisition of Computer hardware and software 
 Miscellaneous aspects 
 Guidelines for computer users and operators 
 Instructions on use of Internet within classified area / zone 
55 
Chapter 8 – Subcontracting 
 General 
 Engagement of Consultants/Advisers 
 Audit Recommendations 
71 
Chapter 9 -  International Security  
 General 
 Import of equipment 
72"
nda_02.txt,9,service,force_majeure," Material Gate Pass Register 
 Material Gate Pass 
 Description of Material Gate Pass 
 Authority 
 Secret Documents 
 Material brought out on cash purchase basis 
 Transportation of Explosive & other classified materials 
Chapter 5 – Handling of Documents & Equipments 
 Security classification of Documents & Equipments 
 Aims & objectives of Document Security 
 Classification of Documents & Equipments 
 Guidelines on Classifications  
 Marking of Classified Documents& Equipments 
 Accounting of Classified Documents and Equipments 
 List of Documents, Checks & Annual accounting 
 Care& Custody of Classified Documents and Equipments and 
responsibility of holders 
 Emergency Procedures 
 Disclosure 
 Downgrading, Disposal & Destruction of  Classified Documents and 
Equipments 
35 
Chapter 6 – Communication Security  
 Telephone 
 Cell or Mobile Phones /Data Cards /Voice Modems 
 Fax Communications 
52 
Chapter 7 -  Computer and Cyber Security (Information Systems Security) 
 General  
 ISO 27001  
 Common Requirements 
 Enterprise Resource Planning 
 Physical and software security 
 Acquisition of Computer hardware and software 
 Miscellaneous aspects 
 Guidelines for computer users and operators 
 Instructions on use of Internet within classified area / zone 
55 
Chapter 8 – Subcontracting 
 General 
 Engagement of Consultants/Advisers 
 Audit Recommendations 
71 
Chapter 9 -  International Security  
 General 
 Import of equipment 
72"
nda_02.txt,11,service,force_majeure," Warning to Consignees 
 Movement 
 Handing and Taking Over"
nda_02.txt,12,employment,obligations,"Chapter 10 – Visits and Meetings  
 Visits of foreign national(s) 
 Meetings 
 Request from ILDC to attend classified meetings 
74 
Chapter 11 – Training  
 General 
 Security briefing 
 Refresher Training  
 Security training of Vendors/Contractors and Casual Labourers 
 Training of project work Trainees 
77 
Chapter 12 – Miscellaneous  
 Publicity and Photography 
 Trials and Demonstration 
 Rejects and Salvage 
 Disaster Management 
 Internal Security Audit 
 Action on Completion of Audit 
 Penalty for Non Compliance 
 External Security Audit 
 Penalty for Non-compliance of security guidelines by ILDC 
 Alternate Power Source 
 Investigations of compromising emanations 
 Retention of Classified Documents Generated Under In-house R&D 
Efforts 
 Classified Waste Management 
 Waste Management 
 Compliance Statement 
79 
Category –B  
83 
Chapter 1- General Provisions, Requirement and Responsibility  
 Scope 
 Authority 
 Responsibility of Management & employees."
nda_02.txt,13,service,scope_of_work,"84 
Chapter 2 – Security Organization and Personnel Security  
 Security  Head 
 Responsibilities and duties of Security Head 
 Action to be taken when breach of security occurs 
 Reporting procedures 
 Personnel Security 
85"
nda_02.txt,15,service,force_majeure," Verification of Character & Antecedents 
Chapter 3– Security of Premises and Physical Security Measures 
 Physical Security Measures 
 Perimetric, Access Control & Security Personnel 
 Labour passes 
 Token Labouer 
 Vehicle Stickers 
 Visitors 
 Keys Management 
 Photography 
87 
Chapter 4 -  Material Security 
 Incoming & outgoing material gate pass 
 Inward Material register 
 Material Gate pass Register 
 Description of Material Gate Pass"
nda_02.txt,16,employment,obligations,"88 
Chapter 5 – Document and Equipment Security  
 Security classification of Documents & Equipments 
 Guidelines on Classifications  
 Care& Custody of Classified Documents and Equipments and 
responsibility of holders 
 Downgrading, Disposal & Destruction of  Classified Documents and 
Equipments 
90 
Chapter 6 – Communication Security  
 Cell or Mobile Phones 
 Telephones 
 Fax Communications 
91 
Chapter 7 -  Computer Security 
 General  
 Security for Personal Computers, Laptops, Desktops etc."
nda_02.txt,17,employment,termination," Network Security 
 Application Protection 
 Data Leakage Prevention 
 Guidelines for computer users and operators 
 Instructions on use of Internet within classified area / zone 
92 
Chapter 8 – Subcontracting 
 General 
 Termination/ Banning of Subcontract 
 Penalty for Non-compliance of security guidelines by ILDC."
nda_02.txt,17,rental,termination," Network Security 
 Application Protection 
 Data Leakage Prevention 
 Guidelines for computer users and operators 
 Instructions on use of Internet within classified area / zone 
92 
Chapter 8 – Subcontracting 
 General 
 Termination/ Banning of Subcontract 
 Penalty for Non-compliance of security guidelines by ILDC."
nda_02.txt,20,employment,obligations,"Category –C 
105 
Chapter 1- General Provisions, Requirement and Responsibility  
 Scope 
 Authority 
 Responsibility of Management & employees."
nda_02.txt,21,service,scope_of_work,"106 
Chapter 2 – Security Organization and Personnel Security  
 Security  Head 
 Responsibilities and duties of Security Head 
 Action to be taken when breach of security occurs 
 Reporting procedures 
 Personnel Security 
 Verification of Character & Antecedents 
107 
Chapter 3 – Security of Premises and Physical Security Measures 
 Physical Security Measures 
 Perimetric, Access Control & Security Personnel 
 Token Labourer 
 Keys Management 
108 
Chapter 4 -  Material Security 
 Incoming & outgoing material gate pass 
 Inward Material register 
 Material Gate pass Register 
109 
Chapter 5 – Document and Material Security  
 Classification of documents 
 Guidelines on Classifications  
 Care & Custody of Documents & Materials  
110 
Chapter 6 – Communication Security  
 Telephones 
 Fax Communications 
111 
Chapter 7 -  Computer Security 
 General  
 Cyber Information Security Officer 
 Security for Personal Computers, Laptops, Desktops etc."
nda_02.txt,21,service,force_majeure,"106 
Chapter 2 – Security Organization and Personnel Security  
 Security  Head 
 Responsibilities and duties of Security Head 
 Action to be taken when breach of security occurs 
 Reporting procedures 
 Personnel Security 
 Verification of Character & Antecedents 
107 
Chapter 3 – Security of Premises and Physical Security Measures 
 Physical Security Measures 
 Perimetric, Access Control & Security Personnel 
 Token Labourer 
 Keys Management 
108 
Chapter 4 -  Material Security 
 Incoming & outgoing material gate pass 
 Inward Material register 
 Material Gate pass Register 
109 
Chapter 5 – Document and Material Security  
 Classification of documents 
 Guidelines on Classifications  
 Care & Custody of Documents & Materials  
110 
Chapter 6 – Communication Security  
 Telephones 
 Fax Communications 
111 
Chapter 7 -  Computer Security 
 General  
 Cyber Information Security Officer 
 Security for Personal Computers, Laptops, Desktops etc."
nda_02.txt,22,employment,termination," Application Protection 
 Data Leakage Prevention 
111 
Chapter 8 – Subcontracting 
 General 
 Termination/ Banning of Subcontract 
 Penalty for Non-compliance of security guidelines by ILDC."
nda_02.txt,22,rental,termination," Application Protection 
 Data Leakage Prevention 
111 
Chapter 8 – Subcontracting 
 General 
 Termination/ Banning of Subcontract 
 Penalty for Non-compliance of security guidelines by ILDC."
nda_02.txt,25,employment,confidentiality,"A.1  
ANPR 
Automatic Number Plate Recognition  
A.2  
CCSO 
Company Chief Security Officer 
A.3  
CCTV 
Closed Circuit TV 
A.4  
CEO 
Chief Executive Officer 
A.5  
CERT-IN 
Computer Emergency Response Team - India 
A.6  
CISF 
Central Industrial Security Force 
A.7  
CMD 
Chairman and Managing Director 
A.8  
CONFD 
Confidential 
A.9  
COTS 
Commercial Of The Shelf 
A.10 CPMF 
Central Para Military Force 
A.11 CrPC 
Criminal Proceeding Code 
A.12 CSA 
Competent Security Authority 
A.13 CISO 
Cyber Information Security Officer 
A.14 DDP 
Department of Defence Production 
A.15 DFMD 
Door Framed Metal Detector  
A.16 DGR 
Director General of Resettlement 
A.17 DIPP 
Department of Industrial Policy and Promotion 
A.18 DPSU 
Defense Public Sector Undertaking 
A.19 DSA 
Designated Security Agency 
A.20 DSC 
Defence Security Corps 
A.21 GSM 
Global System Monitoring  
A.22 HQ 
Head Quarters 
A.23 IB 
Intelligence Bureau 
A.24 ID 
Identification Card 
A.25 IDR 
Industries Development & Regulations Act 
A.26 ILDC 
Indian Licensed Defense Company 
A.27 IPC 
Indian Penal Code 
A.28 IPS 
Internet Protocol Security 
A.29 IR&D 
In-house Research and Development 
A.30 LAN 
Local Area Network 
A.31 MFO 
Multi Facility Organization 
A.32 MHA 
Ministry of Home Affairs 
A.33 MOD 
Ministry of Defense 
A.34 NCIIPC 
National Critical Information Infrastructure Protection Center 
A.35 NSA 
National Security Authority 
A.36 OEM 
Original Equipment Manufacturer  
A.37 OFB 
Ordnance Factory Board  
A.38 OSA 
Official Secrets Act 
A.39 PC 
Personal Computer 
A.40 PSARA 
Private Security Agencies (Regulations) Act, 2005 
A.41 QA 
Quality Assurance 
A.42 RAX 
Rural Automatic Exchange 
A.43 RESTD 
Restricted 
A.44 TOP SEC 
Top Secret 
A.45 WAN 
Wide Area Network"
nda_02.txt,25,nda,confidentiality,"A.1  
ANPR 
Automatic Number Plate Recognition  
A.2  
CCSO 
Company Chief Security Officer 
A.3  
CCTV 
Closed Circuit TV 
A.4  
CEO 
Chief Executive Officer 
A.5  
CERT-IN 
Computer Emergency Response Team - India 
A.6  
CISF 
Central Industrial Security Force 
A.7  
CMD 
Chairman and Managing Director 
A.8  
CONFD 
Confidential 
A.9  
COTS 
Commercial Of The Shelf 
A.10 CPMF 
Central Para Military Force 
A.11 CrPC 
Criminal Proceeding Code 
A.12 CSA 
Competent Security Authority 
A.13 CISO 
Cyber Information Security Officer 
A.14 DDP 
Department of Defence Production 
A.15 DFMD 
Door Framed Metal Detector  
A.16 DGR 
Director General of Resettlement 
A.17 DIPP 
Department of Industrial Policy and Promotion 
A.18 DPSU 
Defense Public Sector Undertaking 
A.19 DSA 
Designated Security Agency 
A.20 DSC 
Defence Security Corps 
A.21 GSM 
Global System Monitoring  
A.22 HQ 
Head Quarters 
A.23 IB 
Intelligence Bureau 
A.24 ID 
Identification Card 
A.25 IDR 
Industries Development & Regulations Act 
A.26 ILDC 
Indian Licensed Defense Company 
A.27 IPC 
Indian Penal Code 
A.28 IPS 
Internet Protocol Security 
A.29 IR&D 
In-house Research and Development 
A.30 LAN 
Local Area Network 
A.31 MFO 
Multi Facility Organization 
A.32 MHA 
Ministry of Home Affairs 
A.33 MOD 
Ministry of Defense 
A.34 NCIIPC 
National Critical Information Infrastructure Protection Center 
A.35 NSA 
National Security Authority 
A.36 OEM 
Original Equipment Manufacturer  
A.37 OFB 
Ordnance Factory Board  
A.38 OSA 
Official Secrets Act 
A.39 PC 
Personal Computer 
A.40 PSARA 
Private Security Agencies (Regulations) Act, 2005 
A.41 QA 
Quality Assurance 
A.42 RAX 
Rural Automatic Exchange 
A.43 RESTD 
Restricted 
A.44 TOP SEC 
Top Secret 
A.45 WAN 
Wide Area Network"
