clause_text,count
Exceptions: The non-compete obligations in this Agreement shall not apply to activities expressly authorized by OFDC in writing.,8
"Dispute Resolution: Any disputes arising out of or in connection with this Agreement shall be resolved through arbitration in accordance with the YIL, Nagpur Arbitration and Conciliation policy.",8
"OFDC’s Obligations: A Party transferring its confidential information to the other Party shall indicate the same as “Confidential Information” by making the data medium suitably through a reasonably acceptable method like stamp, inspection, etc.",8
"The fact that Confidential Information is disclosed to the Receiving Party shall not be deemed to constitute any representation, warranty or inducement by the Disclosing Party of any kind (including of its accuracy or correctness) with respect to the Confidential Information, including without limitation, which such use will not infringe on intellectual property rights of any third party.",8
The party shall inform the representative about their obligations of non-disclosure under this Agreement.,8
Both the “Parties” shall be solely accountable for any breach of confidentiality as a result of such sharing of Confidential Information.,8
Governing Law: This Agreement shall be governed by and construed in accordance with the laws of India.,8
"The Vendor agrees that, for a period of 5 years following the termination of their contract, they shall not, directly or indirectly, compete with the Entity, solicit its clients, or induce any customer, contractor, or supplier of the Entity to terminate their relationship with the Entity.",8
are collectively referred to as “Parties” and individually as “Party” The party hereinafter disclosing the confidential information shall be referred to as the “Disclosing Party” & the party receiving confidential information shall be referred to as the “Receiving Party”.,8
"Appendix A Operational Characteristics and Features Part II Annexure I Undertaking to comply with Essential Parameters ‘B’ Appendix B Compliance Table Appendix C Warranty Clause Part I Appendix D Terms and Conditions of Offsets Annexure I Undertaking to comply with Offset obligations Annexure II Format for submitting Technical Offset offer Annexure III Format for submitting Commercial Offset offer Appendix E Information Proforma Appendix F Transfer of Technology (ToT) Annexure I Specimen format for providing delivery schedule Annexure II Documentation details to be provided by OEM Annexure III Specimen format for providing Price information Appendix G Guidelines and Conditions for Establishing Maintenance & Infrastructure with an Indian Firm Appendix H Preliminary Project report (PPR) Part II Appendix J Certificate: Malicious Code Appendix K Repair and Maintenance Philosophy Annexure I Manufacture’s Recommended list of Spares Annexure II List of SMT/STEs, Jigs, Fixture and Infrastructure Annexure III Technical Literature Annexure IV Training Aggregates Appendix L Trial Methodology Appendix M Commercial Clauses Part III Annexure I Guidelines for protecting ERV in contracts Annexure II Bank Guarantee Format for Advance Annexure III Bank Guarantee Format for Performance –cum- Warranty Annexure IV Indemnity Bonds for Performance-cum Warranty Annexure V Format for Additional Bank Guarantee for Essential Parameter-B cases Annexure VI Format for extension of Delivery Period/Performance Notice Annexure VII Delivery Schedule and Stages of Payment Annexure VIII Guidelines for Price Variation Clause Appendix N Bid Evaluation and Acceptance Criteria",7
"The obligations contained in this Section 2 will not apply to the extent that either Party can demonstrate that the Confidential Information: (a) was part of the public domain at the time of disclosure or properly became part of the public domain, by publication or otherwise; (b) was rightfully acquired by Receiving Party prior to disclosure by Disclosing Party; (c) was independently developed by Receiving Party or its Representatives without reference to the Confidential Information; or (d) is required to be disclosed by a government agency or by a proper court of competent jurisdiction; provided, however, that Receiving Party and its Representatives shall provide Disclosing Party prompt prior written notice of such requirement, shall consult with and assist Disclosing Party in obtaining a protective order prior to such disclosure, and shall only disclose the portion of Confidential Information which it has been advised by written opinion of counsel is legally required to be disclosed and shall use its best efforts to obtain assurance that confidential treatment will be accorded such information if the protective order is not obtained or if Disclosing Party waives disclosure of such information.",7
"The Receiving Party shall, upon the request of the Disclosing Party or upon the termination of this Agreement, return to the Disclosing Party all Confidential Information, including drawings, documents, reports and other tangible manifestations of Confidential Information received by the Receiving Party pursuant to this Agreement, together with all copies and reproductions thereof.",6
The venue of arbitration in India shall be (please choose the venue of dispute resolution as the city) or where the services are provided.,6
"Neither Party shall use the other’s name, trademarks, proprietary words or symbols or disclose under this Agreement in any publication, press release, marketing material, or otherwise without the prior written approval of the other.",6
"The Receiving Party may disclose Confidential Information to the extent such disclosure is required by law, rule, regulation or legal process; provided however, that, to the extent practicable, the Receiving Party shall give prompt written notice of any such request for such information to the Disclosing Party, and agrees to co-operate with the Disclosing Party, at the Disclosing Party’s expense, to the extent permissible and practicable, to challenge the request or limit the scope there of, as the Disclosing Party may reasonably deem appropriate.",6
"The Receiving Party shall indemnify the Disclosing Party for all costs, expenses or damages that Disclosing Party incurs as a result of any violation of any provisions of this Agreement.",6
"Within seven (7) days of a written request by the Disclosing Party, the Receiving Party shall return/destroy (as may be requested in writing by the Disclosing Party or upon expiry and or earlier termination) all originals, copies, reproductions and summaries of Confidential Information provided to the Receiving Party as Confidential Information.",6
The proceedings of arbitration shall be conducted in English language and the arbitration award shall be substantiated in writing and binding on the parties.,6
"Any dispute or claim arising out of or in connection herewith, or the breach, termination or invalidity thereof, shall be settled by arbitration in accordance with the provisions of Procedure of the Indian Arbitration & Conciliation Act, 1996, including any amendments thereof.",6
Ownership of Materials/No Warranty,6
C Bi-Annual Review & Monitoring Committee (BRMC) and Apex Board (AB) CHAPTER V- FAST TRACK PROCEDURE A Statement of Case for Proposal under Fast Track Procedure B Time Frame Under FTP CHAPTER VI- STANDARD CONTRACT DOCUMENT I Statement of Prices and Quantities and Payment Stages II A Technical Specification II B Requirement and Scope of AMC/CMC/PBL/LCSC III Statement of Work and Delivery Schedule IV Bank Guarantee Format for Advance Payment Bank Guarantee IV (A) Bank Guarantee Format for Performance-Cum-Warranty Bank Guarantee IV (B) Bank Guarantee Format for Additional Bank Guarantee for Essential Parameter- B Cases IV (C) Indemnity Bond for Performance-Cum-Warranty V Modifications to be incorporated as per Requirements of the Service HQ VI Certificate of Conformity VII Quantity Claim VIII Quality Claim IX Price Breakdown of Supplies and Services X Letter of Credit CHAPTER VII - REVITALISING DEFENCE INDUSTRIAL ECOSYSTEM THROUGH STRATEGIC PARTNERSHIPS A Ownership Structure B Minimum Qualifying Criteria C Procurement Process for Cases under Strategic Partnership (SP) Model D Terms of Reference for Empowered Project Committees CHAPTER VIII-ACQUISITION OF SYSTEMS PRODUCTS AND ICT SYSTEMS A Flowchart for Acquisition of Systems & ICT Projects,6
"If any provision of this Agreement shall be held by a court of competent jurisdiction to be illegal, invalid or unenforceable, the remaining provisions shall remain in full force and effect.",6
"(ii) Information such as (i) intellectual property information; (ii) technical or business information or material not covered in (i); (iii) proprietary or internal information relating to the current, future and proposed products or services of NABARD including, financial information, process/flow charts, business models, designs, drawings, data information related to products and services, procurement requirements, purchasing, customers, investors, employees, business and contractual relationships, business forecasts, business plans and strategies, information the Parties provide regarding third parties; (iv) information disclosed pursuant to this agreement including but not limited to Information Security policy and procedures, internal policies and plans and Organization charts etc.; and (v) all such other information which by its nature or the circumstances of its disclosure is confidential (iii) “Intellectual Property Rights” means any patent, copyright, trademark, trade name, design, trade secret, permit, service marks, brands, propriety information, knowledge, technology, licenses, databases, computer programs, software, know-how or other form of intellectual property right, title, benefits or interest whether arising before or after the execution of this Contract and the right to ownership and registration of these rights.",5
"The responsibility for contract administration (preparation and distribution of contract document as per terms of RFP) and management (ensuring timely payments and deliveries, management of guarantees, quality assurance, extensions and contract amendments, Contract closure/termination, arbitration and any other issue) would be that of the SHQ concerned.",5
"If an Indian Bidder acquires the sole ownership of a proprietary software by way of acquisition/ one-time buy-out or any similar means and becomes the sole owner of Intellectual Property Rights (IPRs), such software can be considered as indigenous to the extent of the value of its utilization in the current contract, provided an undertaking is given that the Seller shall maintain the ownership of the software throughout the contract period.",5
"2 Giving or offering of any gift, bribe or inducement or any attempt at any such act on behalf of the seller towards any officer/employee of the buyer or to any other person in a position to influence any officer/employee of the Buyer for showing any favour in relation to this or any other contract, shall render the Seller to such liability/penalty as the Buyer may deem proper, including but not limited to termination of the contract, imposition of penal damages, forfeiture of the Bank Guarantee and refund of the amounts paid by the Buyer.",5
"NON-DISCLOSURE AGREEMENT (NDA) For purposes of this Undertaking and any documents relating to or purportedly executed in connection with the TDF Scheme, the term “Confidential Information” shall be read to mean, with respect to either party, any and all information in written, representational, electronic, verbal or other form relating directly or indirectly to the present or potential business, operation or financial condition of or relating to the Parties, excluding any such information which (i) is known to the public (through no act or omission of the receiving party in violation of this Agreement); (ii) is lawfully acquired by the receiving party from an independent source having no obligation to maintain the confidentiality of such information; (iii) was known to the receiving party prior to its disclosure under this ; (iv) was or is independently developed by the receiving party without breach of this Agreement; or (v) is required to be disclosed by governmental or judicial order, in which case the party so required shall give the other party prompt written notice, where possible, and use reasonable efforts to ensure that such disclosure is accorded confidential treatment and also to enable such other party to seek a protective order or other appropriate remedy at such other party’s sole costs.",5
"CONFIDENTIAL INFORMATION For purposes of this Agreement, “Confidential Information” means and includes all information or material that has or could have commercial value or other utility in the business in which Parties are engaged and any data or information that is proprietary to the Parties and not generally known to the public, whether in tangible or intangible form, whenever and however disclosed, including, but not limited to: Any Trade Secrets, Proprietary documents, business plans, process, structure or practices; Any marketing strategies, plans, financial information, or projections; operations, sales estimates, business plans and performance results relating to the past, present or future business activities of such party, its affiliates, subsidiaries and affiliated companies; Any information related to the cost of project execution or delivery of service; Plans for products or services, and client or partner lists; Anyalgorithm, software, design, process, procedure, formula, source code, object code, flow charts, databases, improvement, technology or method; Any concepts, reports, data, know-how, works-in-progress, designs, development tools, specifications; Any invoices, bills, e-mail communications, mobile text communications, and any other communication related to the projects, products or services undertaken by either of the Parties for the other Party or on the behalf of the other Party or its vendors; Any other information that should reasonably be recognized as confidential information of the other Party.",5
"This part consists of the general requirement of the Goods (also referred as equipment/systems/deliverables) and Services, hereafter collectively referred as ‘Deliverables’, the numbers required, the time frame for deliveries, conditions of usage and maintenance, requirement for training, Engineering Support Package (ESP), Offset obligations and warranty/guarantee conditions, etc.",5
"EXCEPTIONS TO CONFIDENTIAL INFORMATION The foregoing restrictions on each party's use or disclosure of Confidential Information shall not apply to the Confidential Information that the Receiving Party can demonstrate that such Confidential Information – (i) was independently developed by or for the Receiving Party without reference to the Information, or was received without restrictions; or (ii) has become generally available to the public without breach of confidentiality obligations of the Receiving Party; or (iii) was in the Receiving Party's possession without restriction or was known by the Receiving Party without restriction at the time of disclosure; or (iv) is the subject of a subpoena or other legal or administrative demand for disclosure; provided, however, that the Receiving Party has given the disclosing party prompt notice of such demand for disclosure and the Receiving Party reasonably cooperates with the disclosing party's efforts to secure an appropriate protective order; or (v) is disclosed with the prior consent of the disclosing party; or (vi) was in its possession or known to it by being in its use or being recorded in its files or computers or other recording media prior to receipt from the disclosing party and was not previously acquired by the Receiving Party from the disclosing party under an obligation of confidence; or (vii) the Receiving Party obtains or has available from a source other than the disclosing party without breach by the Receiving Party or such source of any obligation of confidentiality or non-use towards the disclosing party.",5
"1 Disclosing Party shall make no representations or warranties, express or implied, as to the quality, accuracy and completeness of the Confidential Information, and Recipient (on behalf of itself and its representatives) expressly acknowledge the inherent risk or error in the acquisition, processing, and interpretation of geological and geophysical data.",5
"If, in the absence of a protective order or other remedy or the receipt of a waiver, and if one party is nonetheless, legally compelled to disclose Confidential Information, such party may, without liability hereunder, disclose to such court or tribunal only that portion of the Confidential Information which such counsel advises it is legally required to be disclosed, provided that such party shall use its best efforts to preserve the confidentiality of the Confidential Information, including, without limitation, by cooperating with the other party to obtain an appropriate remedy or other reliable assurance that confidential treatment will be afforded the Confidential Information by such tribunal.",5
"2 Giving or offering of any gift, bribe or inducement or any attempt at any such act on behalf of the SELLER towards any officer/employee of the BUYER or to any other person in a position to influence any officer/employee of the BUYER for showing any favor in relation to this or any other Contract, shall render the SELLER to such liability/penalty as the BUYER may deem proper, including but not limited to termination of the Contract, imposition of penal damages, forfeiture of the Bank Guarantee and refund of the amounts paid by the BUYER.",5
"Cost of supply of MRLS-B&D spares, up to 15% (excluding levies, taxes and handling charges, transportation, insurance, service tax on handling charges etc) of the basic cost of the vessel, cost of Services towards commissioning, setting to work (STW), testing and tuning spares and cost of on board spares (MRL-OBS) for onboard scheduled servicing and maintenance of all equipment falling due up to two years of operation of the vessel after warranty period, may also be included in the Estimated Cost, as applicable.",5
"The Receiving Party understands and agrees that neither the Disclosing Party nor any of its directors, officers, employees, agents, advisors or representatives (i) have made or make any representation, warranty or guaranty, expressed or implied, as to the accuracy or completeness of the Confidential Information or (ii) shall have any liability, responsibility or obligation to Receiving Party or its affiliates relating to or resulting from the use of the Confidential Information or any errors therein or omissions therefrom.",5
"The Parties further acknowledge and agree that no representation or warranty, express or implied, is or will be made, and no responsibility or liability is or will be accepted by either Party, or by any of its respective directors, officers, employees, agents or advisers, as to, or in relation to, the accuracy of completeness of any Confidential Information made available to the other Party or its advisers; it is responsible for making its own evaluation of such Confidential Information.",5
ARTICLE 17 JOINT RECEIPT INSPECTION (JRI) IN INDIA ARTICLE 18 WARRANTY CLAUSE ARTICLE 19 INDIGENOUS CONTENT (IC) ARTICLE 20 CLAIMS ARTICLE 21 TAXES AND DUTIES ARTICLE 22 TERMINATION ARTICLE 23 LAW ARTICLE 24 ARBITRATION ARTICLE 25 PENALTY FOR USE OF UNDUE INFLUENCE ARTICLE 26 AGENTS ARTICLE 27 FORCE MAJEURE ARTICLE 28 NON DISCLOSURE OF CONTRACT DOCUMENTS ARTICLE 29 NOTICES ARTICLE 30 TRANSFER AND SUB-LETTING,5
"24A.2 Any dispute, disagreement of question arising out of or relating to this Contract or relating to construction or performance (except as to any matter the decision or determination whereof is provided for by these conditions), which cannot be settled amicably, shall within sixty (60) days or such longer period as may be mutually agreed upon, from the date on which either party informs the other in writing by a notice that such dispute, disagreement or question exists, will be referred to the Arbitration Tribunal consisting of three arbitrators.",4
The arbitration proceedings shall be completed within a period of one hundred and eighty (180) days from the date of reference of the dispute to arbitration.,4
"video terminal display) or on magnetic media, and including all proprietary information, customer & prospect lists, trade secrets, trade names or proposed trade names, methods and procedures of operation, business or marketing plans, licensed document know-how, ideas, concepts, designs, drawings, flow charts, diagrams, quality manuals, checklists, guidelines, processes, formulae, source code materials, specifications, programs, software packages, codes and other intellectual property relating to Auditee products and services.",4
"For a period of (in words) (in no.) years after the termination of this Agreement, the Vendor agrees that he will not solicit for work, provide service or advice or assist others with the opportunity to do the same, any Client of any Entity in the specified reasonable geographical limit.",4
The action regarding claims due to deficiency of quantity noticed during the JRI and quality for defect or deficiency noticed during the JRI or during warranty period shall as per Article 20 of the SCD.,4
The deliverables supplied shall carry a warranty for ___months/years/operational hours (not to be left blank).,4
"'Marketing and Development Information' which includes marketing and development plans of the Information Provider, price and cost data, price and fee amounts, pricing and billing policies, quoting procedures, marketing techniques and methods of obtaining business, forecasts and forecast assumptions and volumes, and future plans and potential strategies of the Information Provider which have been or are being discussed; 'Business Operations' which includes internal personnel and financial information of the Information Provider, vendor names and other vendor information (including vendor characteristics, services and agreements), purchasing and internal cost information, internal services and operational manuals, external business contacts including those stored on social media accounts or other similar platforms or databases operated by the Information Provider, and the manner and methods of conducting the Information Provider's business; 'Product Information' which includes all specifications for products of the Information Provider as well as work product resulting from or related to work or projects of the Information Provider, of any type or form in any stage of actual or anticipated research and development; 'Production Processes' which includes processes used in the creation, production and manufacturing of the work product of the Information Provider, including but not limited to, formulas, patterns, moulds, models, methods, techniques, specifications, processes, procedures, equipment, devices, programs, and designs; 'Service Information' which includes all data and information relating to the services provided by the Information Provider, including but not limited to, plans, schedules, manpower, inspection, and training information; 'Proprietary Computer Code' which includes all sets of statements, instructions or programs of the Information Provider, whether in human readable or machine readable form, that are expressed, fixed, embodied or stored in any manner and that can be used directly or indirectly in a computer ('Computer Programs'); any report format, design or drawing created or produced by such Computer Programs; and all documentation, design specifications and charts, and operating procedures which support the Computer Programs; 'Computer Technology' which includes all scientific and technical information or material of the Information Provider, pertaining to any machine, appliance or process, including but not limited to, specifications, proposals, models, designs, formulas, test results and reports, analyses, simulation results, tables of operating conditions, materials, components, industrial skills, operating and testing procedures, shop practices, know-how and show-how; 'Accounting Information' which includes, without limitation, all financial statements, annual reports, balance sheets, company asset information, company liability information, revenue and expense reporting, profit and loss reporting, cash flow reporting, accounts receivable, accounts payable, inventory reporting, purchasing information and payroll information of the Information Provider; and Confidential Information will also include any information that has been disclosed by a third party to the Information Provider and is protected by a non-disclosure agreement entered into between the third party and the Information Provider.",4
"If a particular equipment/goods fails frequently and/or, the cumulative down time exceeds ____% of the warranty period or a common defect is noticed in more than_____% of the quantity of goods with respect to a particular item/component/sub- component, that complete item/equipment shall be replaced free of cost by the SELLER within a stipulated period of______days of receipt of the notification from the BUYER duly modified/upgraded through design improvement in all equipment supplied/yet to be supplied and ESP supplied/yet to be supplied.",4
"If the next stage of work cannot be executed by the supplier due to delay on the part of the buyer in providing requisite infra/ associated system/ platform for STW, Commissioning and Acceptance trials in a reasonable time, the payment terms should cater for making certain part of the associated stage payment (even before accomplishing requisite work), against submission of bank guarantee for equal amount and firm undertaking from the supplier that they will fulfil all the obligations immediately on availability of requisite infra/ associated system/ platform.",4
"5 If a particular equipment/goods fails frequently and/or, the cumulative down time exceeds _ _ % of the warranty period or a common defect is noticed in more than % of the quantity of goods with respect to a particular item/component/sub-component, that complete item/equipment shall be replaced free of cost by the SELLER within a stipulated period of days of receipt of the notification from the BUYER duly modified/upgraded through design improvement in all equipment supplied/yet to be supplied and ESP supplied and yet to be supplied.",4
"If any provision of this Agreement is held to be invalid, illegal, or unenforceable, the validity, legality, and enforceability of the remaining provisions shall not in any way by affected or impaired.",4
"IN WITNESS WHEREOF, the parties hereto have executed this Non Confidentiality Agreement as of the Effective Date first above written.",4
"6 SELLER shall associate technical personnel of maintenance agency and QA of BUYER during warranty repair and shall provide complete details of defect, reasons and remedial actions for averting recurrence of such defects.",4
"IN WITNESS WHEREOF, the parties hereto have executed this Non-Compete Agreement as of the date first above written.",4
"5 PERMITTED DISCLOSURE BY RECIPIENT 5.1 Recipient may disclose Confidential Information to the extent the Confidential Information must be disclosed under applicable law, including by stock exchange regulations upon which the shares of Recipient or its Affiliated Company are quoted or by a governmental order, decree, regulation or rule or by order of any competent court, provided that Recipient shall give prompt written notice to Disclosing Party prior to such disclosure and so far as is practicable to do so the Recipient shall consult with the Disclosing Party prior to such disclosure with a view to agreeing its timing and content.",4
"The arbitration tribunal shall be composed of a sole arbitrator, and such arbitrator shall be appointed mutually by the Parties.",4
"During the period of Warranty, the SELLER would undertake all preventive and corrective maintenance as required for CAMC (this clause is to be included in cases where no maintenance training is envisaged).",4
"In the event either Party receives a summons or other validly issued administrative or judicial process requiring the disclosure of Confidential Information of the other Party, the Receiving Party shall promptly notify the Disclosing Party.",4
"The Receiving Party shall indemnify and hold harmless the Disclosing Party from and against any action, claim or proceeding and any loss, damage, costs, expenses or liabilities arising out of any such action, claim or proceeding, brought by any third party pursuant to any unauthorized disclosure or use of any information by the Receiving Party, or by any person for whom the Receiving Party is responsible under this Agreement, or pursuant to any breach of any undertaking, warranty or representation contained in this Agreement.",4
"The Seller will not be entitled to claim any compensation against such termination and, if any payment is due to the Seller for maintenance services already performed, the same would be paid as per the contract terms.",4
"The SELLER also undertakes to diagnose, test, adjust, calibrate and repair/replace the goods/equipment arising due to accidents by neglect or misuse by the operator or damage due to transportation of the goods during the warranty period, at the cost mutually agreed to between the BUYER and the SELLER.",4
"2.1 require Recipient to return or caused to destroy Confidential Information other than the Derived Confidential Information, immediately 7.2.2 terminate the Agreement immediately, if the breach is not cured within 15 days of notice to be given under this clause of 7.2.",4
"The rights and obligations of party cannot be transferred to a third party without the prior written consent of the other party, except to successor by way of merger, acquisition etc.",4
The rights and obligations of party cannot be transferred to a third party without the prior written,4
"5B.4 In case of failure of the SELLER to deliver the deliverables to the Buyer or inordinate delay in the said delivery leading to Termination of the Contract in accordance with Article 22.1, the SELLER undertakes to return payments received against dispatch.",4
"The System Integrator is aware and confirms that the information, data and other documents made available in the Agreement /Contract and thereafter regarding the services delivered in this RFP or otherwise shall remain confidential.",4
"The Vendor agrees to keep all Confidential Information strictly confidential and not to disclose, directly or indirectly, any Confidential Information to any third party without the prior written consent of the Entity and both the “Parties” may share the confidential information received with such employees, who require it to fulfil the objective of this agreement.",4
A 30 days notice is to be provided for the purpose.,4
"5A.14 In case of failure of the SELLER to deliver the deliverables to the Buyer or inordinate delay in the said delivery leading to Termination of the Contract in accordance with Article 22.1, the SELLER undertakes to return the payments received against dispatch.",4
DPSUs/JV with DPSUs/PSUs/Government Entity may furnish Indemnity Bonds instead of Bank Guarantees towards Advance Payment Bank Guarantee and Performance- cum-Warranty Bank Guarantee as given in Annexure IV to Appendix M.,4
Each copy shall have equal legal effect.,4
"24B.2 Any dispute, disagreement of question arising out of or relating to this Contract or relating to construction or performance (except as to any matter the decision or determination whereof is provided for by these conditions), which cannot be settled amicably, shall within sixty (60) days or such longer period as may be mutually agreed upon, from the date on which either party informs the other in writing by a notice that such dispute, disagreement or question exists, will be referred to the Arbitration Tribunal consisting of three arbitrators.",4
"Neither Party shall conceal, alter, obliterate, mutilate, deface or otherwise interfere with any trademark, trademark notice, copyright notice, confidentiality notice or any notice of any other proprietary right of the other Party on any copy of the Confidential Information, and shall reproduce any such mark or notice on all copies of such Confidential Information.",4
"Neither party shall indemnify the other party hereto for any liability resulting from infringement of patent, copyright or trademark of a third party caused by the use of any Proprietary Material transferred pursuant to the Agreement.",4
"WARRANTY AS TO ACCURACY OR COMPLETENESS OF THE INFORMATION The BRPL makes no representation or warranty as to the accuracy or completeness of the CONFIDENTIAL INFORMATION disclosed to the VENDOR, and accordingly no liability accrues to the BRPL for any damage, injury or loss resulting from the use of the CONFIDENTIAL INFORMATION.",4
"Confidential Information covered by the agreement for the product ""QWE"" and the design and specifications ""RTY"" developed by OFDC may include but is not limited to: c.",4
"The Receiving Party shall have no obligations or restrictions with respect to any Proprietary Information for which the Receiving Party can prove that: a) is in or which comes into the public domain otherwise than as a result of a breach of this Agreement by any person to whom a disclosure of Proprietary Information is made as permitted under this Agreement or of any other duty of confidentiality relating to the Proprietary Information of which the Receiving Party has knowledge; or b) it has been in its possession without restriction at the time of the disclosure, as evidenced by written documentation in its files; or c) it has been lawfully received from a third Party without breach of this Agreement; or d) it has been or is published without violation of this Agreement; or e) disclosure of such proprietary information is required by Law or by a court of competent jurisdiction.",4
The Receiving Party shall protect the Confidential Information in the same manner as it would protect its own confidential information.,4
"Confidential information shall include, without limitation, any materials, trade secrets, network information, configurations, trademarks, brand name, know-how, business and marketing plans, financial and operational information, and all other non-public information, material or data relating to the current and/ or future business and operations of the Disclosing Party and analysis, compilations, studies, summaries, extracts or other documentation prepared by the Disclosing Party.",4
Confidential Information shall at all times remain the property of the Disclosing Party and may not be copied or reproduced by the Receiving Party without the Disclosing Party’s prior written consent.,4
"The third part of the RFP outlines the commercial aspects of the procurement, including clear statements on Payment Terms, Performance-cum-Warranty Guarantees, and Additional Bank Guarantee in respect of Essential Parameters-B (if applicable) and Guarantees against Warranty Services to be performed by the supplier.",4
The Parties shall protect the confidentiality of each other’s Confidential Information in the same manner as they protect the confidentiality of their own proprietary and confidential information of similar nature.,4
"The Party has to appoint representative(s) authorized for disclosing & receiving confidential information, under information in writing, to the other Party.",4
The Performance-cum-Warranty Indemnity bond shall remain valid for a period of three months beyond the warranty period.,4
"Definition of Confidential Information: ""Confidential Information"" refers to any and all information, whether written, oral, or in any other form, disclosed by the Entity to the Vendor, including but not limited to trade secrets, client lists, business plans, financial information, marketing strategies, technical documentation, product designs, and any proprietary knowledge not generally available to the public.",4
The SELLER also warrants that the special oils and lubricants required for the warranty repair of the equipment shall be provided by the SELLER himself.,4
"Wherever the context requires, the Party disclosing the confidential information shall be referred to as the “Disclosing Party” and the Party receiving the confidential information shall be referred to as the “Receiving Party”.",4
"Confidential Information shall include any financial, business, proprietary or technical information of the Disclosing Party.",4
"The Receiving Party shall be liable to the Disclosing Party for such loss, damage, costs, expenses or liabilities arising out of any such action, claim or proceeding, brought by any third party pursuant to any unauthorized disclosure or use of any information by the Receiving Party, or by any person for whom the Receiving Party is responsible under this Agreement, or pursuant to any breach of any undertaking, warranty or representation contained in this Agreement as awarded by a court of competent jurisdiction.",4
"The Receiving Party shall refrain from disclosing, reproducing, summarising and/or distributing Confidential Information and confidential materials of the Disclosing Party except in connection with the Proposed Transaction.",4
"Notwithstanding anything contained herein, the obligation as to confidentiality herein shall not apply to the following, provided the VENDOR can establish the same with a competent proof, that: a) the CONFIDENTIAL INFORMATION was already in the knowledge of the VENDOR, before its disclosure by the BRPL; b) the CONFIDENTIAL INFORMATION, at the time of its disclosure by the BRPL to the VENDOR, was in public domain; c) the CONFIDENTIAL INFORMATION became a part of public domain, after its disclosure by the BRPL to the VENDOR, either by publication or otherwise, except through the breach of this Agreement.",4
