clause_id,file_name,paragraph_index,agreement_type,clause_type,matched_keywords,match_count,match_score,confidence,char_len,token_count,clause_text
b0aec1f8-bb06-458e-a90c-8ef906da8532,emp_004.txt,62,employment,termination,,0,0.0,low,297,51,"d Your employment may be terminated by the Company in the following manner: 8.d.i During the probationary period, your employment may be terminated by the Company without notice or with notice required by law as then in effect, whichever is greater, or by payment of base salary in lieu of notice."
5f511867-9457-4af3-a7b8-0c587b08f93e,emp_016.txt,11,employment,confidentiality,,0,0.0,low,372,60,"Confidentiality You will not, at any time, during the employment or after, without the consent of the Management disclose or divulge or make public, except on legal obligations, any information regarding the Company’s affairs or administration or research carried out, whether the same is confided to you or becomes known to you in the course of your service or otherwise."
7877225b-e10d-428b-aa79-d52d1a8d310b,emp_016.txt,24,employment,termination,,0,0.0,low,136,23,"However, on confirmation the services can be terminated from either side by giving one month (30 days) notice or salary in lieu thereof."
11923bc0-7f88-4791-9d44-fdaccea1a6dc,emp_016.txt,27,employment,termination,,0,0.0,low,124,17,"Notwithstanding the above condition, the contract of service may also be terminated because of under mentioned stipulations."
f78dab07-fac3-4bcf-b0b4-1c7d19118737,emp_007.txt,289,service,force_majeure,,0,0.0,low,135,23,You warrant that you are not prevented by a court or by any other administrative or judicial order from enrolling under this agreement.
b12d2ee2-a247-4606-b154-01a569737f13,emp_009.txt,9,service,force_majeure,,0,0.0,low,276,45,"We look forward to having a long and fruitful relationship with you at WILP, Wish you all the best! Yours sincerely, For Wipro Limited, Aparna Shailen General Manager - Human Resources Endorsement I accept the enrolment and the terms and conditions thereof as specified below."
d7e79c10-e325-450c-bdc7-d9136d3a65d5,emp_009.txt,33,service,force_majeure,,0,0.0,low,100,15,"In addition to the above, you are also eligible for medical insurance cover towards hospitalization."
91c3cf48-9b53-434a-92f8-6f093ffe8f38,emp_009.txt,34,service,force_majeure,,0,0.0,low,127,21,"You are eligible for a floater coverage of Rs 2, 00,000 per annum for family (self, spouse & children) towards hospitalization."
8bf1da75-7079-46e4-a06e-45c52249ecc5,emp_009.txt,35,service,force_majeure,,0,0.0,low,141,20,There will be a deduction from your monthly scholarship/stipend depending on your marital/family status towards the base sum insured premium.
706c51fa-41e5-4eec-88c7-e0cafaf22397,emp_009.txt,66,rental,maintenance,,0,0.0,low,99,15,This is offered by Wipro’s - Talent Transformation Department to all campus and off-campus selects.
8ad0dc67-412c-46b8-9f68-d18c1cedaf26,emp_009.txt,72,service,force_majeure,,0,0.0,low,237,29,"Course specialization includes but is not limited to Software Systems, Software Engineering, Information Technology, Computing Systems and Infrastructure Management, Data Analytics, IoT, Cloud, Digital & Cyber security, Embedded Systems."
a0efefd0-2a5a-491d-a6ae-5516cd51f2d4,emp_007.txt,227,service,force_majeure,,0,0.0,low,71,11,This is critical and Company has zero tolerance towards any deviations.
4a08adf7-f526-4b1c-b2e7-285d5ed9d888,emp_007.txt,236,employment,confidentiality,,0,0.0,low,199,32,"In consideration of the opportunities, trainings and access to new techniques and know-how that will be made available to you, you will be required to comply with the Confidentiality Policy of Wipro."
dadc5bb6-54a0-4b7a-9727-a640130531ad,emp_007.txt,240,service,force_majeure,,0,0.0,low,589,86,"In connection with your association with Wipro as part of the WILP and during the term of your association upon conception or creation, you shall disclose and assign to Wipro as its exclusive property, all inventions, ideas, concepts, discoveries, techniques, and improvements (including without limitation legal documents, training materials, computer software and associated materials) developed or conceived by you solely or jointly with others (whether or not during business or academic session hours), and shall comply with the Policies of Wipro in relation to Intellectual Property."
271dfa29-a9af-4b64-831e-923922e7f05e,emp_007.txt,241,service,force_majeure,,0,0.0,low,383,56,"During the period of academic study, if you develop or conceptualize inventions, ideas, concepts, discoveries, techniques and improvements (including without limitation computer software) solely or jointly with others in relation to the operation of the WILP Wipro, such developments will be fully communicated to the WILP academy and will be the sole intellectual property of Wipro."
6d70792a-90d6-4e56-9e95-d807945c884d,emp_007.txt,245,employment,confidentiality,,0,0.0,low,198,32,"In consideration of the opportunities, training and access to new techniques and know-how that will be made available to you, you will be required to comply with the Confidentiality Policy of Wipro."
aa21fa9a-3721-4cd1-8497-69e1512a8dbf,emp_007.txt,251,service,force_majeure,,0,0.0,low,571,80,"Assignment of Intellectual Property In connection with your enrolment and during the term of your enrolment, upon conception or creation, you shall disclose and assign to Wipro as its exclusive property, all inventions, ideas, concepts, discoveries, techniques, and improvements (including without limitation legal documents, training materials, computer software and associated materials) developed or conceived by you solely or jointly with others (whether or not during business hours), and shall comply with the Policies of Wipro in relation to Intellectual Property."
ed21bc9a-f4d1-4489-81ec-02b44aa90225,emp_005.txt,45,employment,confidentiality,,0,0.0,low,831,122,"This offer of employment and your commencement and continuation of employment with the Company is conditional upon: (a) where relevant, the obtaining of all required employment and/or visa approvals from the relevant government authorities to enable you to work with the Company; (b) Company’s satisfaction with the results of any required reference and background checks as well as verification of your employment and salary history; and (c) your full and complete disclosure to the Company of any and all agreements (non-competition, non-solicitation, employment, confidentiality or otherwise) with any prior employer, clients, principals, partners or others which in any way limit you either contractually or otherwise from engaging in any business activities required or contemplated by the Company in this offer of employment."
46da63a9-6201-477f-aa33-1978a43831fd,emp_005.txt,47,service,force_majeure,,0,0.0,low,95,20,"We are pleased to have you as a member of the Company, and we look forward to working with you."
e4afca7c-245c-4717-ae5f-3cae5eda9693,emp_005.txt,48,service,force_majeure,,0,0.0,low,68,14,We hope you will find the Company a great and rewarding place to be.
e3704d8f-05a5-485b-852d-a1a9a9f257da,emp_005.txt,49,employment,confidentiality,,0,0.0,low,193,29,"To indicate your acceptance of this offer, please review, sign and return one copy of this offer letter along with the signed Tekion Employee Invention Assignment and Confidentiality Agreement."
89becca0-1b8c-4d8f-9e8e-d62d630c0852,emp_005.txt,54,service,scope_of_work,,0,0.0,low,86,12,"Best regards, Sowmya Mallaiah Director - Human Resources, Tekion India Private Limited"
b14aa0b1-e374-4d43-94f3-caf19e0aaa84,emp_006.txt,0,service,force_majeure,,0,0.0,low,42,5,Name: Khushboo Position: Software Engineer
c7d8b5a7-d1aa-4fa9-9dd8-fe669967df11,emp_018.txt,9,service,force_majeure,,0,0.0,low,36,7,We look forward to working with you.
bced4b21-233d-4adc-98a8-1f8eb30b9c08,emp_020.txt,7,service,force_majeure,,0,0.0,low,72,14,We look forward to welcoming you as a new employee at YOUR COMPANY NAME.
b3a119e5-240c-4b88-aece-c29ae89153ec,emp_021.txt,2,service,force_majeure,,0,0.0,low,93,15,"As you are aware, your employment with the organisation was subject to a probationary period."
8cc401a2-8667-4b01-8a28-c9a605038894,emp_014.txt,48,service,dispute_resolution,,0,0.0,low,78,13,All disputes shall be subject to the jurisdicCon of [High Court] [State] only.
559d96ba-f6bc-4cc2-99a7-c1e7ca0d6b0e,emp_014.txt,51,service,force_majeure,,0,0.0,low,86,15,"We welcome you, and look forward to receiving your acceptance and to working with you."
49b9472b-682f-49f2-b726-d210b805b083,emp_015.txt,11,employment,obligations,,0,0.0,low,372,60,"Confidentiality You will not, at any time, during the employment or after, without the consent of the Management disclose or divulge or make public, except on legal obligations, any information regarding the Company’s affairs or administration or research carried out, whether the same is confided to you or becomes known to you in the course of your service or otherwise."
c5219e1b-6801-421f-aa14-744a3db7afad,emp_015.txt,11,employment,confidentiality,,0,0.0,low,372,60,"Confidentiality You will not, at any time, during the employment or after, without the consent of the Management disclose or divulge or make public, except on legal obligations, any information regarding the Company’s affairs or administration or research carried out, whether the same is confided to you or becomes known to you in the course of your service or otherwise."
6d1ad205-0a58-4fcf-b56f-969e8cb498f8,emp_015.txt,24,employment,termination,,0,0.0,low,136,23,"However, on confirmation the services can be terminated from either side by giving one month (30 days) notice or salary in lieu thereof."
a8a3cd9a-c728-4b1e-890e-de53b8f18839,emp_015.txt,27,employment,termination,,0,0.0,low,124,17,"Notwithstanding the above condition, the contract of service may also be terminated because of under mentioned stipulations."
a3628b8c-bab1-4d5b-b070-703b0a0e4a89,emp_016.txt,11,employment,obligations,,0,0.0,low,372,60,"Confidentiality You will not, at any time, during the employment or after, without the consent of the Management disclose or divulge or make public, except on legal obligations, any information regarding the Company’s affairs or administration or research carried out, whether the same is confided to you or becomes known to you in the course of your service or otherwise."
8361860f-1028-4cae-9eb0-86c714c10c1b,emp_004.txt,71,employment,termination,,0,0.0,low,156,25,"No Conflict of Interest 9.a You represent and warrant that as of the Commencement Date, you will have terminated your employment with any previous employer."
2af9ee18-49ad-41c1-832a-68c453c44247,emp_004.txt,71,service,force_majeure,,0,0.0,low,156,25,"No Conflict of Interest 9.a You represent and warrant that as of the Commencement Date, you will have terminated your employment with any previous employer."
9a58baf4-b9ef-439e-a0a3-c2c160c80eb1,emp_004.txt,72,service,force_majeure,,0,0.0,low,268,43,"b You represent and warrant that you have not entered into any previous or contemporaneous agreements which may be in conflict with the terms and conditions of this Agreement, or which would preclude you from fully performing your job responsibilities for the Company."
3f08f091-1492-46fc-973c-90b5a213592b,emp_004.txt,74,employment,obligations,,0,0.0,low,565,87,"c During your employment with the Company, you agree not to engage in any other employment, occupation, or consulting directly related to the business in which GOC or Google is now involved or becomes involved during the term of your employment, nor engage in any other activities that may conflict with your obligations to the Company, including but not limited to, employment outside of the Company, membership on Boards of Directors or Advisory Boards, personal investments or establishing, maintaining or servicing business relationships with family or friends."
88f866fd-0240-4019-9e34-e37bf0d79982,emp_004.txt,77,service,force_majeure,,0,0.0,low,77,15,If you become aware of any such conduct you must immediately report it to us.
50a84a4a-9b31-43fc-b123-5850d790db5b,emp_004.txt,89,rental,maintenance,,0,0.0,low,1493,202,"b In this Agreement, “Confidential Information” includes: 12.b.i information that relates to the actual or anticipated business or research and development of the Company or its Related Corporations, technical data, trade secrets or know-how, including, but not limited to, research, product plans, or other information regarding Google’s products or services and their marketing, the identity of Google’s customers (including, but not limited to, customer lists and the identity of Google customers on whom you called or with whom you became acquainted during the term of your employment), software, developments, DocuSign Envelope ID: 7EB94388-BEB0-4811-84F8-14A212A371F0 GOC Confidential • 8 inventions, processes, formulas, technology, designs, drawings, engineering, hardware configuration information, marketing, finances, HR data or other business information; 12.b.ii information received from third parties associated with Google, e.g., our customers, suppliers, licensors, licensees, partners, or collaborators, including information relating to their business, practices or technology; and 12.b.iii information directly or indirectly collected from users of Google services, such as individual or aggregate log files related to any user session, personal information associated with a specific individual (such as a name, address, telephone number, e-mail address), or information about activities that can be directly linked to a user (such as an IP address or cookie information)."
4ba63a4f-e707-4c8e-bc8b-eaa68bd07105,emp_004.txt,89,service,force_majeure,,0,0.0,low,1493,202,"b In this Agreement, “Confidential Information” includes: 12.b.i information that relates to the actual or anticipated business or research and development of the Company or its Related Corporations, technical data, trade secrets or know-how, including, but not limited to, research, product plans, or other information regarding Google’s products or services and their marketing, the identity of Google’s customers (including, but not limited to, customer lists and the identity of Google customers on whom you called or with whom you became acquainted during the term of your employment), software, developments, DocuSign Envelope ID: 7EB94388-BEB0-4811-84F8-14A212A371F0 GOC Confidential • 8 inventions, processes, formulas, technology, designs, drawings, engineering, hardware configuration information, marketing, finances, HR data or other business information; 12.b.ii information received from third parties associated with Google, e.g., our customers, suppliers, licensors, licensees, partners, or collaborators, including information relating to their business, practices or technology; and 12.b.iii information directly or indirectly collected from users of Google services, such as individual or aggregate log files related to any user session, personal information associated with a specific individual (such as a name, address, telephone number, e-mail address), or information about activities that can be directly linked to a user (such as an IP address or cookie information)."
f722f38b-e646-4ac2-a2bf-d57aa34171f8,emp_004.txt,90,employment,obligations,,0,0.0,low,326,52,c You further understand that Confidential Information does not include any of the foregoing items which have become publicly known and made generally available through no wrongful act of your own or of others who were under confidentiality obligations as to the item or items involved or improvements or new versions thereof.
4e8ca7f9-56c7-479a-8ae5-9d1bd54fc30c,emp_009.txt,267,rental,rent_terms,,0,0.0,low,161,24,There is no provision for reimbursement/allowance towards any expenses incurred in lieu of attending training or classes at different locations in the same city.
23cdd1b3-2ffd-415f-b298-83b5aa550743,emp_009.txt,267,service,force_majeure,,0,0.0,low,161,24,There is no provision for reimbursement/allowance towards any expenses incurred in lieu of attending training or classes at different locations in the same city.
955982c1-2c88-4172-a770-4027f4153694,emp_009.txt,270,service,force_majeure,,0,0.0,low,87,12,"You may utilize this amount towards accommodation, food & other miscellaneous expenses."
b2fa3d51-c55c-4fb0-9450-f9d21c795659,emp_009.txt,271,service,force_majeure,,0,0.0,low,160,31,This would be paid as a lump sum amount that will be credited with your first month stipend and you would not need to submit bills towards usage of this amount.
eaa2a697-1fa3-466c-a295-a365bc7057c4,emp_009.txt,273,rental,rent_terms,,0,0.0,low,301,48,"If your posting location (the location where you would be based out of after training) is different from the training location (location where you undergo initial training), you would be entitled for the following: Settlement and Miscellaneous Expenses: Rs.1200 per day for 7 days (total amount of Rs."
08c310f9-263b-4b16-bde1-61f97dc23ad8,emp_009.txt,275,service,force_majeure,,0,0.0,low,97,13,"You may utilize this amount towards boarding, lodging, conveyance & other miscellaneous expenses."
2c043607-100f-4fc1-bc43-21a6cb83ffe1,emp_009.txt,280,rental,maintenance,,0,0.0,low,81,13,Campus joiners would not be eligible for accommodation at the Wipro guest houses.
9550a36e-d8db-46d7-8578-ceb20bf52a7c,emp_009.txt,281,employment,leave_policy,,0,0.0,low,229,38,"Please note in the event that the employee leaves the organization within 6 months from the date of joining, all payments processed under Joining & Relocation Entitlements shall be recovered from the employee at the time of exit."
6298dd5c-b972-43d3-a069-da1c598f234d,emp_009.txt,281,service,payment_terms,,0,0.0,low,229,38,"Please note in the event that the employee leaves the organization within 6 months from the date of joining, all payments processed under Joining & Relocation Entitlements shall be recovered from the employee at the time of exit."
e6826cc9-4af0-43bb-b746-4c7b553f40cd,emp_010.txt,12,service,warranties,,0,0.0,low,322,56,"You shall continue to meet the eligibility criteria up till and on the date of joining Accenture (if applicable) and agree that Accenture has the right to revoke the offer of employment, in case of failure of verification, or if you are not meeting the eligibility criteria or in case of any misrepresentation at your end."
997c510e-ab99-45db-9c82-2cfe6a4a69ca,emp_009.txt,158,service,force_majeure,,0,0.0,low,71,11,This is critical and Company has zero tolerance towards any deviations.
1ac32c36-7f5c-43a2-8d07-ec5dd3af04f7,emp_009.txt,167,employment,confidentiality,,0,0.0,low,199,32,"In consideration of the opportunities, trainings and access to new techniques and know-how that will be made available to you, you will be required to comply with the Confidentiality Policy of Wipro."
2dfe55b1-d6d5-4cb2-9e12-640874cf9ef9,emp_009.txt,171,service,force_majeure,,0,0.0,low,589,86,"In connection with your association with Wipro as part of the WILP and during the term of your association upon conception or creation, you shall disclose and assign to Wipro as its exclusive property, all inventions, ideas, concepts, discoveries, techniques, and improvements (including without limitation legal documents, training materials, computer software and associated materials) developed or conceived by you solely or jointly with others (whether or not during business or academic session hours), and shall comply with the Policies of Wipro in relation to Intellectual Property."
261f14f6-fbb1-4cfb-9a21-07ba00808e28,emp_009.txt,172,service,force_majeure,,0,0.0,low,385,57,"During the period of academic study, if you develop or conceptualize inventions, ideas, concepts, discoveries, techniques and improvements (including without limitation computer software) solely or jointly with others in relation to the operation of the WILP / Wipro, such developments will be fully communicated to the WILP academy and will be the sole intellectual property of Wipro."
59a7152c-fffb-49c4-8324-e25dad7735c7,emp_009.txt,176,employment,confidentiality,,0,0.0,low,198,32,"In consideration of the opportunities, training and access to new techniques and know-how that will be made available to you, you will be required to comply with the Confidentiality Policy of Wipro."
11a2ac5c-0648-43ec-898b-6108ba183e13,emp_009.txt,182,service,force_majeure,,0,0.0,low,571,80,"Assignment of Intellectual Property In connection with your enrolment and during the term of your enrolment, upon conception or creation, you shall disclose and assign to Wipro as its exclusive property, all inventions, ideas, concepts, discoveries, techniques, and improvements (including without limitation legal documents, training materials, computer software and associated materials) developed or conceived by you solely or jointly with others (whether or not during business hours), and shall comply with the Policies of Wipro in relation to Intellectual Property."
9f6e32e0-3f36-4a4a-b354-ecfb1e825c4a,emp_005.txt,2,service,force_majeure,,0,0.0,low,130,21,"Dear Prafull Singh, We are pleased to offer you the position of Software Engineer at Tekion India Private Limited (the “Company”)."
930281b5-39ae-4fd4-878f-23cf5f5037b8,emp_005.txt,12,rental,rent_terms,,0,0.0,low,93,16,"Stock Options We will recommend to the Board of Directors of our parent company, Tekion Corp."
c465cdb6-e1ff-4118-93e6-247ac9f13941,emp_005.txt,17,service,force_majeure,,0,0.0,low,60,10,Appointment You have been made an offer as Software Engineer
